"code","name_en","continent"
"NH006","United States of America","North America"
"CO647","United States of America","North America"
"AK100","United States of America","North America"
"MT122","United States of America","North America"
"AK107","United States of America","North America"
"AK099","United States of America","North America"
"AK106","United States of America","North America"
"CO648","United States of America","North America"
"AK105","United States of America","North America"
"AK101","United States of America","North America"
"PA014","United States of America","North America"
"MT125","United States of America","North America"
"AK102","United States of America","North America"
"CO649","United States of America","North America"
"WY045","United States of America","North America"
"ID014","United States of America","North America"
"CA598","United States of America","North America"
"CA599","United States of America","North America"
"CA600","United States of America","North America"
"PA001","United States of America","North America"
"MI004","United States of America","North America"
"WA041","United States of America","North America"
"WA005","United States of America","North America"
"OH001","United States of America","North America"
"NC001","United States of America","North America"
"WI004","United States of America","North America"
"PA002","United States of America","North America"
"CT001","United States of America","North America"
"VA009","United States of America","North America"
"MI005","United States of America","North America"
"NY002","United States of America","North America"
"WY043","United States of America","North America"
"WA017","United States of America","North America"
"WA040","United States of America","North America"
"NM026","United States of America","North America"
"NM032","United States of America","North America"
"NV506","United States of America","North America"
"WA082","United States of America","North America"
"ID002","United States of America","North America"
"WA021","United States of America","North America"
"WA009","United States of America","North America"
"WA014","United States of America","North America"
"WA016","United States of America","North America"
"CA555","United States of America","North America"
"OH003","United States of America","North America"
"ME022","United States of America","North America"
"MI009","United States of America","North America"
"PA011","United States of America","North America"
"CT002","United States of America","North America"
"ME020","United States of America","North America"
"PA009","United States of America","North America"
"NY008","United States of America","North America"
"MI008","United States of America","North America"
"CA557","United States of America","North America"
"CA556","United States of America","North America"
"MT106","United States of America","North America"
"WY022","United States of America","North America"
"NM030","United States of America","North America"
"NM029","United States of America","North America"
"MI007","United States of America","North America"
"NC1","United States of America","North America"
"NC2","United States of America","North America"
"NC4","United States of America","North America"
"NC3","United States of America","North America"
"NC8","United States of America","North America"
"NC7","United States of America","North America"
"NC6","United States of America","North America"
"NC9","United States of America","North America"
"ME033","United States of America","North America"
"ME034","United States of America","North America"
"TN009","United States of America","North America"
"MI010","United States of America","North America"
"AL001","United States of America","North America"
"ME023","United States of America","North America"
"NY012","United States of America","North America"
"IN001","United States of America","North America"
"VA015","United States of America","North America"
"ME021","United States of America","North America"
"NY009","United States of America","North America"
"NY010","United States of America","North America"
"NY011","United States of America","North America"
"UT023","United States of America","North America"
"AZ100","United States of America","North America"
"PA012","United States of America","North America"
"PA013","United States of America","North America"
"VA016","United States of America","North America"
"NY013","United States of America","North America"
"NY014","United States of America","North America"
"ME024","United States of America","North America"
"VA024","United States of America","North America"
"CO562","United States of America","North America"
"CO561","United States of America","North America"
"CA512","United States of America","North America"
"VA026","United States of America","North America"
"MT119","United States of America","North America"
"AK103","United States of America","North America"
"MT120","United States of America","North America"
"UT525","United States of America","North America"
"ME035","United States of America","North America"
"OR081","United States of America","North America"
"SC003","United States of America","North America"
"NM529","United States of America","North America"
"NM520","United States of America","North America"
"NM512","United States of America","North America"
"NM503","United States of America","North America"
"NM545","United States of America","North America"
"NM537","United States of America","North America"
"CO509","United States of America","North America"
"ME010","United States of America","North America"
"ME005","United States of America","North America"
"ME015","United States of America","North America"
"PA004","United States of America","North America"
"PA005","United States of America","North America"
"PA006","United States of America","North America"
"WY026","United States of America","North America"
"WV001","United States of America","North America"
"NC003","United States of America","North America"
"VT002","United States of America","North America"
"ME016","United States of America","North America"
"ID008","United States of America","North America"
"MN006","United States of America","North America"
"NM024","United States of America","North America"
"AZ106","United States of America","North America"
"NM501","United States of America","North America"
"AZ087","United States of America","North America"
"NM040","United States of America","North America"
"NM039","United States of America","North America"
"CO553","United States of America","North America"
"WY021","United States of America","North America"
"WY024","United States of America","North America"
"MT108","United States of America","North America"
"MT105","United States of America","North America"
"NM033","United States of America","North America"
"NM500","United States of America","North America"
"NM038","United States of America","North America"
"AZ077","United States of America","North America"
"AZ099","United States of America","North America"
"CO552","United States of America","North America"
"NM571","United States of America","North America"
"WA083","United States of America","North America"
"NM570","United States of America","North America"
"MT107","United States of America","North America"
"NM569","United States of America","North America"
"AZ553","United States of America","North America"
"CA559","United States of America","North America"
"WY023","United States of America","North America"
"NC005","United States of America","North America"
"NC006","United States of America","North America"
"WV002","United States of America","North America"
"KY003","United States of America","North America"
"NC007","United States of America","North America"
"PA008","United States of America","North America"
"MI006","United States of America","North America"
"KY004","United States of America","North America"
"ME019","United States of America","North America"
"MA002","United States of America","North America"
"NY005","United States of America","North America"
"NY003","United States of America","North America"
"PA007","United States of America","North America"
"NJ002","United States of America","North America"
"NJ001","United States of America","North America"
"NC004","United States of America","North America"
"NY006","United States of America","North America"
"VA012","United States of America","North America"
"AZ091","United States of America","North America"
"AZ079","United States of America","North America"
"NM025","United States of America","North America"
"AZ086","United States of America","North America"
"AZ089","United States of America","North America"
"AZ098","United States of America","North America"
"AZ081","United States of America","North America"
"AZ080","United States of America","North America"
"NM037","United States of America","North America"
"NM036","United States of America","North America"
"NM050","United States of America","North America"
"AZ102","United States of America","North America"
"NH004","United States of America","North America"
"VA013","United States of America","North America"
"UT020","United States of America","North America"
"AZ088","United States of America","North America"
"UT024","United States of America","North America"
"NM028","United States of America","North America"
"UT022","United States of America","North America"
"UT021","United States of America","North America"
"AZ023","United States of America","North America"
"NM051","United States of America","North America"
"NM052","United States of America","North America"
"NM043","United States of America","North America"
"NM055","United States of America","North America"
"VA011","United States of America","North America"
"NH003","United States of America","North America"
"NM035","United States of America","North America"
"NM048","United States of America","North America"
"WY025","United States of America","North America"
"CA560","United States of America","North America"
"CA601","United States of America","North America"
"CO076","United States of America","North America"
"NM053","United States of America","North America"
"AZ082","United States of America","North America"
"NM027","United States of America","North America"
"NM034","United States of America","North America"
"AZ090","United States of America","North America"
"AZ103","United States of America","North America"
"AZ139","United States of America","North America"
"AZ084","United States of America","North America"
"NM023","United States of America","North America"
"NM021","United States of America","North America"
"NM022","United States of America","North America"
"AR039","United States of America","North America"
"TX046","United States of America","North America"
"NV036","United States of America","North America"
"NV508","United States of America","North America"
"NV048","United States of America","North America"
"NV037","United States of America","North America"
"AR059","United States of America","North America"
"CA051","United States of America","North America"
"OH006","United States of America","North America"
"CA582","United States of America","North America"
"SD020","United States of America","North America"
"MT111","United States of America","North America"
"MT110","United States of America","North America"
"CA583","United States of America","North America"
"CA585","United States of America","North America"
"CA587","United States of America","North America"
"CO598","United States of America","North America"
"ME031","United States of America","North America"
"ME030","United States of America","North America"
"ME032","United States of America","North America"
"ME027","United States of America","North America"
"ME029","United States of America","North America"
"OK","United States of America","North America"
"AZ040","United States of America","North America"
"CO067","United States of America","North America"
"CO066","United States of America","North America"
"AZ033","United States of America","North America"
"CA591","United States of America","North America"
"GA004","United States of America","North America"
"AR072","United States of America","North America"
"CA625","United States of America","North America"
"CO557","United States of America","North America"
"CO558","United States of America","North America"
"CO559","United States of America","North America"
"CO560","United States of America","North America"
"AK011","United States of America","North America"
"AZ558","United States of America","North America"
"WA043","United States of America","North America"
"MT103","United States of America","North America"
"CA643","United States of America","North America"
"AZ042","United States of America","North America"
"UT529","United States of America","North America"
"CO581","United States of America","North America"
"CO571","United States of America","North America"
"CO570","United States of America","North America"
"CO626","United States of America","North America"
"NE005","United States of America","North America"
"CO627","United States of America","North America"
"TX024","United States of America","North America"
"OR026","United States of America","North America"
"CA526","United States of America","North America"
"MT116","United States of America","North America"
"CO592","United States of America","North America"
"CO564","United States of America","North America"
"CO591","United States of America","North America"
"NE007","United States of America","North America"
"NM576","United States of America","North America"
"NM575","United States of America","North America"
"CO593","United States of America","North America"
"WA109","United States of America","North America"
"WA059","United States of America","North America"
"CA636","United States of America","North America"
"WA053","United States of America","North America"
"MN022","United States of America","North America"
"WA063","United States of America","North America"
"MN024","United States of America","North America"
"MN023","United States of America","North America"
"WA049","United States of America","North America"
"CA638","United States of America","North America"
"WA047","United States of America","North America"
"WA065","United States of America","North America"
"WA048","United States of America","North America"
"WA056","United States of America","North America"
"TX047","United States of America","North America"
"AR005","United States of America","North America"
"AR033","United States of America","North America"
"MO018","United States of America","North America"
"MO036","United States of America","North America"
"CA627","United States of America","North America"
"TX015","United States of America","North America"
"NC014","United States of America","North America"
"AR054","United States of America","North America"
"AR021","United States of America","North America"
"CA586","United States of America","North America"
"CA584","United States of America","North America"
"CA572","United States of America","North America"
"CA588","United States of America","North America"
"CA590","United States of America","North America"
"CA589","United States of America","North America"
"CA606","United States of America","North America"
"CA634","United States of America","North America"
"CA635","United States of America","North America"
"CO597","United States of America","North America"
"CO599","United States of America","North America"
"CO600","United States of America","North America"
"CO601","United States of America","North America"
"CO603","United States of America","North America"
"CO602","United States of America","North America"
"WY031","United States of America","North America"
"CO582","United States of America","North America"
"CO605","United States of America","North America"
"CO604","United States of America","North America"
"CO606","United States of America","North America"
"CO511","United States of America","North America"
"CA593","United States of America","North America"
"MS001","United States of America","North America"
"TX003","United States of America","North America"
"CA626","United States of America","North America"
"MO030","United States of America","North America"
"OK028","United States of America","North America"
"AK098","United States of America","North America"
"NV501","United States of America","North America"
"CA513","United States of America","North America"
"WY005","United States of America","North America"
"MT001","United States of America","North America"
"WY013","United States of America","North America"
"MT006","United States of America","North America"
"WY006","United States of America","North America"
"MT100","United States of America","North America"
"ID004","United States of America","North America"
"CA592","United States of America","North America"
"CA561","United States of America","North America"
"CA594","United States of America","North America"
"CA644","United States of America","North America"
"CA597","United States of America","North America"
"CA595","United States of America","North America"
"CA596","United States of America","North America"
"MT112","United States of America","North America"
"MT114","United States of America","North America"
"CA607","United States of America","North America"
"OR002","United States of America","North America"
"NV503","United States of America","North America"
"MT102","United States of America","North America"
"ID013","United States of America","North America"
"CA505","United States of America","North America"
"WA045","United States of America","North America"
"ID005","United States of America","North America"
"MT104","United States of America","North America"
"MT004","United States of America","North America"
"MA015","United States of America","North America"
"MN009","United States of America","North America"
"MN010","United States of America","North America"
"CA527","United States of America","North America"
"CA524","United States of America","North America"
"AK008","United States of America","North America"
"AR049","United States of America","North America"
"AR042","United States of America","North America"
"AR064","United States of America","North America"
"AR065","United States of America","North America"
"AR066","United States of America","North America"
"AK013","United States of America","North America"
"AR070","United States of America","North America"
"AR073","United States of America","North America"
"TX048","United States of America","North America"
"AK032","United States of America","North America"
"AK078","United States of America","North America"
"AK077","United States of America","North America"
"AK076","United States of America","North America"
"AK031","United States of America","North America"
"AK075","United States of America","North America"
"WY028","United States of America","North America"
"WA015","United States of America","North America"
"WA032","United States of America","North America"
"WA013","United States of America","North America"
"MA005","United States of America","North America"
"MA004","United States of America","North America"
"WY042","United States of America","North America"
"AK010","United States of America","North America"
"WA012","United States of America","North America"
"IA003","United States of America","North America"
"IA025","United States of America","North America"
"IA023","United States of America","North America"
"CA065","United States of America","North America"
"CA074","United States of America","North America"
"OR015","United States of America","North America"
"ID006","United States of America","North America"
"CA073","United States of America","North America"
"AZ060","United States of America","North America"
"NV040","United States of America","North America"
"WA011","United States of America","North America"
"WA039","United States of America","North America"
"WA037","United States of America","North America"
"WA003","United States of America","North America"
"WA031","United States of America","North America"
"WA026","United States of America","North America"
"WA029","United States of America","North America"
"MO037","United States of America","North America"
"GA002","United States of America","North America"
"CA614","United States of America","North America"
"NM579","United States of America","North America"
"WY029","United States of America","North America"
"NM015","United States of America","North America"
"IA014","United States of America","North America"
"IA015","United States of America","North America"
"IA013","United States of America","North America"
"IA018","United States of America","North America"
"IA016","United States of America","North America"
"MN015","United States of America","North America"
"NM011","United States of America","North America"
"NM111","United States of America","North America"
"NM112","United States of America","North America"
"MN017","United States of America","North America"
"NM010","United States of America","North America"
"NV052","United States of America","North America"
"MN016","United States of America","North America"
"NV057","United States of America","North America"
"OR041","United States of America","North America"
"AK020","United States of America","North America"
"AK015","United States of America","North America"
"AK016","United States of America","North America"
"NM555","United States of America","North America"
"LA001","United States of America","North America"
"NC008","United States of America","North America"
"AR050","United States of America","North America"
"AR018","United States of America","North America"
"VA021","United States of America","North America"
"OK004","United States of America","North America"
"TX018","United States of America","North America"
"AR057","United States of America","North America"
"IL016","United States of America","North America"
"OK013","United States of America","North America"
"TX030","United States of America","North America"
"NM578","United States of America","North America"
"NM550","United States of America","North America"
"NM551","United States of America","North America"
"IA012","United States of America","North America"
"AZ109","United States of America","North America"
"AZ127","United States of America","North America"
"AZ030","United States of America","North America"
"AZ129","United States of America","North America"
"AZ047","United States of America","North America"
"CO055","United States of America","North America"
"NM004","United States of America","North America"
"CO061","United States of America","North America"
"AZ049","United States of America","North America"
"AZ050","United States of America","North America"
"UT507","United States of America","North America"
"NM097","United States of America","North America"
"MO027","United States of America","North America"
"AR055","United States of America","North America"
"AK006","United States of America","North America"
"TX001","United States of America","North America"
"CO053","United States of America","North America"
"CO060","United States of America","North America"
"NM001","United States of America","North America"
"NM006","United States of America","North America"
"CO052","United States of America","North America"
"IL014","United States of America","North America"
"MO007","United States of America","North America"
"MO008","United States of America","North America"
"IL009","United States of America","North America"
"WY010","United States of America","North America"
"WY011","United States of America","North America"
"MO006","United States of America","North America"
"MO004","United States of America","North America"
"MO005","United States of America","North America"
"IA032","United States of America","North America"
"IA002","United States of America","North America"
"TN008","United States of America","North America"
"IA005","United States of America","North America"
"IA024","United States of America","North America"
"TN005","United States of America","North America"
"IL001","United States of America","North America"
"IL002","United States of America","North America"
"IA021","United States of America","North America"
"TN","United States of America","North America"
"MO038","United States of America","North America"
"CA617","United States of America","North America"
"AR048","United States of America","North America"
"KS010","United States of America","North America"
"AR067","United States of America","North America"
"KS007","United States of America","North America"
"AK017","United States of America","North America"
"AK018","United States of America","North America"
"AK021","United States of America","North America"
"WA001","United States of America","North America"
"WA038","United States of America","North America"
"WA008","United States of America","North America"
"WA007","United States of America","North America"
"WA035","United States of America","North America"
"WA020","United States of America","North America"
"WA033","United States of America","North America"
"WA036","United States of America","North America"
"WA030","United States of America","North America"
"WA018","United States of America","North America"
"IL012","United States of America","North America"
"UT513","United States of America","North America"
"UT516","United States of America","North America"
"UT517","United States of America","North America"
"UT518","United States of America","North America"
"AZ563","United States of America","North America"
"UT520","United States of America","North America"
"AK022","United States of America","North America"
"AK023","United States of America","North America"
"AK024","United States of America","North America"
"AK025","United States of America","North America"
"AK026","United States of America","North America"
"AK030","United States of America","North America"
"CO586","United States of America","North America"
"CO587","United States of America","North America"
"NM558","United States of America","North America"
"CO527","United States of America","North America"
"NM563","United States of America","North America"
"NM548","United States of America","North America"
"NM549","United States of America","North America"
"NM556","United States of America","North America"
"OR029","United States of America","North America"
"NM559","United States of America","North America"
"NM561","United States of America","North America"
"WA117","United States of America","North America"
"WA097","United States of America","North America"
"WA095","United States of America","North America"
"WA096","United States of America","North America"
"WA124","United States of America","North America"
"WA122","United States of America","North America"
"WA123","United States of America","North America"
"WA115","United States of America","North America"
"WA100","United States of America","North America"
"WA113","United States of America","North America"
"WA098","United States of America","North America"
"WA114","United States of America","North America"
"NE004","United States of America","North America"
"CA608","United States of America","North America"
"WY030","United States of America","North America"
"CO616","United States of America","North America"
"CO618","United States of America","North America"
"AR006","United States of America","North America"
"AR030","United States of America","North America"
"AR068","United States of America","North America"
"AR001","United States of America","North America"
"AR069","United States of America","North America"
"NC011","United States of America","North America"
"NC012","United States of America","North America"
"NC013","United States of America","North America"
"CA621","United States of America","North America"
"OK007","United States of America","North America"
"OK022","United States of America","North America"
"OK016","United States of America","North America"
"CO049","United States of America","North America"
"AZ105","United States of America","North America"
"AZ066","United States of America","North America"
"AZ143","United States of America","North America"
"WA099","United States of America","North America"
"AZ104","United States of America","North America"
"NM007","United States of America","North America"
"AZ026","United States of America","North America"
"AZ027","United States of America","North America"
"AZ029","United States of America","North America"
"AZ032","United States of America","North America"
"CO050","United States of America","North America"
"UT505","United States of America","North America"
"AZ044","United States of America","North America"
"NM020","United States of America","North America"
"WY017","United States of America","North America"
"CO594","United States of America","North America"
"CO595","United States of America","North America"
"NM574","United States of America","North America"
"CO596","United States of America","North America"
"CO617","United States of America","North America"
"CO579","United States of America","North America"
"CO584","United States of America","North America"
"CO620","United States of America","North America"
"CO565","United States of America","North America"
"CO621","United States of America","North America"
"CO567","United States of America","North America"
"CO622","United States of America","North America"
"CO623","United States of America","North America"
"CO624","United States of America","North America"
"CA618","United States of America","North America"
"CA619","United States of America","North America"
"SC004","United States of America","North America"
"SC005","United States of America","North America"
"AR027","United States of America","North America"
"AR","United States of America","North America"
"AK009","United States of America","North America"
"WI006","United States of America","North America"
"CO589","United States of America","North America"
"NE008","United States of America","North America"
"CO590","United States of America","North America"
"UT514","United States of America","North America"
"UT515","United States of America","North America"
"MO044","United States of America","North America"
"MO1","United States of America","North America"
"MO2","United States of America","North America"
"CA604","United States of America","North America"
"OR084","United States of America","North America"
"OR082","United States of America","North America"
"OR083","United States of America","North America"
"CA579","United States of America","North America"
"CA578","United States of America","North America"
"CA577","United States of America","North America"
"WY033","United States of America","North America"
"CA580","United States of America","North America"
"CA564","United States of America","North America"
"CA563","United States of America","North America"
"CA562","United States of America","North America"
"NV519","United States of America","North America"
"CA605","United States of America","North America"
"UT511","United States of America","North America"
"CO554","United States of America","North America"
"IL008","United States of America","North America"
"IA030","United States of America","North America"
"IA026","United States of America","North America"
"WA085","United States of America","North America"
"WA086","United States of America","North America"
"WA087","United States of America","North America"
"WY020","United States of America","North America"
"WA088","United States of America","North America"
"WA090","United States of America","North America"
"WY019","United States of America","North America"
"WA089","United States of America","North America"
"WA091","United States of America","North America"
"AR014","United States of America","North America"
"AR013","United States of America","North America"
"NH001","United States of America","North America"
"MN008","United States of America","North America"
"CO043","United States of America","North America"
"WA061","United States of America","North America"
"WA055","United States of America","North America"
"WA064","United States of America","North America"
"WA062","United States of America","North America"
"AK074","United States of America","North America"
"AK073","United States of America","North America"
"AK033","United States of America","North America"
"AK071","United States of America","North America"
"SD001","United States of America","North America"
"MN021","United States of America","North America"
"CO037","United States of America","North America"
"CA095","United States of America","North America"
"CA079","United States of America","North America"
"CA089","United States of America","North America"
"OR006","United States of America","North America"
"OR042","United States of America","North America"
"UT510","United States of America","North America"
"AZ552","United States of America","North America"
"AZ551","United States of America","North America"
"CA558","United States of America","North America"
"SD018","United States of America","North America"
"CA632","United States of America","North America"
"OR063","United States of America","North America"
"IA033","United States of America","North America"
"ND006","United States of America","North America"
"SD019","United States of America","North America"
"MO014","United States of America","North America"
"IA001","United States of America","North America"
"IA006","United States of America","North America"
"MO001","United States of America","North America"
"IA027","United States of America","North America"
"IA020","United States of America","North America"
"IL013","United States of America","North America"
"IL011","United States of America","North America"
"IA004","United States of America","North America"
"CA066","United States of America","North America"
"CA067","United States of America","North America"
"CA084","United States of America","North America"
"CA092","United States of America","North America"
"AZ135","United States of America","North America"
"NM047","United States of America","North America"
"AZ056","United States of America","North America"
"AZ503","United States of America","North America"
"AZ144","United States of America","North America"
"AZ043","United States of America","North America"
"AZ501","United States of America","North America"
"AZ041","United States of America","North America"
"UT018","United States of America","North America"
"UT013","United States of America","North America"
"WY002","United States of America","North America"
"AR016","United States of America","North America"
"KY002","United States of America","North America"
"AR017","United States of America","North America"
"IL006","United States of America","North America"
"IL007","United States of America","North America"
"CA094","United States of America","North America"
"OR009","United States of America","North America"
"NV500","United States of America","North America"
"NM014","United States of America","North America"
"NM031","United States of America","North America"
"AR012","United States of America","North America"
"AR015","United States of America","North America"
"MD008","United States of America","North America"
"OR021","United States of America","North America"
"CA517","United States of America","North America"
"UT523","United States of America","North America"
"MO009","United States of America","North America"
"WA046","United States of America","North America"
"MI001","United States of America","North America"
"AL002","United States of America","North America"
"CO071","United States of America","North America"
"OR005","United States of America","North America"
"OR004","United States of America","North America"
"ID012","United States of America","North America"
"ID010","United States of America","North America"
"ID009","United States of America","North America"
"ID011","United States of America","North America"
"NV056","United States of America","North America"
"CO072","United States of America","North America"
"OR078","United States of America","North America"
"OR076","United States of America","North America"
"OR077","United States of America","North America"
"WA118","United States of America","North America"
"WA116","United States of America","North America"
"WY014","United States of America","North America"
"CO046","United States of America","North America"
"CO033","United States of America","North America"
"NV061","United States of America","North America"
"CA087","United States of America","North America"
"CA514","United States of America","North America"
"CA064","United States of America","North America"
"CA520","United States of America","North America"
"OR018","United States of America","North America"
"AZ063","United States of America","North America"
"NV049","United States of America","North America"
"NE003","United States of America","North America"
"NM012","United States of America","North America"
"AR009","United States of America","North America"
"UT501","United States of America","North America"
"AZ062","United States of America","North America"
"NV055","United States of America","North America"
"NV053","United States of America","North America"
"AZ548","United States of America","North America"
"VA018","United States of America","North America"
"UT508","United States of America","North America"
"CO523","United States of America","North America"
"VT001","United States of America","North America"
"OR055","United States of America","North America"
"OR059","United States of America","North America"
"CA633","United States of America","North America"
"WA127","United States of America","North America"
"WA125","United States of America","North America"
"WA126","United States of America","North America"
"OR075","United States of America","North America"
"OR073","United States of America","North America"
"OR074","United States of America","North America"
"AK001","United States of America","North America"
"CO040","United States of America","North America"
"CO039","United States of America","North America"
"MN019","United States of America","North America"
"NV060","United States of America","North America"
"CO030","United States of America","North America"
"MA001","United States of America","North America"
"MN018","United States of America","North America"
"AK047","United States of America","North America"
"VA027","United States of America","North America"
"WA106","United States of America","North America"
"WA107","United States of America","North America"
"WA104","United States of America","North America"
"WA108","United States of America","North America"
"WA105","United States of America","North America"
"WA121","United States of America","North America"
"WA119","United States of America","North America"
"WA120","United States of America","North America"
"OR066","United States of America","North America"
"OR064","United States of America","North America"
"OR080","United States of America","North America"
"OR065","United States of America","North America"
"AK049","United States of America","North America"
"AK051","United States of America","North America"
"AZ071","United States of America","North America"
"AZ069","United States of America","North America"
"AZ072","United States of America","North America"
"AZ554","United States of America","North America"
"AZ509","United States of America","North America"
"WV003","United States of America","North America"
"AZ556","United States of America","North America"
"AZ559","United States of America","North America"
"OR069","United States of America","North America"
"OR067","United States of America","North America"
"OR068","United States of America","North America"
"WA112","United States of America","North America"
"WA103","United States of America","North America"
"CA640","United States of America","North America"
"WA052","United States of America","North America"
"OR027","United States of America","North America"
"CA639","United States of America","North America"
"WY027","United States of America","North America"
"WA060","United States of America","North America"
"MN025","United States of America","North America"
"WA051","United States of America","North America"
"WA057","United States of America","North America"
"WA066","United States of America","North America"
"WA058","United States of America","North America"
"NM564","United States of America","North America"
"ND003","United States of America","North America"
"CA631","United States of America","North America"
"NV518","United States of America","North America"
"ND004","United States of America","North America"
"SD014","United States of America","North America"
"SD015","United States of America","North America"
"SD016","United States of America","North America"
"CA612","United States of America","North America"
"SD017","United States of America","North America"
"NC019","United States of America","North America"
"NY004","United States of America","North America"
"NM583","United States of America","North America"
"AZ517","United States of America","North America"
"AZ518","United States of America","North America"
"CO534","United States of America","North America"
"CO533","United States of America","North America"
"CA528","United States of America","North America"
"MA014","United States of America","North America"
"CO524","United States of America","North America"
"CO551","United States of America","North America"
"AZ515","United States of America","North America"
"AZ513","United States of America","North America"
"NM566","United States of America","North America"
"NM565","United States of America","North America"
"AZ514","United States of America","North America"
"CA533","United States of America","North America"
"NV510","United States of America","North America"
"CA530","United States of America","North America"
"CO532","United States of America","North America"
"AK029","United States of America","North America"
"CO535","United States of America","North America"
"NM567","United States of America","North America"
"AZ523","United States of America","North America"
"AZ520","United States of America","North America"
"AZ519","United States of America","North America"
"AZ521","United States of America","North America"
"CO525","United States of America","North America"
"CO536","United States of America","North America"
"AZ502","United States of America","North America"
"VA007","United States of America","North America"
"VA006","United States of America","North America"
"VA008","United States of America","North America"
"TN030","United States of America","North America"
"AZ085","United States of America","North America"
"TX002","United States of America","North America"
"WY015","United States of America","North America"
"AZ527","United States of America","North America"
"CO545","United States of America","North America"
"AZ528","United States of America","North America"
"AZ529","United States of America","North America"
"AZ530","United States of America","North America"
"CO625","United States of America","North America"
"CO628","United States of America","North America"
"CO583","United States of America","North America"
"CO629","United States of America","North America"
"CO566","United States of America","North America"
"AZ083","United States of America","North America"
"CA671","United States of America","North America"
"CO641","United States of America","North America"
"WY037","United States of America","North America"
"UT500","United States of America","North America"
"NM586","United States of America","North America"
"UT524","United States of America","North America"
"WY016","United States of America","North America"
"AK027","United States of America","North America"
"AK035","United States of America","North America"
"AK044","United States of America","North America"
"AK045","United States of America","North America"
"IL015","United States of America","North America"
"CO563","United States of America","North America"
"AK053","United States of America","North America"
"AK087","United States of America","North America"
"MT117","United States of America","North America"
"OR085","United States of America","North America"
"WY034","United States of America","North America"
"AK079","United States of America","North America"
"AK080","United States of America","North America"
"AK081","United States of America","North America"
"AK082","United States of America","North America"
"AK083","United States of America","North America"
"AK084","United States of America","North America"
"AK085","United States of America","North America"
"AZ532","United States of America","North America"
"AZ531","United States of America","North America"
"CO546","United States of America","North America"
"CA531","United States of America","North America"
"AZ533","United States of America","North America"
"NV512","United States of America","North America"
"AZ534","United States of America","North America"
"AZ536","United States of America","North America"
"CO547","United States of America","North America"
"AZ541","United States of America","North America"
"AZ510","United States of America","North America"
"AZ535","United States of America","North America"
"AZ544","United States of America","North America"
"CA534","United States of America","North America"
"AZ543","United States of America","North America"
"NV517","United States of America","North America"
"NV514","United States of America","North America"
"CA532","United States of America","North America"
"CA529","United States of America","North America"
"CO549","United States of America","North America"
"AZ545","United States of America","North America"
"AZ546","United States of America","North America"
"AK22","United States of America","North America"
"AK24","United States of America","North America"
"MT007","United States of America","North America"
"MT002","United States of America","North America"
"CO630","United States of America","North America"
"WY032","United States of America","North America"
"CO632","United States of America","North America"
"AZ540","United States of America","North America"
"AZ537","United States of America","North America"
"AZ539","United States of America","North America"
"AZ538","United States of America","North America"
"AK11","United States of America","North America"
"AK8","United States of America","North America"
"AK10","United States of America","North America"
"NV516","United States of America","North America"
"CO631","United States of America","North America"
"AZ557","United States of America","North America"
"MI011","United States of America","North America"
"MI012","United States of America","North America"
"MI013","United States of America","North America"
"MI014","United States of America","North America"
"MI017","United States of America","North America"
"MI015","United States of America","North America"
"AK036","United States of America","North America"
"AK037","United States of America","North America"
"AK034","United States of America","North America"
"AK038","United States of America","North America"
"AK039","United States of America","North America"
"AK040","United States of America","North America"
"AK041","United States of America","North America"
"AK042","United States of America","North America"
"AK043","United States of America","North America"
"WA110","United States of America","North America"
"CA548","United States of America","North America"
"CO548","United States of America","North America"
"AK086","United States of America","North America"
"AK089","United States of America","North America"
"AK088","United States of America","North America"
"OR086","United States of America","North America"
"OR087","United States of America","North America"
"OR089","United States of America","North America"
"WA101","United States of America","North America"
"WA111","United States of America","North America"
"WA102","United States of America","North America"
"CA536","United States of America","North America"
"CA537","United States of America","North America"
"WA3","United States of America","North America"
"AK13","United States of America","North America"
"AK3","United States of America","North America"
"WA2","United States of America","North America"
"AK2","United States of America","North America"
"CO550","United States of America","North America"
"AZ547","United States of America","North America"
"CA602","United States of America","North America"
"CA567","United States of America","North America"
"CA642","United States of America","North America"
"CA570","United States of America","North America"
"CA569","United States of America","North America"
"CA565","United States of America","North America"
"CA581","United States of America","North America"
"CA566","United States of America","North America"
"CA568","United States of America","North America"
"CA603","United States of America","North America"
"CA571","United States of America","North America"
"CA641","United States of America","North America"
"CO517","United States of America","North America"
"SD013","United States of America","North America"
"OR061","United States of America","North America"
"CO635","United States of America","North America"
"CA549","United States of America","North America"
"CA550","United States of America","North America"
"CA551","United States of America","North America"
"TN024","United States of America","North America"
"TN025","United States of America","North America"
"AZ505","United States of America","North America"
"TN026","United States of America","North America"
"NC015","United States of America","North America"
"CO633","United States of America","North America"
"CO634","United States of America","North America"
"KS012","United States of America","North America"
"CA538","United States of America","North America"
"CA539","United States of America","North America"
"CA540","United States of America","North America"
"CA541","United States of America","North America"
"CA542","United States of America","North America"
"CA543","United States of America","North America"
"CA544","United States of America","North America"
"CA545","United States of America","North America"
"CA546","United States of America","North America"
"CA547","United States of America","North America"
"WA054","United States of America","North America"
"CA637","United States of America","North America"
"CA552","United States of America","North America"
"CA553","United States of America","North America"
"CA554","United States of America","North America"
"OR072","United States of America","North America"
"OR070","United States of America","North America"
"OR071","United States of America","North America"
