"site_chronology","sample","radius","remarks"
"TROY_Q1","TROY023","T","As tree TROYQT03"
"TROY_Q1","TROY024","Q",NULL
"TROY_Q1","TROY025","T",NULL
"TROY_Q1","TROY026","T","As tree TROYQT03"
"TROY_Q1","TROY027","T",NULL
"TROY_Q1","TROY028","T",NULL
"TROY_Q1","TROY029","T",NULL
"TROY_Q1","TROY031","T",NULL
"TROY_Q1","TROY032","T",NULL
"TROY_Q1","TROY033","T",NULL
"TROY_Q1","TROY034","T","As tree TROYQT12"
"TROY_Q1","TROY035","T",NULL
"TROY_Q1","TROY036","Q",NULL
"TROY_Q1","TROY037","Q",NULL
"TROY_Q1","TROY038","T",NULL
"TROY_Q1","TROY039","T",NULL
"TROY_Q1","TROY040","T",NULL
"TROY_Q1","TROY041","T",NULL
"TROY_Q1","TROY042","T",NULL
"TROY_Q1","TROY043","T","As tree TROYQT11; waarbij r 43-45 removed"
"TROY_Q1","TROY044","T","As tree TROYQT12"
"TROY_Q1","TROY045","T",NULL
"TROY_Q1","TROY046","T",NULL
"TROY_Q1","TROY047","T",NULL
"TROY_Q1","TROY048","T",NULL
"TROY_Q1","TROY049","T",NULL
"TROY_Q1","TROY050","T",NULL
"TROY_Q1","TROY051","T",NULL
"TROY_Q1","TROY052","T",NULL
"TROY_Q1","TROY053","T",NULL
"TROY_Q1","TROY054","T","As tree TROYQT11; waarbij r 43-45 removed"
"TROY_Q1","TROY055","T",NULL
"TROY_Q1","TROY056","Q",NULL
"TROY_Q1","TROY057","T","As tree TROYQT03"
"TROY_Q1","TROY059","T","As tree TROYQT07"
"TROY_Q1","TROY060","T",NULL
"TROY_Q1","TROY061","T",NULL
"TROY_Q1","TROY062","T","As tree TROYQT02; after 27(124) removed"
"TROY_Q1","TROY063","T","As tree TROYQT02; after 27(124) removed"
"TROY_Q1","TROY064","T","As tree TROYQT02; after 27(124) removed"
"TROY_Q1","TROY065","T","As tree TROYQT02; after 27(124) removed"
"TROY_Q1","TROY066","T",NULL
"TROY_Q1","TROY067","T","As tree TROYQT02; after 27(124) removed"
"TROY_Q1","TROY068","T","As tree TROYQT02; after 27(124) removed"
"TROY_Q1","TROY069","T","As tree TROYQT07"
"TROY_Q1","TROY070","T","As tree TROYQT04"
"TROY_Q1","TROY071","Q",NULL
"TROY_Q1","TROY072","T",NULL
"TROY_Q1","TROY073","T","As tree TROYQT03"
"TROY_Q1","TROY074","T",NULL
"TROY_Q1","TROY075","T","As tree TROYQT04"
"TROY_Q1","TROY076","T",NULL
"TROY_Q1","TROY077","T",NULL
"TROY_Q1","TROY078","T",NULL
"TROY_Q1","TROY079","T","As tree TROYQT08"
"TROY_Q1","TROY080","T",NULL
"TROY_Q1","TROY081","Q",NULL
"TROY_Q1","TROY082","T",NULL
"TROY_Q1","TROY083","Q",NULL
"TROY_Q1","TROY084","Q",NULL
"TROY_Q1","TROY084","X",NULL
"TROY_Q1","TROY085","T",NULL
"TROY_Q1","TROY086","Q",NULL
"TROY_Q1","TROY087","Q",NULL
"TROY_Q1","TROY088","T",NULL
"TROY_Q1","TROY089","T",NULL
"TROY_Q1","TROY090","T",NULL
"TROY_Q1","TROY091","T","As tree TROYQT07"
"TROY_Q1","TROY092","T",NULL
"TROY_Q1","TROY093","T",NULL
"TROY_Q1","TROY094","T",NULL
"TROY_Q1","TROY095","Q",NULL
"TROY_Q1","TROY096","T",NULL
"TROY_Q1","TROY097","T","As tree TROYQT08"
"TROY_Q1","TROY098","T",NULL
"TROY_Q1","TROY099","T",NULL
"TROY_Q1","TROY100","T",NULL
"TROY_Q1","TROY101","T",NULL
"TROY_Q1","TROY102","T",NULL
"TROY_Q1","TROY103","T",NULL
"TROY_Q1","TROY104","T","As tree TROYQT13"
"TROY_Q1","TROY105","T",NULL
"TROY_Q1","TROY106","T","As tree TROYQT01"
"TROY_Q1","TROY107","T",NULL
"TROY_Q1","TROY108","T","As tree TROYQT01"
"TROY_Q1","TROY110","Q",NULL
"TROY_Q1","TROY111","T",NULL
"TROY_Q1","TROY112","T",NULL
"TROY_Q1","TROY113","T",NULL
"TROY_Q1","TROY114","T",NULL
"TROY_Q1","TROY115","T",NULL
"TROY_Q1","TROY116","T","As tree TROYQT13"
"TROY_Q1","TROY117","Q",NULL
"TROY_Q1","TROY118","T",NULL
"TROY_Q1","TROY119","T","As tree TROYQT09"
"TROY_Q1","TROY120","T","As tree TROYQT13"
"TROY_Q1","TROY121","T","As tree TROYQT13"
"TROY_Q1","TROY122","T","As tree TROYQT13"
"TROY_Q1","TROY123","T",NULL
"TROY_Q1","TROY124","T","As tree TROYQT13"
"TROY_Q1","TROY125","T",NULL
"TROY_Q1","TROY126","T","As tree TROYQT09"
"TROY_Q1","TROY127","T",NULL
"TROY_Q1","TROY128","Q",NULL
"TROY_Q1","TROY129","Q",NULL
"TROY_Q1","TROY130","Q",NULL
"TROY_Q1","TROY131","Q",NULL
"TROY_Q1","TROY131","X",NULL
"TROY_Q1","TROY132","Q",NULL
"TROY_Q1","TROY132","X",NULL
"TROY_Q1","TROY133","T","As tree TROYQT01"
"TROY_Q1","TROY134","Q",NULL
"TROY_Q1","TROY135","T",NULL
"TROY_Q1","TROY136","T","As tree TROYQT04"
"TROY_Q1","TROY137","T",NULL
"TROY_Q1","TROY138","T",NULL
"TROY_Q1","TROY139","T",NULL
"TROY_Q1","TROY140","T",NULL
"TROY_Q1","TROY141","T","As tree TROYQT04"
"TROY_Q1","TROY142","T",NULL
"TROY_Q1","TROY143","Q",NULL
"TROY_Q1","TROY143","X",NULL
"TROY_Q1","TROY144","T",NULL
"TROY_Q1","TROY145","T",NULL
"TROY_Q1","TROY146","Q",NULL
"TROY_Q1","TROY147","T",NULL
"TROY_Q1","TROY148","T",NULL
"TROY_Q1","TROY149","T",NULL
"TROY_Q1","TROY150","T",NULL
"TROY_Q1","TROY151","T",NULL
"TROY_Q1","TROY152","T",NULL
"TROY_Q1","TROY153","T",NULL
"TROY_Q1","TROY154","Q",NULL
"TROY_Q1","TROY155","T",NULL
"TROY_Q1","TROY157","T",NULL
"TROY_Q1","TROY158","T",NULL
"TROY_Q1","TROY159","T",NULL
"TROY_Q1","TROY160","T",NULL
"TROY_Q1","TROY161","T","As tree TROYQT01"
"TROY_Q1","TROY162","T","As tree TROYQT01"
"TROY_Q1","TROY163","T",NULL
"TROY_Q1","TROY164","Q",NULL
"TROY_Q1","TROY164","X",NULL
"TROY_Q1","TROY165","T",NULL
"TROY_Q1","TROY166","T",NULL
"TROY_Q1","TROY167","T",NULL
"TROY_Q1","TROY168","T",NULL
"TROY_Q1","TROY169","Q",NULL
"TROY_Q1","TROY170","Q",NULL
"TROY_Q1","TROY171","T",NULL
"TROY_Q1","TROY172","T",NULL
"TROY_Q1","TROY173","T",NULL
"TROY_Q1","TROY174","Q",NULL
"TROY_Q1","TROY175","Q",NULL
"TROY_Q1","TROY176","T",NULL
"TROY_Q1","TROY177","T",NULL
"TROY_Q1","TROY178","Q",NULL
"TROY_Q1","TROY179","T","As tree TROYQT05"
"TROY_Q1","TROY180","T",NULL
"TROY_Q1","TROY181","T",NULL
"TROY_Q1","TROY182","T",NULL
"TROY_Q1","TROY183","T",NULL
"TROY_Q1","TROY184","T",NULL
"TROY_Q1","TROY185","T",NULL
"TROY_Q1","TROY186","T",NULL
"TROY_Q1","TROY187","T","As tree TROYQT10"
"TROY_Q1","TROY188","T",NULL
"TROY_Q1","TROY189","T",NULL
"TROY_Q1","TROY190","Q",NULL
"TROY_Q1","TROY191","T","As tree TROYQT10"
"TROY_Q1","TROY192","T","As tree TROYQT10"
"TROY_Q1","TROY193","T","As tree TROYQT10"
"TROY_Q1","TROY194","T","As tree TROYQT05"
"TROY_Q1","TROY195","T",NULL
"TROY_Q1","TROY196","T",NULL
"TROY_Q1","TROY197","T",NULL
"TROY_Q1","TROY198","Q",NULL
"TROY_Q1","TROY198","X",NULL
"TROY_Q1","TROY199","T",NULL
"TROY_Q1","TROY200","T",NULL
"TROY_Q1","TROY201","T",NULL
"TROY_Q1","TROY202","T",NULL
"TROY_Q1","TROY203","T",NULL
"TROY_Q1","TROY204","T",NULL
"TROY_Q1","TROY206","T",NULL
"TROY_Q1","TROY207","T",NULL
"TROY_Q1","TROY208","T",NULL
"TROY_Q1","TROY209","T",NULL
"TROY_Q1","TROY210","T",NULL
"TROY_Q1","TROY212","T",NULL
"TROY_Q1","TROY213","T",NULL
"TROY_Q1","TROY214","T",NULL
"TROY_Q1","TROY215","T",NULL
"TROY_Q1","TROY216","T",NULL
"TROY_Q1","TROY217","T",NULL
"TROY_Q1","TROY219","T",NULL
"TROY_Q1","TROY221","T",NULL
"TROY_Q1","TROY222","T",NULL
"TROY_Q1","TROY223","T",NULL
"TROY_Q1","TROY224","T",NULL
"TROY_Q1","TROY225","T",NULL
"TROY_Q1","TROY226","T",NULL
"TROY_Q1","TROY227","Q",NULL
"TROY_Q1","TROY228","T",NULL
"TROY_Q2","TROY205","T",NULL
"TROY_Q2","TROY220","T",NULL
"TROY_Q3","TROY030","T",NULL
"TROY_Q3","TROY211","T",NULL
"ULV_A1","ULV0002","1",NULL
"ULV_A1","ULV0003","1",NULL
"ULV_A1","ULV0004","1",NULL
"ULV_A1","ULV0005","0",NULL
"ULV_A1","ULV0006","0",NULL
"ULV_A1","ULV0008","0",NULL
"ULV_A1","ULV0009","Q",NULL
"ULV_A1","ULV0009","X",NULL
"ULV_A1","ULV0009","Y",NULL
"ULV_A1","ULV0010","Q",NULL
"ULV_A1","ULV0012","0",NULL
"ULV_A1","ULV0013","0",NULL
"VAL_A1","VAL0035","1",NULL
"VAL_A1","VAL0036","1","As tree VAL_AT1"
"VAL_A1","VAL0038","1","As tree VAL_AT1"
"VAL_Q1","VAL0017","1",NULL
"VAL_Q1","VAL0022","1",NULL
"VALK_Q1","VAL0014","1",NULL
"VALK_Q1","VNW0005","1",NULL
"VALK_Q1","VNW0006","1",NULL
"VALK_Q1","VNW0007","1",NULL
"VALK_Q1","VNW0008","1",NULL
"VALK_Q1","VNW0009","1",NULL
"VALK_Q1","VNW0010","1",NULL
"VALK_Q1","VNW0011","1",NULL
"VALK_Q1","VNW0012","Q",NULL
"VALK_Q2","VAL0025","1",NULL
"VALK_Q2","VNW0001","Q",NULL
"VALK_Q2","VNW0001","X",NULL
"VALK_Q2","VNW0002","Q",NULL
"VALK_Q2","VNW0003","Q",NULL
"VALK_Q2","VNW0004","Q",NULL
"VDM2W_Q1","VDM2W01","0",NULL
"VDM2W_Q1","VDM2W02","0",NULL
"VDM2W_Q1","VDM2W03","1",NULL
"VDM2W_Q1","VDM2W04","0",NULL
"VDM2W_Q1","VDM2W05","0",NULL
"VDM2W_Q1","VDM2W06","0",NULL
"VDM2W_Q1","VDM2W07","1",NULL
"VDM2W_Q1","VDM2W08","0",NULL
"VDM2W_Q1","VDM2W09","1",NULL
"VDM2W_Q1","VDM2W10","0","As tree VDM2W_QT1"
"VDM2W_Q1","VDM2W11","0","As tree VDM2W_QT1"
"VDM2W_Q1","VDM2W13","Q",NULL
"VDM2W_Q1","VDM2W14","0",NULL
"VDM2W_Q1","VDM2W15","Q",NULL
"VDM2W_Q1","VDM2W16","Q",NULL
"VDM2W_Q1","VDM2W17","0",NULL
"VDM2W_Q1","VDM2W18","1",NULL
"VDM2W_Q1","VDM2W20","0",NULL
"VDM2W_Q1","VDM2W21","0",NULL
"VDM2W_Q1","VDM2W23","Q",NULL
"VDM2W_Q1","VDM2W24","0",NULL
"VDM2W_Q1","VDM2W25","0",NULL
"VDM2W_Q1","VDM2W26","0",NULL
"VDM2W_Q1","VDM2W27","1",NULL
"VDM2W_Q1","VDM2W28","1",NULL
"VDM2W_Q1","VDM2W31","0",NULL
"VDM2W_Q1","VDM2W33","Q",NULL
"VDM2W_Q1","VDM2W34","Q",NULL
"VDML2_Q1","VDML203","0",NULL
"VDML2_Q1","VDML204","2",NULL
"VDML2_Q1","VDML205","1",NULL
"VDMLR_Q1","VDMLR01","1",NULL
"VDMLR_Q1","VDMLR15","1",NULL
"VDMLR_Q2","VDMLR03","Q",NULL
"VDMLR_Q2","VDMLR04","Q",NULL
"VDMLR_Q2","VDMLR07","1",NULL
"VDMLR_Q2","VDMLR11","1",NULL
"VDMLR_Q2","VDMLR14","Q",NULL
"VDMLR_Q2","VDMLR14","X",NULL
"VDMLR_Q2","VDMLR16","1",NULL
"VDMLR_Q2","VDMLR17","1","As tree VDMLR_QT1"
"VDMLR_Q2","VDMLR19","1","As tree VDMLR_QT1"
"VDMLR_Q2","VDMLR20","Q",NULL
"VDMM_Q1","VDMM001","1",NULL
"VDMM_Q1","VDMM002","1",NULL
"VDMM_Q1","VDMM003","Q",NULL
"VDMS1_F1","VDMS103","0",NULL
"VDMS1_F1","VDMS104","0",NULL
"VDMWL_A1","VDMWL28","1",NULL
"VDMWL_A1","VDMWL29","1",NULL
"VDMWL_A1","VDMWL30","1",NULL
"VDMWL_Q1","VDMWL02","0",NULL
"VDMWL_Q1","VDMWL03","1",NULL
"VDMWL_Q1","VDMWL11","1",NULL
"VDMWL_Q1","VDMWL12","1",NULL
"VDMWL_Q1","VDMWL22","1",NULL
"VDMWL_Q1","VDMWL23","1",NULL
"VDMWL_Q1","VDMWL24","1",NULL
"VDMWL_Q1","VDMWL31","0",NULL
"VDMWL_Q1","VDMWL41","0",NULL
"VDMWL_Q1","VDMWL42","1",NULL
"VDMWL_Q1","VDMWL44","2",NULL
"VDMWL_Q1","VDMWL45","1",NULL
"VDMWL_Q1","VDMWL49","1",NULL
"VDMWL_Q1","VDMWL51","1",NULL
"VDMWL_Q1","VDMWL53","0",NULL
"VDMWL_Q2","VDMWL04","1","As tree VDMWLQT1"
"VDMWL_Q2","VDMWL06","1",NULL
"VDMWL_Q2","VDMWL07","0",NULL
"VDMWL_Q2","VDMWL14","0",NULL
"VDMWL_Q2","VDMWL26","Q",NULL
"VDMWL_Q2","VDMWL26","X",NULL
"VDMWL_Q2","VDMWL33","1","As tree VDMWLQT1"
"VDMWL_Q2","VDMWL34","2","Niet As tree VDMWLQT2,, los is beter!"
"VDMWL_Q2","VDMWL36","1","Niet As tree VDMWLQT2,, los is beter!"
"VDMWL_Q3","VDMWL08","1",NULL
"VDMWL_Q3","VDMWL10","1",NULL
"VDMWL_Q3","VDMWL35","1",NULL
"VDMWL_Q3","VDMWL48","1",NULL
"VDMWL_Q3","VDMWL50","1",NULL
"VDMWL_Q3","VDMWL52","1",NULL
"VDMWL_U1","VDMWL65","0",NULL
"VDMWL_U1","VDMWL66","0",NULL
"VDMWL_U1","VDMWL67","0",NULL
"VDMWL_U1","VDMWL68","0",NULL
"VDMWL_U1","VDMWL69","0",NULL
"VDMWL_U1","VDMWL72","0",NULL
"VDMWL_U1","VDMWL73","0",NULL
"VDMWL_U1","VDMWL83","1",NULL
"VDMWL_U1","VDMWL84","1",NULL
"VDMWL_U1","VDMWL86","0",NULL
"VEL_Q1","VL00373","1",NULL
"VEL_Q1","VL05269","1",NULL
"VEL_Q1","VL05271","1",NULL
"VEL_Q1","VL05288","1",NULL
"VEL_Q1","VL05289","1",NULL
"VEL_Q1","VL05291","1",NULL
"VEL_Q1","VL05292","1",NULL
"VEL_Q1","VL05293","1",NULL
"VEL_Q2","VEL0002","0",NULL
"VEL_Q2","VEL0003","Q",NULL
"VEL_Q2","VEL0004","1",NULL
"VEL_Q3","VEL0005","0",NULL
"VEL_Q3","VEL0006","0",NULL
"VEL_Q3","VEL0007","0",NULL
"VEL_Q3","VEL0008","0",NULL
"VEL_Q3","VEL0009","0",NULL
"VEL_Q3","VEL0010","0",NULL
"VEN_Q1","VEN0001","2",NULL
"VEN_Q1","VEN0004","1",NULL
"VEN_Q1","VEN0007","1","Is VEN_QT1; maar As tree losse monsters"
"VEN_Q1","VEN0008","1","Is VEN_QT1; maar As tree losse monsters"
"VEN_Q1","VEN0009","1","Is VEN_QT1; maar As tree losse monsters"
"VEN_Q1","VEN0010","1","Is VEN_QT1; maar As tree losse monsters"
"VEND_Q1","VEND001","T","As tree VENDQT02; before -243(136) removed"
"VEND_Q1","VEND003","T",NULL
"VEND_Q1","VEND005","T",NULL
"VEND_Q1","VEND006","T",NULL
"VEND_Q1","VEND007","T","As tree VENDQT18"
"VEND_Q1","VEND008","T",NULL
"VEND_Q1","VEND009","Q",NULL
"VEND_Q1","VEND009","X",NULL
"VEND_Q1","VEND010","T","As tree VENDQT07"
"VEND_Q1","VEND011","T","As tree VENDQT15"
"VEND_Q1","VEND012","T","As tree VENDQT15"
"VEND_Q1","VEND013","T","As tree VENDQT15"
"VEND_Q1","VEND014","T","As tree VENDQT11"
"VEND_Q1","VEND015","T","As tree VENDQT06"
"VEND_Q1","VEND016","T",NULL
"VEND_Q1","VEND018","T",NULL
"VEND_Q1","VEND020","T",NULL
"VEND_Q1","VEND021","T",NULL
"VEND_Q1","VEND022","T","As tree VENDQT11"
"VEND_Q1","VEND023","T","As tree VENDQT06"
"VEND_Q1","VEND026","T","As tree VENDQT12"
"VEND_Q1","VEND027","T","As tree VENDQT05"
"VEND_Q1","VEND028","Q",NULL
"VEND_Q1","VEND030","T","As tree VENDQT14"
"VEND_Q1","VEND031","T","As tree VENDQT14"
"VEND_Q1","VEND032","T",NULL
"VEND_Q1","VEND033","T",NULL
"VEND_Q1","VEND034","T",NULL
"VEND_Q1","VEND035","T","As tree VENDQT05"
"VEND_Q1","VEND036","T",NULL
"VEND_Q1","VEND037","T",NULL
"VEND_Q1","VEND039","T",NULL
"VEND_Q1","VEND040","T",NULL
"VEND_Q1","VEND042","T",NULL
"VEND_Q1","VEND045","T",NULL
"VEND_Q1","VEND046","T","As tree VENDQT12"
"VEND_Q1","VEND047","T",NULL
"VEND_Q1","VEND049","T",NULL
"VEND_Q1","VEND050","T",NULL
"VEND_Q1","VEND051","T",NULL
"VEND_Q1","VEND052","T","As tree VENDQT21"
"VEND_Q1","VEND053","T",NULL
"VEND_Q1","VEND054","T","As tree VENDQT20"
"VEND_Q1","VEND055","T","As tree VENDQT21"
"VEND_Q1","VEND056","T","As tree VENDQT21"
"VEND_Q1","VEND057","T",NULL
"VEND_Q1","VEND058","T","As tree VENDQT20"
"VEND_Q1","VEND060","T","As tree VENDQT02; before -243(136) removed"
"VEND_Q1","VEND063","T","As tree VENDQT08"
"VEND_Q1","VEND064","T","As tree VENDQT08"
"VEND_Q1","VEND065","T",NULL
"VEND_Q1","VEND066","Q",NULL
"VEND_Q1","VEND068","T",NULL
"VEND_Q1","VEND069","T",NULL
"VEND_Q1","VEND070","T",NULL
"VEND_Q1","VEND071","T",NULL
"VEND_Q1","VEND072","T",NULL
"VEND_Q1","VEND073","T",NULL
"VEND_Q1","VEND076","T",NULL
"VEND_Q1","VEND077","T",NULL
"VEND_Q1","VEND078","T",NULL
"VEND_Q1","VEND079","T","As tree VENDQT19"
"VEND_Q1","VEND080","T",NULL
"VEND_Q1","VEND081","T","As tree VENDQT19"
"VEND_Q1","VEND082","Q",NULL
"VEND_Q1","VEND084","T",NULL
"VEND_Q1","VEND085","T","As tree VENDQT01"
"VEND_Q1","VEND086","T","As tree VENDQT12"
"VEND_Q1","VEND088","T",NULL
"VEND_Q1","VEND089","T",NULL
"VEND_Q1","VEND090","T","As tree VENDQT24"
"VEND_Q1","VEND091","T","As tree VENDQT16"
"VEND_Q1","VEND092","T","As tree VENDQT16"
"VEND_Q1","VEND093","T",NULL
"VEND_Q1","VEND094","T",NULL
"VEND_Q1","VEND095","T",NULL
"VEND_Q1","VEND096","T",NULL
"VEND_Q1","VEND097","T","As tree VENDQT01"
"VEND_Q1","VEND098","T","As tree VENDQT13"
"VEND_Q1","VEND099","T","As tree VENDQT13"
"VEND_Q1","VEND100","T",NULL
"VEND_Q1","VEND101","T",NULL
"VEND_Q1","VEND102","T","Cofecha geeft flag dat after ca -150 de reeks -1 beter zit, maar klopt visueel niet!"
"VEND_Q1","VEND104","T",NULL
"VEND_Q1","VEND105","T","As tree VENDQT13"
"VEND_Q1","VEND106","T","As tree VENDQT13"
"VEND_Q1","VEND107","Q",NULL
"VEND_Q1","VEND108","T",NULL
"VEND_Q1","VEND109","Q",NULL
"VEND_Q1","VEND110","T","As tree VENDQT13"
"VEND_Q1","VEND111","T",NULL
"VEND_Q1","VEND112","T","As tree VENDQT23"
"VEND_Q1","VEND113","T","As tree VENDQT23"
"VEND_Q1","VEND114","T","As tree VENDQT13"
"VEND_Q1","VEND115","T",NULL
"VEND_Q1","VEND116","T",NULL
"VEND_Q1","VEND117","T",NULL
"VEND_Q1","VEND119","T","As tree VENDQT13"
"VEND_Q1","VEND120","Q",NULL
"VEND_Q1","VEND120","X",NULL
"VEND_Q1","VEND121","T",NULL
"VEND_Q1","VEND124","T","As tree VENDQT02; before -243(136) removed"
"VEND_Q1","VEND126","T",NULL
"VEND_Q1","VEND127","T","As tree VENDQT27"
"VEND_Q1","VEND128","T","As tree VENDQT27"
"VEND_Q1","VEND129","T","As tree VENDQT13"
"VEND_Q1","VEND130","T","As tree VENDQT04"
"VEND_Q1","VEND131","T","As tree VENDQT13"
"VEND_Q1","VEND134","T",NULL
"VEND_Q1","VEND136","T","As tree VENDQT24"
"VEND_Q1","VEND139","T","As tree VENDQT09"
"VEND_Q1","VEND140","T","As tree VENDQT09"
"VEND_Q1","VEND141","T","As tree VENDQT04"
"VEND_Q1","VEND142","T",NULL
"VEND_Q1","VEND143","T",NULL
"VEND_Q1","VEND144","Q",NULL
"VEND_Q1","VEND145","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND146","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND147","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND148","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND149","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND150","T",NULL
"VEND_Q1","VEND151","Q",NULL
"VEND_Q1","VEND152","T",NULL
"VEND_Q1","VEND154","T",NULL
"VEND_Q1","VEND155","T",NULL
"VEND_Q1","VEND157","Q",NULL
"VEND_Q1","VEND158","T","As tree VENDQT07"
"VEND_Q1","VEND159","T","As tree VENDQT22"
"VEND_Q1","VEND160","T",NULL
"VEND_Q1","VEND161","T",NULL
"VEND_Q1","VEND162","Q",NULL
"VEND_Q1","VEND163","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND164","T",NULL
"VEND_Q1","VEND165","T",NULL
"VEND_Q1","VEND168","T",NULL
"VEND_Q1","VEND169","T",NULL
"VEND_Q1","VEND170","T",NULL
"VEND_Q1","VEND171","T","As tree VENDQT22"
"VEND_Q1","VEND172","T",NULL
"VEND_Q1","VEND173","T","As tree VENDQT17; last 3 (na 3(186)) removed"
"VEND_Q1","VEND174","T",NULL
"VEND_Q1","VEND175","T",NULL
"VEND_Q1","VEND176","T",NULL
"VEND_Q1","VEND180","T",NULL
"VEND_Q1","VEND181","T",NULL
"VEND_Q1","VEND182","T",NULL
"VEND_Q1","VEND184","T",NULL
"VEND_Q1","VEND185","T",NULL
"VEND_Q1","VEND186","T",NULL
"VEND_Q1","VEND187","T",NULL
"VEND_Q1","VEND189","T",NULL
"VEND_Q1","VEND192","T",NULL
"VEND_Q1","VEND193","T",NULL
"VEND_Q1","VEND195","Q",NULL
"VEND_Q1","VEND196","T",NULL
"VEND_Q1","VEND198","T",NULL
"VEND_Q1","VEND199","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND200","T",NULL
"VEND_Q1","VEND201","T",NULL
"VEND_Q1","VEND202","T","As tree VENDQT25; before -355(272) removed"
"VEND_Q1","VEND203","T","As tree VENDQT25; before -355(272) removed"
"VEND_Q1","VEND204","T","As tree VENDQT25; before -355(272) removed"
"VEND_Q1","VEND205","T","As tree VENDQT17; last 3 (na 3(186)) removed"
"VEND_Q1","VEND206","T",NULL
"VEND_Q1","VEND207","T",NULL
"VEND_Q1","VEND208","T",NULL
"VEND_Q1","VEND209","T","As tree VENDQT27"
"VEND_Q1","VEND210","T",NULL
"VEND_Q1","VEND212","T","As tree VENDQT18"
"VEND_Q1","VEND213","T",NULL
"VEND_Q1","VEND214","T",NULL
"VEND_Q1","VEND215","T",NULL
"VEND_Q1","VEND216","T",NULL
"VEND_Q1","VEND217","T",NULL
"VEND_Q1","VEND218","T",NULL
"VEND_Q1","VEND219","T",NULL
"VEND_Q1","VEND220","T",NULL
"VEND_Q1","VEND221","T",NULL
"VEND_Q1","VEND223","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND224","T",NULL
"VEND_Q1","VEND225","Q",NULL
"VEND_Q1","VEND225","X",NULL
"VEND_Q1","VEND226","T",NULL
"VEND_Q1","VEND227","T",NULL
"VEND_Q1","VEND228","T",NULL
"VEND_Q1","VEND229","T",NULL
"VEND_Q1","VEND232","T",NULL
"VEND_Q1","VEND233","T",NULL
"VEND_Q1","VEND234","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND235","T","As tree VENDQT03; before -295(122) removed"
"VEND_Q1","VEND236","T",NULL
"VEND_Q1","VEND237","T","As tree VENDQT10"
"VEND_Q1","VEND238","Q",NULL
"VEND_Q1","VEND240","T",NULL
"VEND_Q1","VEND241","T",NULL
"VEND_Q1","VEND242","T",NULL
"VEND_Q1","VEND243","T",NULL
"VEND_Q1","VEND244","T","As tree VENDQT10"
"VEND_Q1","VEND245","T",NULL
"VEND_Q1","VEND246","T","As tree VENDQT28"
"VEND_Q1","VEND247","T",NULL
"VEND_Q1","VEND248","T",NULL
"VEND_Q1","VEND249","T",NULL
"VEND_Q1","VEND250","T",NULL
"VEND_Q1","VEND252","T",NULL
"VEND_Q1","VEND253","T",NULL
"VEND_Q1","VEND254","T",NULL
"VEND_Q1","VEND255","T",NULL
"VEND_Q1","VEND256","T","As tree VENDQT10"
"VEND_Q1","VEND257","T","As tree VENDQT10"
"VEND_Q1","VEND259","T","As tree VENDQT28"
"VEND_Q1","VEND260","T","As tree VENDQT10"
"VEND_Q1","VEND261","Q",NULL
"VEND_Q1","VEND262","T",NULL
"VEND_Q1","VEND263","T",NULL
"VEND_Q1","VEND264","T","As tree VENDQT10"
"VEND_Q1","VEND266","T","As tree VENDQT10"
"VEND_Q1","VEND267","T","As tree VENDQT10"
"VEND_Q1","VEND268","Q","As tree VENDQT10"
"VEND_Q1","VEND269","T","As tree VENDQT10"
"VEND_Q1","VEND270","T",NULL
"VEND_Q1","VEND271","Q",NULL
"VEND_Q1","VEND271","X",NULL
"VEND_Q1","VEND272","T","As tree VENDQT10"
"VEND_Q1","VEND273","T","As tree VENDQT10"
"VEND_Q1","VEND274","T",NULL
"VEND_Q2","VEND029","T",NULL
"VEND_Q2","VEND041","T",NULL
"VEND_Q2","VEND133","T",NULL
"VEND_Q3","VEND074","T","As tree VEND_QT26"
"VEND_Q3","VEND075","T","As tree VEND_QT26"
"VEND_Q3","VEND083","T","As tree VEND_QT29"
"VEND_Q3","VEND125","T",NULL
"VEND_Q3","VEND135","T","As tree VEND_QT29"
"VEND_Q3","VEND230","T",NULL
"VEND_Q3","VEND231","T",NULL
"VFH_Q1","VFH0005","0","As tree VFH_QT3"
"VFH_Q1","VFH0010","0",NULL
"VFH_Q1","VFH0014","0",NULL
"VFH_Q1","VFH0018","0",NULL
"VFH_Q1","VFH0022","0",NULL
"VFH_Q1","VFH0029","0",NULL
"VFH_Q1","VFH0040","0","As tree VFH_QT4"
"VFH_Q1","VFH0042","0",NULL
"VFH_Q1","VFH0045","0","As tree VFH_QT4"
"VFH_Q1","VFH0058","0","As tree VFH_QT3"
"VFH_Q2","VFH0001","0","As tree VFH_QT1"
"VFH_Q2","VFH0004","1",NULL
"VFH_Q2","VFH0007","0",NULL
