"location_id","country","place","complex_site","site_location_utm_wkt","sample","radius","context","find_nr","species","wood_shape","type_context","feature","number_of_rings","missing_to_pith","sapwood_rings","missing_to_waney_edge","felling_season","date_first_ring","date_last_ring","laboratory","researcher"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABC0006","1",NULL,NULL,"QUSP","1","N","Subfossil tree, bog",134,NULL,NULL,NULL,NULL,-104,30,"RING","EJ"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABC0007","1",NULL,NULL,"QUSP","1","N","Subfossil tree, bog",123,NULL,NULL,20,NULL,-244,-122,"RING","EJ"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABC0008","1","Stam 8",NULL,"QUSP","1","N","Subfossil tree, bog",112,NULL,NULL,20,NULL,-260,-149,"RING","EJ"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABC0010","1",NULL,NULL,"QUSP","1","N","Subfossil tree, bog",124,NULL,NULL,NULL,NULL,-293,-170,"RING","EJ"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABC0011","Q",NULL,NULL,"QUSP","1","N","Subfossil tree, bog",167,NULL,NULL,NULL,NULL,-302,-136,"RING","RMV"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABN0007","2","Stam 7","=ABC0007","QUSP","1","N","Subfossil tree, bog",127,NULL,NULL,20,NULL,-225,-99,"RING","EJ"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABN0082","2","Abcoude 8","=ABC0008","QUSP","1","N","Subfossil tree, bog",117,NULL,NULL,20,NULL,-266,-150,"RING","EH"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABN0021","0","Stam 2",NULL,"QUSP","1","N","Subfossil tree, bog",119,4,NULL,20,NULL,326,444,"RING","EJ"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABC0001","1",NULL,NULL,"QUSP","1","N","Subfossil tree, bog",179,NULL,NULL,26,NULL,-182,-4,"RING","EJ"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABC0002","1",NULL,NULL,"QUSP","1","N","Subfossil tree, bog",227,NULL,NULL,26,NULL,-220,7,"RING","EJ"
"Abcoude01","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(635408.08175216 5794129.90085357)","ABC0004","1",NULL,NULL,"QUSP","1","N","Subfossil tree, bog",148,NULL,NULL,20,NULL,-215,-68,"RING","EJ"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0014","1","Monster van Heer Keizer",NULL,"QUSP","1","N","Subfossil tree, bog",90,10,7,13,NULL,-208,-119,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0021","0","Eiken van Dhr Nagel",NULL,"QUSP","1","N","Subfossil tree, bog",193,40,NULL,26,NULL,-257,-65,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0015","0","Eiken van Dhr Nagel",NULL,"QUSP","1","N","Subfossil tree, bog",158,5,4,16,NULL,-127,31,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0012","0","Monster van Heer Keizer",NULL,"QUSP","1","N","Subfossil tree, bog",135,10,NULL,20,NULL,53,187,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0013","1","Monster van Heer Keizer",NULL,"QUSP","1","N","Subfossil tree, bog",131,10,NULL,20,NULL,-183,-53,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0009","1","Monster van Heer Keizer",NULL,"QUSP","1","N","Subfossil tree, bog",211,20,NULL,88,NULL,144,354,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0010","Q","Monster van Heer Keizer",NULL,"QUSP","1","N","Subfossil tree, bog",151,40,14,NULL,NULL,-297,-147,"RING","RMV"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0004","1","Monster van Heer Pal",NULL,"QUSP","1","N","Subfossil tree, bog",135,5,NULL,20,NULL,-143,-9,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0005","0","Monster van Heer Pal",NULL,"QUSP","1","N","Subfossil tree, bog",261,10,NULL,26,NULL,-388,-128,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0006","1","Monster van Heer Pal",NULL,"QUSP","1","N","Subfossil tree, bog",172,20,NULL,26,NULL,-153,19,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0007","1","Monster van Heer Pal",NULL,"QUSP","1","N","Subfossil tree, bog",179,1,NULL,31,NULL,-209,-31,"RING","EH"
"Abcoude02","NL","Abcoude","Subfossil, bog","SRID=23031;POINT(633016.188261521 5793850.96031428)","ABF0008","1","Monster van Heer Pal",NULL,"QUSP","1","N","Subfossil tree, bog",124,5,11,9,NULL,-191,-68,"RING","EH"
"Almere01","NL","Almere","Subfossil, bog","SRID=23031;POINT(653977.201143819 5799894.82242135)","ALF0001","0","Veeneik",NULL,"QUSP","1","N","Subfossil tree",103,8,12,3,"Summer",60,162,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0125","1","South gate periode 1a","90048","FREX","14","A","Foundation; gate",161,NULL,NULL,NULL,NULL,-142,19,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0129","0","Water well 2","90793","ULSP","10","A","Water well; formwork",125,2,NULL,NULL,NULL,-66,59,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0043","0","Baracks periode 1a","90641","ULSP","0","A","Barack",96,2,NULL,1,NULL,-55,41,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0014","1","Wal periode 1a","90086","FREX","0","A","Wal",58,5,NULL,NULL,NULL,-19,39,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0012","1","Wal periode 1a","90071","FREX","0","A","Wal",52,5,NULL,NULL,NULL,-14,38,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0010","0","Wal periode 1a","90065","FREX","0","A","Wal",92,5,NULL,1,NULL,-51,41,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0009","0","Quay 2","90255","FREX","0","A","Quay",111,1,NULL,0,"Summer/Winter",-60,51,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0008","0","Baracks periode 1a","90520","FREX","0","A","Barack",168,1,NULL,NULL,NULL,-139,29,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0007","1","Wal periode 1a","90080","FREX","0","A","Wal",76,2,NULL,NULL,NULL,-36,40,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0002","0","Quay 4","90032","QUSP","1","A","Quay",60,1,15,0,"Autumn/Winter",35,94,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0001","0","Quay 4","90036","QUSP","1","A","Quay",95,1,19,1,"Summer/Winter",-2,93,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALB0005","0","Quay 5","pole 6","QUSP","0","A","Quay",45,1,12,1,"Summer/Winter",79,123,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALB0004","1","Quay 5","pole 3","QUSP","0","A","Quay",35,5,13,3,NULL,88,122,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALB0003","1","Quay 5","pole 4","QUSP","0","A","Quay",49,1,11,1,"Autumn/Winter",75,123,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALB0002","1","Oeverzone, overige structuren","pole 5","QUSP","11","A","Revetment",136,10,NULL,NULL,NULL,-99,37,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALB0001","2","Quay 5","pole 1","QUSP","1","A","Quay",134,1,11,9,NULL,-19,115,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0085","1","Quay 3","90232","FREX","2","A","Quay",137,3,NULL,1,"Summer/Winter",-71,66,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0086","1","Quay 3","90238","FREX","2","A","Quay",136,2,NULL,1,"Summer/Winter",-70,66,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0087","1","Quay 3","90245","FREX","2","A","Quay",124,3,NULL,1,"Summer/Winter",-58,66,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0088","2","Quay 3","90251","FREX","1","A","Quay",187,1,NULL,1,"Summer/Winter",-121,66,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0089","1","Baracks periode 1a","90406","FREX","2","A","Barack",76,1,NULL,2,NULL,-37,39,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0090","1","Barack fase I","90440","FREX","1","A","Barack",63,2,NULL,2,NULL,-106,-44,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0091","1","Baracks periode 1a","90556","ULSP","1","A","Barack",93,2,NULL,1,"Summer/Winter",-52,41,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0092","1","Baracks periode 1a","90583","FREX","2","A","Barack",106,3,NULL,NULL,NULL,-81,25,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0095","0","Baracks periode 1a","90614","FREX","0","A","Barack",120,3,NULL,NULL,NULL,-81,39,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0096","0","Baracks periode 1a","90635","FREX","10","A","Barack",84,6,NULL,NULL,NULL,-53,31,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0099","1","Oeverzone, overige structuren","90025","QUSP","1","A","Revetment",98,30,20,1,"Summer/Winter",-10,88,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0100","1","South gate periode 1a","90202","QUSP","11","A","Foundation; gate",135,25,15,5,NULL,-105,30,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0101","1","South gate periode 1a","90221","QUSP","14","A","Foundation; gate",204,NULL,NULL,NULL,NULL,-189,15,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0102","1","Via principalis","90816","QUSP","11","A","Military road",71,NULL,NULL,NULL,NULL,-97,-27,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0103","0","Via principalis","90840","QUSP","10","A","Military road",119,30,NULL,NULL,NULL,-81,38,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0104","1","Water well 2","90791","ULSP","0","A","Water well; formwork",165,15,NULL,NULL,NULL,-114,51,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0105","0","Via principalis","90834","FREX","1","A","Military road",95,1,NULL,2,NULL,-54,41,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0113","1","Southwestelijke hoektoren periode 1a","90968","FREX","9","A","Foundation; toren",50,NULL,NULL,NULL,NULL,-34,16,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0114","0","South gate periode 1b/c","90988","ULSP","2","A","Foundation; gate",174,1,NULL,2,NULL,-124,50,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0115","0","South gate periode 1b/c","90994","FREX","10","A","Foundation; gate",150,1,NULL,NULL,NULL,-163,-14,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0116","0","South gate periode 1a","91013","ULSP","9","A","Foundation; gate",98,1,NULL,NULL,NULL,-59,39,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0117","1","Via principalis","91033","ULSP","1","A","Military road",43,1,NULL,2,NULL,-9,34,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0118","0","Via principalis","91034","ULSP","2","A","Military road",140,40,NULL,2,NULL,-98,42,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0119","1","Weg","91036","ULSP","9","A","Military road",74,2,NULL,NULL,NULL,-98,-25,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0121","1","Quay 3","90266","FREX","1","A","Quay",208,10,NULL,1,NULL,-142,66,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0122","1","Quay 3","90269","FREX","1","A","Quay",100,1,NULL,1,NULL,-34,66,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0124","1","Wal periode 1a","90145","ULSP","9","A","Wal",107,3,NULL,NULL,NULL,-81,26,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0128","1","South gate periode 1a","90140","FREX","1","A","Foundation; gate",90,5,NULL,3,NULL,-51,39,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0044","0","South gate periode 1a","90208","ULSP","0","A","Foundation; gate",186,25,NULL,1,"Summer/Winter",-146,40,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0045","0","Southwestelijke hoektoren periode 1a","90973","ULSP","0","A","Foundation; toren",71,3,NULL,1,NULL,-31,40,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0047","1","Oeverzone, overige structuren","90281","QUSP","0","A","Revetment",99,4,14,3,NULL,-22,77,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0048","Q","Oeverzone, overige structuren","90277","QUSP","0","A","Revetment",101,1,8,10,NULL,-21,80,"RING","RMV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0049","1","Oeverzone, overige structuren","90288","QUSP","0","A","Revetment",105,15,13,7,NULL,-13,92,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0050","1","Oeverzone, overige structuren","90730","QUSP","0","A","Revetment",113,5,10,1,NULL,-28,85,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0051","1","South gate periode 1b/c","90219","QUSP","0","A","Foundation; gate",83,8,2,18,NULL,-29,54,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0052","1","Bridge/dam buiten southgate","90346","QUSP","0","A","Bridge",102,5,NULL,NULL,NULL,-101,1,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0053","1","South gate periode 3a","91028.4","QUSP","0","A","Foundation; gate",124,3,NULL,8,NULL,29,152,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0055","1","South gate periode 3a","90135","QUSP","0","A","Foundation; gate",65,1,13,1,NULL,95,159,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0060","1","Bridge/dam buiten southgate","90411","FREX","0","A","Bridge",166,1,NULL,5,NULL,-122,44,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0061","1","South gate periode 1a","91027","FREX","0","A","Foundation; gate",178,1,NULL,NULL,NULL,-173,5,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0042","1","Baracks periode 1a","90529","ULSP","0","A","Barack",100,1,NULL,NULL,NULL,-79,21,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0041","0","Foundation muur periode 3b","91025","ULSP","0","A","Foundation muur; castellummuur",143,6,NULL,NULL,NULL,-135,8,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0040","0","South gate periode 1b/c","90989","ULSP","0","A","Foundation; gate",145,4,NULL,1,NULL,-90,55,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0038","1","South gate periode 3a","90985","QUSP","0","A","Foundation; gate",118,2,26,1,"Summer/Winter",42,159,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0037","1","South gate periode 3a","91028.1","QUSP","0","A","Foundation; gate",55,2,6,15,NULL,91,145,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0036","1","South gate periode 1b/c","90218","QUSP","0","A","Foundation; gate",94,7,16,4,NULL,-31,63,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0035","1","Plank uit vulling Water well 2","90788","QUSP","0","A","Water well",113,NULL,20,4,NULL,-51,62,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0034","1","Bridge/dam buiten southgate","90410","QUSP","0","A","Bridge",83,3,7,1,"Summer",-23,60,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0033","1","Water well 3","90900","QUSP","2?","A","Water well; formwork",118,NULL,NULL,NULL,NULL,-56,62,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0032","1","South gate periode 3a","90992","QUSP","0","A","Foundation; gate",102,2,22,1,"Summer",58,159,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0031","1","South gate periode 3a","90155","QUSP","0","A","Foundation; gate",44,2,8,1,"Autumn/Winter",116,159,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0030","1","South gate periode 3a","90121","QUSP","0","A","Foundation; gate",43,3,12,1,"Summer/Winter",117,159,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0028","1","South gate periode 1a","90201","QUSP","0","A","Foundation; gate",123,3,NULL,NULL,NULL,-145,-23,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0026","Z","South gate periode 1a","90132","QUSP","0","A","Foundation; gate",167,20,28,2,NULL,-127,40,"RING","RMV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0025","1","South gate periode 1a","90164","QUSP","0","A","Foundation; gate",171,2,10,10,NULL,-143,28,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0024","1","South gate periode 1a","90222","QUSP","0","A","Foundation; gate",207,0,1,25,NULL,-201,6,"RING","TV"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0023","0","South gate periode 1a","90144","ULSP","0","A","Foundation; gate",205,2,NULL,NULL,NULL,-174,31,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0019","1","South gate periode 3a","90151.9","QUSP","0","A","Foundation; gate",60,5,12,1,NULL,100,159,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0018","0","South gate periode 3a","90151.4","QUSP","0","A","Foundation; gate",66,10,12,5,NULL,88,153,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0016","1","Wal periode 1a","90055","FREX","0","A","Wal",57,2,NULL,NULL,NULL,-18,39,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0062","0","Quay 1","90040","ULSP","0","A","Quay",102,1,NULL,0,"Summer/Winter",-60,42,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0063","2","Via principalis","90833","FREX","0","A","Military road",93,3,NULL,5,NULL,-57,36,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0064","0","Baracks periode 1a","90661","ULSP","0","A","Barack",52,2,NULL,2,NULL,-12,40,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0065","1","Baracks periode 1a","90648","ULSP","0","A","Barack",41,3,NULL,2,NULL,-3,38,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0067","1","Baracks periode 1a","90611","FREX","0","A","Barack",158,1,NULL,5,NULL,-123,35,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0068","1","Southwestelijke hoektoren periode 1a","90969","ULSP","0","A","Foundation; toren",114,2,NULL,3,NULL,-77,37,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0071","1","Baracks periode 1a","90537","FREX","0","A","Barack",74,2,NULL,10,NULL,-46,28,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0072","1","Baracks periode 1a","90523","FREX","0","A","Barack",57,NULL,NULL,NULL,NULL,-24,33,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0075","1","Quay 3","90243","QUSP","0","A","Quay",61,1,12,1,"Spring",6,66,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0076","0","South gate periode 1a","90133","QUSP","0","A","Foundation; gate",161,NULL,34,1,"Spring",-121,40,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0079","1","Wal periode 1a","90080","FREX","0","A","Wal",83,1,NULL,0,"Summer/Winter",-43,40,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0080","1","South gate periode 1b/c","90118","FREX","14","A","Foundation; gate",82,5,NULL,NULL,NULL,-108,-27,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0081","1","South gate periode 1b/c","90172","FREX","14","A","Foundation; gate",158,15,NULL,NULL,NULL,-121,37,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0082","1","South gate periode 1a","90183","FREX","1","A","Foundation; gate",102,3,NULL,0,"Summer/Winter",-61,41,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0083","0","South gate periode 1a","90186","ULSP","9","A","Foundation; gate",125,2,NULL,NULL,NULL,-97,28,"RING","EH"
"Alphen01","NL","Alphen aan den Rijn","Castellum","SRID=23031;POINT(613876.470784249 5776954.86936661)","ALC0084","0","Quay 3","90230","FREX","2","A","Quay",126,1,NULL,NULL,NULL,-81,45,"RING","EH"
"Alphen02","NL","Alphen aan den Rijn","Vicus; military","SRID=23031;POINT(613819.150464429 5776811.92961888)","C5A0404","B",NULL,"381-H1","QUSP","0","A",NULL,63,NULL,NULL,16,NULL,16,78,"RING","EH"
