Mean_A,Radius_A,Mean_B,Radius_B,overlap,r,r_wuchs,t,t_wuchs,SGC,SSGC,p,p_GLK
DMN1_Q1,C,POM4_Q1,C,95,0.53240052,0.62443109,6.09788519,7.70957663,0.70212766,0.07446809,0.0000887694,NULL
DMN1_Q1,C,POM4_Q1,M,95,0.30055591,0.63293165,3.05526001,7.88389466,0.72340426,0.04255319,0.0000147782,NULL
DMN1_Q3,C,VFH_Q2,C,216,0.66113343,0.67505554,12.92086901,13.38527265,0.73023256,0.04651163,0.0000000000,NULL
DMN1_Q3,C,VFH_Q2,M,216,0.37091946,0.66533500,5.85652169,13.03740958,0.73023256,0.06046512,0.0000000000,NULL
DMN1_Q3,M,VFH_Q2,C,216,0.38160720,0.64988542,6.05356605,12.50868582,0.71627907,0.08372093,0.0000000002,NULL
DMN1_Q3,M,VFH_Q2,M,216,0.75881506,0.65680814,17.08323019,12.74209443,0.71162791,0.08837209,0.0000000005,NULL
ELT_Q1,C,068_Q1,C,144,0.69443744,0.71956472,11.54086348,12.34776767,0.72027972,0.06293706,0.0000001377,NULL
ELT_Q1,C,068_Q1,M,144,0.35404309,0.73202870,4.52695447,12.80414531,0.72027972,0.06993007,0.0000001377,NULL
ELT_Q1,C,068_Q2,M,144,0.42096206,0.70991487,5.54965798,12.01158900,0.71328671,0.08391608,0.0000003377,NULL
ELT_Q1,C,BECRAA,B,105,0.32969334,0.61505480,3.56134729,7.91661154,0.71153846,0.08653846,0.0000159925,NULL
ELT_Q1,C,HOL_KBMB,H,144,0.57837921,0.65341022,8.47840217,10.28565387,0.72727273,0.06293706,0.0000000546,NULL
ELT_Q1,M,068_Q1,C,144,0.33501477,0.72744005,4.25189904,12.63306903,0.71328671,0.03496503,0.0000003377,NULL
ELT_Q1,M,068_Q1,M,144,0.80095974,0.76111487,15.99765194,13.98318096,0.74125874,0.05594406,0.0000000079,NULL
ELT_Q1,M,HOL_KBMB,H,144,0.52280918,0.60502376,7.33402596,9.05504018,0.70629371,0.04895105,0.0000008063,NULL
EMP_Q1,C,DEU_Q1,C,101,0.50358440,0.54965812,5.82888729,6.54668031,0.70000000,0.09000000,0.0000633425,NULL
EMP_Q1,C,DEU_Q1,M,101,0.38599752,0.53697787,4.18425584,6.33343476,0.70000000,0.08000000,0.0000633425,NULL
EMP_Q1,C,MAV_Q1,C,84,0.45777102,0.61669960,4.69084761,7.09408342,0.72289157,0.03614458,0.0000488049,NULL
EMP_Q1,C,OSND_Q1,M,155,0.34855683,0.62377271,4.61488695,9.87152651,0.71428571,0.06493506,0.0000001047,NULL
EMP_Q1,M,DEU_Q1,C,101,0.39053061,0.53603345,4.24217766,6.31779919,0.73000000,0.04000000,0.0000042249,NULL
EMP_Q1,M,DEU_Q1,M,101,0.26167070,0.52782232,2.71117177,6.18324130,0.73000000,0.03000000,0.0000042249,NULL
EMP_Q1,M,F1B_Q1,C,115,0.46950124,0.55461443,5.67756348,7.08518126,0.72807018,0.02631579,0.0000011146,NULL
EMP_Q1,M,MAV_Q1,C,84,0.40276995,0.59780853,4.00896301,6.75289876,0.74698795,0.02409639,0.0000067847,NULL
EMP_Q1,M,MAV_Q1,M,84,0.18097431,0.55643230,1.67643606,6.06420936,0.72289157,0.01204819,0.0000488049,NULL
EMP_Q1,M,OSND_Q1,C,155,0.34730139,0.58559227,4.59598034,8.93575744,0.70129870,0.03896104,0.0000005850,NULL
EMP_Q1,M,OSND_Q1,M,155,0.08466987,0.59274888,1.05451209,9.10356837,0.72727273,0.03246753,0.0000000169,NULL
F1B_Q1,C,BHC_Q1,C,115,0.55403589,0.57128685,7.10574877,7.39915805,0.71052632,0.03508772,0.0000069370,NULL
F1B_Q1,C,EMP_Q1,M,115,0.46950124,0.55461443,5.67756348,7.08518126,0.72807018,0.02631579,0.0000011146,NULL
FLEV1_Q1,C,195_Q1,M,80,0.46761493,0.56527424,4.70200326,6.05206502,0.73417722,0.03797468,0.0000314334,NULL
FLEV1_Q1,C,C4A_Q1,C,68,0.61543728,0.75191630,6.39134939,9.26585864,0.76119403,0.02985075,0.0000190341,NULL
FLEV1_Q1,C,C4A_Q1,M,68,0.23800114,0.73187556,2.00575906,8.72534630,0.74626866,0.02985075,0.0000554004,NULL
FLEV1_Q1,C,HOL_MBUF,H,63,0.44438548,0.84765636,3.90595603,12.47848853,0.83870968,0.03225806,0.0000000961,NULL
FLEV1_Q1,C,HOL_PALZ,H,80,0.43160258,0.82987598,4.25265636,13.13611242,0.75949367,0.03797468,0.0000039717,NULL
FLEV1_Q1,C,OSH_Q1,C,80,0.41936356,0.57573332,4.10587064,6.21881794,0.73417722,0.02531646,0.0000314334,NULL
FLEV1_Q1,C,SILL_Q2,M,80,0.58280378,0.71194598,6.37458892,8.95390228,0.72151899,0.02531646,0.0000822295,NULL
FLEV1_Q1,C,VIGO_Q1,C,61,0.72394278,0.77454568,8.12865863,9.40589580,0.80000000,0.05000000,0.0000033585,NULL
FLEV1_Q1,M,C4A_Q1,M,68,0.39672213,0.70499088,3.53761137,8.07563570,0.74626866,0.02985075,0.0000554004,NULL
FLEV1_Q1,M,HOL_MBUF,H,63,0.65772019,0.82011084,6.87528586,11.19401945,0.80645161,0.03225806,0.0000013930,NULL
FLEV1_Q1,M,HOL_PALZ,H,80,0.45384839,0.79738409,4.52697579,11.66964525,0.74683544,0.03797468,0.0000114480,NULL
FLEV1_Q1,M,VIGO_Q1,C,61,0.55372559,0.69010102,5.15088760,7.32440357,0.80000000,0.03333333,0.0000033585,NULL
FLEV1_Q2,C,ILLA_Q1,C,150,0.63311285,0.59890601,9.98389292,9.09818963,0.73825503,0.07382550,0.0000000060,NULL
FLEV1_Q2,C,ILLA_Q1,M,150,0.40785794,0.58896732,5.45267585,8.86597283,0.73154362,0.07382550,0.0000000158,NULL
FLEV1_Q2,M,ILLA_Q1,C,150,0.46416307,0.58122801,6.39665124,8.68943081,0.70469799,0.02684564,0.0000005813,NULL
FLEV1_Q2,M,VIGN_Q1,C,63,0.37588378,0.53412670,3.19393317,4.93451734,0.75806452,0.03225806,0.0000482380,NULL
FLEV1_Q2,M,VIGN_Q1,M,63,0.50444571,0.51071676,4.60019664,4.63952297,0.75806452,0.01612903,0.0000482380,NULL
FLOR_Q1,C,IALP_Q1,M,133,0.35202173,0.50033837,4.32100112,6.61404041,0.73484848,0.04545455,0.0000000680,NULL
FLOR_Q2,C,HOL_MBUF,H,102,0.26986906,0.61358871,2.81665682,7.77062646,0.73267327,0.01980198,0.0000029156,NULL
FLOR_Q2,M,DAAH_Q1,M,77,0.35648410,0.50196173,3.32628886,5.02620784,0.72368421,0.03947368,0.0000961659,NULL
FLOR_Q2,M,HOL_MBUF,H,102,0.47382468,0.62145415,5.40742135,7.93227036,0.72277228,0.02970297,0.0000075463,NULL
GENP_Q1,C,1AH_Q1,C,80,0.54583729,0.61233354,5.79014069,6.84035735,0.74683544,0.03797468,0.0000114480,NULL
HOK_Q1,C,VDM2W_Q1,M,83,0.32436980,0.53461187,3.10519000,5.69343254,0.71951220,0.03658537,0.0000702212,NULL
HOK_Q1,M,POM3_Q1,M,147,0.57907923,0.52315894,8.58246960,7.39193638,0.70547945,0.02054795,0.0000006848,NULL
HOK_Q1,M,VDM2W_Q1,M,83,-0.30070146,0.51023359,-2.85510670,5.33943117,0.73170732,0.01219512,0.0000271194,NULL
HOL_AAHO,H,HOL_KMBQ,H,122,0.32115421,0.59162170,3.73030195,8.03865634,0.75206612,0.06611570,0.0000000293,NULL
HOL_AAHO,H,HOL_TRRB,H,101,0.15842218,0.53383623,1.60448405,6.28155102,0.70000000,0.04000000,0.0000633425,NULL
HOL_GKZB,H,HOL_KORH,H,75,0.01512635,0.53991249,0.13013666,5.48045426,0.75675676,0.01351351,0.0000099891,NULL
HOL_KBMB,H,C4A_Q1,C,301,0.38452629,0.59985343,7.21491648,12.96376332,0.70666667,0.03000000,0.0000000000,NULL
HOL_KBMB,H,ELT_Q1,C,144,0.57837921,0.65341022,8.47840217,10.28565387,0.72727273,0.06293706,0.0000000546,NULL
HOL_KBMB,H,ELT_Q1,M,144,0.52280918,0.60502376,7.33402596,9.05504018,0.70629371,0.04895105,0.0000008063,NULL
HOL_KBMB,H,HOL_MBUF,H,124,0.72334628,0.63684986,11.61834526,9.12366726,0.72357724,0.02439024,0.0000007079,NULL
HOL_KBMB,H,HOL_TRRB,H,87,0.10765153,0.66912327,1.00415470,8.30115022,0.76744186,0.04651163,0.0000007038,NULL
HOL_KBMB,H,VFH_Q2,C,313,0.40948669,0.64786564,7.92814809,14.99857635,0.70192308,0.04166667,0.0000000000,NULL
HOL_KMBQ,H,HOL_AAHO,H,122,0.32115421,0.59162170,3.73030195,8.03865634,0.75206612,0.06611570,0.0000000293,NULL
HOL_KORB,H,202_Q1,C,188,0.49775318,0.72328817,7.84794820,14.28482818,0.74331551,0.01604278,0.0000000000,NULL
HOL_KORB,H,202_Q1,M,188,0.34731964,0.73786133,5.06482621,14.90932975,0.75401070,0.02673797,0.0000000000,NULL
HOL_KORB,H,HOL_MB253,H,105,0.59283562,0.61064645,7.50724497,7.82593561,0.70192308,0.02884615,0.0000381448,NULL
HOL_KORH,H,HOL_GKZB,H,75,0.01512635,0.53991249,0.13013666,5.48045426,0.75675676,0.01351351,0.0000099891,NULL
HOL_KORH,H,HOL_LKBB,H,85,0.17696173,0.57718757,1.64788850,6.43932685,0.71428571,0.00000000,0.0000856830,NULL
HOL_LKBB,H,HOL_KORH,H,85,0.17696173,0.57718757,1.64788850,6.43932685,0.71428571,0.00000000,0.0000856830,NULL
HOL_LKBB,H,HOL_MBRU,H,100,0.64967054,0.68243278,8.50303237,9.24243121,0.72727273,0.02020202,0.0000061064,NULL
HOL_LKBB,H,HOL_MRBR,H,73,0.68651544,0.64394581,8.01149035,7.09213013,0.73611111,0.05555556,0.0000615109,NULL
HOL_LKSB,H,195_Q1,M,103,0.47894704,0.61410161,5.51023767,7.81986050,0.70588235,0.04901961,0.0000320176,NULL
HOL_LKSB,H,HOL_MRBR,H,104,0.41136567,0.63087496,4.58040725,8.21194982,0.73786408,0.05825243,0.0000013783,NULL
HOL_MB253,H,202_Q1,C,150,0.39793443,0.66066125,5.29467561,10.70662131,0.75167785,0.03355705,0.0000000008,NULL
HOL_MB253,H,202_Q1,M,150,0.23982210,0.57744707,3.01540073,8.60448904,0.70469799,0.03355705,0.0000005813,NULL
HOL_MB253,H,HOL_KORB,H,105,0.59283562,0.61064645,7.50724497,7.82593561,0.70192308,0.02884615,0.0000381448,NULL
HOL_MB253,H,HOL_TRMB32,H,71,0.51783958,0.67564641,5.06448799,7.61278339,0.80000000,0.01428571,0.0000005168,NULL
HOL_MB253,H,METZ_Q3,C,75,0.42519290,0.59246517,4.04114078,6.28357668,0.72972973,0.02702703,0.0000773649,NULL
HOL_MB253,H,METZ_Q3,M,75,0.15899651,0.56992107,1.38536266,5.92602057,0.72972973,0.02702703,0.0000773649,NULL
HOL_MBRU,H,068_Q1,C,100,0.61454194,0.68156732,7.75096718,9.22052924,0.72727273,0.04040404,0.0000061064,NULL
HOL_MBRU,H,HOL_LKBB,H,100,0.64967054,0.68243278,8.50303237,9.24243121,0.72727273,0.02020202,0.0000061064,NULL
HOL_MBRU,H,HOL_MRBR,H,73,0.77586171,0.80145280,10.43489214,11.29181596,0.76388889,0.08333333,0.0000075225,NULL
HOL_MBRU,H,HOL_TRRS,H,100,0.46034865,0.58457335,5.15964188,7.13261357,0.70707071,0.05050505,0.0000377797,NULL
HOL_MBRU,H,SARR6_Q1,C,100,0.38588955,0.59608241,4.16191363,7.34928867,0.71717172,0.10101010,0.0000154858,NULL
HOL_MBRU,H,VFH_Q2,M,100,0.72037828,0.73382222,10.33429326,10.69339746,0.71717172,0.08080808,0.0000154858,NULL
HOL_MBUF,H,C4A_Q1,C,124,0.38071340,0.76103648,4.56618080,12.95792329,0.80487805,0.03252033,0.0000000000,NULL
HOL_MBUF,H,C4A_Q1,M,124,0.57752330,0.71933335,7.84571974,11.43759356,0.80487805,0.01626016,0.0000000000,NULL
HOL_MBUF,H,FLEV1_Q1,C,63,0.44438548,0.84765636,3.90595603,12.47848853,0.83870968,0.03225806,0.0000000961,NULL
HOL_MBUF,H,FLEV1_Q1,M,63,0.65772019,0.82011084,6.87528586,11.19401945,0.80645161,0.03225806,0.0000013930,NULL
HOL_MBUF,H,FLOR_Q2,C,102,0.26986906,0.61358871,2.81665682,7.77062646,0.73267327,0.01980198,0.0000029156,NULL
HOL_MBUF,H,FLOR_Q2,M,102,0.47382468,0.62145415,5.40742135,7.93227036,0.72277228,0.02970297,0.0000075463,NULL
HOL_MBUF,H,HOL_KBMB,H,124,0.72334628,0.63684986,11.61834526,9.12366726,0.72357724,0.02439024,0.0000007079,NULL
HOL_MBUF,H,HOL_MRBR,H,120,0.64629113,0.62417914,9.23900888,8.67846371,0.76470588,0.02521008,0.0000000077,NULL
HOL_MBUF,H,HOL_PALZ,H,124,0.60869170,0.71499699,8.50851943,11.29607925,0.74796748,0.02439024,0.0000000379,NULL
HOL_MBUF,H,HOL_TRRS,H,124,0.44676383,0.67059330,5.53829979,9.98475809,0.71544715,0.03252033,0.0000017630,NULL
HOL_MBUF,H,SILL_Q2,C,118,0.26591847,0.57291060,2.98377743,7.52843030,0.70085470,0.05982906,0.0000139180,NULL
HOL_MBUF,H,SILL_Q2,M,118,0.38848348,0.61634129,4.56027494,8.42968203,0.70940171,0.01709402,0.0000058969,NULL
HOL_MBUF,H,TROY_Q1,C,124,0.20565149,0.52006764,2.33060130,6.72540245,0.71544715,0.04065041,0.0000017630,NULL
HOL_MBUF,H,VALK_Q2,C,124,0.21164266,0.57018774,2.40163462,7.66624331,0.71544715,0.02439024,0.0000017630,NULL
HOL_MBUF,H,VEND_Q3,C,78,0.38104095,0.55025297,3.61645256,5.74491699,0.72727273,0.00000000,0.0000664587,NULL
HOL_MBUF,H,VEND_Q3,M,78,0.20673146,0.51767625,1.85411430,5.27480175,0.72727273,0.02597403,0.0000664587,NULL
HOL_MBUF,H,VFH_Q2,C,124,0.34270367,0.68484569,4.04576469,10.38080311,0.73983740,0.04065041,0.0000001039,NULL
HOL_MBUF,H,VFH_Q2,M,124,0.83146221,0.65900128,16.59768233,9.67757263,0.72357724,0.02439024,0.0000007079,NULL
HOL_MRBR,H,068_Q1,C,128,0.34176759,0.59430931,4.09830675,8.29495417,0.71653543,0.06299213,0.0000010584,NULL
HOL_MRBR,H,195_Q1,M,137,0.20416377,0.67147353,2.43216760,10.52836301,0.71323529,0.06617647,0.0000006577,NULL
HOL_MRBR,H,1TN_Q1,C,138,0.28446823,0.61018063,3.47310493,8.98170668,0.71532847,0.05839416,0.0000004638,NULL
HOL_MRBR,H,C4A_Q1,C,138,0.22625745,0.61619232,2.71878016,9.12393918,0.73722628,0.05109489,0.0000000280,NULL
HOL_MRBR,H,C4A_Q1,M,138,0.49404599,0.58165148,6.65104918,8.33888108,0.75912409,0.04379562,0.0000000013,NULL
HOL_MRBR,H,HOL_LKBB,H,73,0.68651544,0.64394581,8.01149035,7.09213013,0.73611111,0.05555556,0.0000615109,NULL
HOL_MRBR,H,HOL_LKSB,H,104,0.41136567,0.63087496,4.58040725,8.21194982,0.73786408,0.05825243,0.0000013783,NULL
HOL_MRBR,H,HOL_MBRU,H,73,0.77586171,0.80145280,10.43489214,11.29181596,0.76388889,0.08333333,0.0000075225,NULL
HOL_MRBR,H,HOL_MBUF,H,120,0.64629113,0.62417914,9.23900888,8.67846371,0.76470588,0.02521008,0.0000000077,NULL
HOL_MRBR,H,HOL_TRRB,H,66,0.15306616,0.73370180,1.24877450,8.63849837,0.83076923,0.03076923,0.0000000963,NULL
HOL_MRBR,H,HOL_TRRS,H,138,0.37720843,0.62462669,4.76727794,9.32784891,0.70802920,0.05839416,0.0000011169,NULL
HOL_MRBR,H,VALK_Q2,C,138,0.18890683,0.62421385,2.25163850,9.31774601,0.74452555,0.04379562,0.0000000104,NULL
HOL_MRBR,H,VALK_Q2,M,138,0.33044474,0.64199518,4.09795795,9.76496841,0.71532847,0.08759124,0.0000004638,NULL
HOL_MRBR,H,VFH_Q2,C,138,0.38903449,0.68159357,4.94291932,10.86284294,0.75182482,0.05839416,0.0000000037,NULL
HOL_MRBR,H,VFH_Q2,M,138,0.82078457,0.67473091,16.81792800,10.66120131,0.75182482,0.05839416,0.0000000037,NULL
HOL_MRBR,H,VNW_Q1,C,138,0.22279353,0.60033426,2.67496492,8.75404491,0.75182482,0.04379562,0.0000000037,NULL
HOL_MRBR,H,VNW_Q1,M,138,0.02450044,0.60024948,0.28685646,8.75211222,0.74452555,0.06569343,0.0000000104,NULL
HOL_PALZ,H,1DH_Q1,C,72,0.25305679,0.52796474,2.20403257,5.20127786,0.74647887,0.02816901,0.0000327091,NULL
HOL_PALZ,H,FLEV1_Q1,C,80,0.43160258,0.82987598,4.25265636,13.13611242,0.75949367,0.03797468,0.0000039717,NULL
HOL_PALZ,H,FLEV1_Q1,M,80,0.45384839,0.79738409,4.52697579,11.66964525,0.74683544,0.03797468,0.0000114480,NULL
HOL_PALZ,H,HOL_MBUF,H,124,0.60869170,0.71499699,8.50851943,11.29607925,0.74796748,0.02439024,0.0000000379,NULL
HOL_PALZ,H,HOL_TRRB,H,187,0.19504350,0.76867739,2.71212620,16.34543987,0.75268817,0.03225806,0.0000000000,NULL
HOL_PALZ,H,MAP_Q1,C,121,0.35926607,0.57191782,4.21711775,7.60551473,0.70000000,0.01666667,0.0000117713,NULL
HOL_TATE,H,202_Q1,C,183,0.31465480,0.66169771,4.47207938,11.87327269,0.73626374,0.02197802,0.0000000002,NULL
HOL_TATE,H,202_Q1,M,183,0.25902918,0.60971415,3.61797811,10.34903313,0.70879121,0.02197802,0.0000000177,NULL
HOL_TITE,H,ILLA_Q1,C,84,0.50998606,0.51146776,5.40140407,5.38988042,0.75903614,0.03614458,0.0000023600,NULL
HOL_TITE,H,ILLA_Q1,M,84,0.36677972,0.56636813,3.59184586,6.22297738,0.77108434,0.03614458,0.0000007837,NULL
HOL_TITE,H,TROY_Q1,C,84,0.52101536,0.58416997,5.56111631,6.51759463,0.72289157,0.02409639,0.0000488049,NULL
HOL_TITE,H,VEND_Q1,C,84,0.44264638,0.55807446,4.49728705,6.09018414,0.72289157,0.04819277,0.0000488049,NULL
HOL_TITE,H,VEND_Q3,C,84,0.49753896,0.54018957,5.22547622,5.81268273,0.72289157,0.01204819,0.0000488049,NULL
HOL_TMB11,H,1TN_Q1,C,95,0.51969141,0.57315374,5.89754929,6.74514493,0.71276596,0.03191489,0.0000369633,NULL
HOL_TMB11,H,HOL_TRRS,H,95,0.29229068,0.52880715,2.96327076,6.00845882,0.71276596,0.05319149,0.0000369633,NULL
HOL_TMB12,H,068_Q1,M,79,0.60944149,0.71738444,6.78888845,9.03577727,0.73076923,0.05128205,0.0000457782,NULL
HOL_TMB12,H,202_Q1,C,142,0.31242277,0.68373816,3.90530184,11.08646689,0.70921986,0.07092199,0.0000006740,NULL
HOL_TMB12,H,202_Q1,M,142,0.39359441,0.56183837,5.08403678,8.03600489,0.70212766,0.06382979,0.0000015846,NULL
HOL_TMB12,H,563_Q1,C,170,0.23789518,0.62543151,3.18404872,10.38925583,0.71005917,0.07692308,0.0000000472,NULL
HOL_TMB12,H,563_Q1,M,170,0.20856765,0.59749786,2.77234916,9.65799004,0.70414201,0.06508876,0.0000001110,NULL
HOL_TMB12,H,ATTO_Q1,C,83,0.48954555,0.68553253,5.08387238,8.47450116,0.74390244,0.06097561,0.0000099959,NULL
HOL_TMB12,H,ATTO_Q1,M,83,0.69342693,0.69588628,8.71479947,8.72096243,0.76829268,0.02439024,0.0000011799,NULL
HOL_TRMB32,H,202_Q1,C,133,0.42921417,0.55964550,5.45978783,7.72919916,0.73484848,0.03030303,0.0000000680,NULL
HOL_TRMB32,H,202_Q1,M,133,0.45697469,0.57705577,5.90259620,8.08701703,0.74242424,0.03030303,0.0000000254,NULL
HOL_TRMB32,H,HOL_MB253,H,71,0.51783958,0.67564641,5.06448799,7.61278339,0.80000000,0.01428571,0.0000005168,NULL
HOL_TRMB32,H,HOL_WEDW,H,90,0.12963568,0.56052319,1.23338823,6.34938743,0.73033708,0.02247191,0.0000138648,NULL
HOL_TRMB32,H,SARR2_Q1,C,64,0.48729663,0.53596539,4.42926644,4.99881071,0.76190476,0.04761905,0.0000321596,NULL
HOL_TRMB32,H,SARR2_Q1,M,64,0.21655182,0.51250066,1.76060394,4.69954130,0.74603175,0.03174603,0.0000939791,NULL
HOL_TRPB,H,BSN_Q1,M,68,0.58836233,0.52493266,5.95593459,5.01040275,0.74626866,0.04477612,0.0000554004,NULL
HOL_TRPB,H,SILL_Q2,C,68,0.40514271,0.62743798,3.62726111,6.54622990,0.77611940,0.04477612,0.0000061761,NULL
HOL_TRPB,H,SILL_Q2,M,68,0.37351410,0.59982038,3.29588607,6.09017937,0.80597015,0.01492537,0.0000005473,NULL
HOL_TRPB,H,TROY_Q1,C,68,0.24808461,0.58150777,2.09619036,5.80695056,0.76119403,0.05970149,0.0000190341,NULL
HOL_TRPB,H,TROY_Q1,M,68,0.35888884,0.58316855,3.14730422,5.83206354,0.79104478,0.01492537,0.0000018922,NULL
HOL_TRRB,H,068_Q1,C,56,0.56828345,0.72854807,5.12194277,7.81570022,0.80000000,0.03636364,0.0000085983,NULL
HOL_TRRB,H,195_Q1,C,227,0.48816692,0.66682143,8.40877175,13.42201548,0.72123894,0.06637168,0.0000000000,NULL
HOL_TRRB,H,195_Q1,M,227,-0.01039256,0.65756644,-0.15624286,13.09203822,0.76548673,0.03982301,0.0000000000,NULL
HOL_TRRB,H,1TN_Q1,C,111,0.49828446,0.62158785,6.02764652,8.28443674,0.73636364,0.05454545,0.0000007122,NULL
HOL_TRRB,H,C4A_Q1,C,75,0.48553830,0.71402639,4.77772235,8.71372718,0.75675676,0.02702703,0.0000099891,NULL
HOL_TRRB,H,C4A_Q1,M,75,0.20992920,0.69624263,1.84703753,8.28733009,0.77027027,0.02702703,0.0000033209,NULL
HOL_TRRB,H,HOL_AAHO,H,101,0.15842218,0.53383623,1.60448405,6.28155102,0.70000000,0.04000000,0.0000633425,NULL
HOL_TRRB,H,HOL_KBMB,H,87,0.10765153,0.66912327,1.00415470,8.30115022,0.76744186,0.04651163,0.0000007038,NULL
HOL_TRRB,H,HOL_MRBR,H,66,0.15306616,0.73370180,1.24877450,8.63849837,0.83076923,0.03076923,0.0000000963,NULL
HOL_TRRB,H,HOL_PALZ,H,187,0.19504350,0.76867739,2.71212620,16.34543987,0.75268817,0.03225806,0.0000000000,NULL
HOL_TRRB,H,HOL_TRRS,H,101,0.14777387,0.63842961,1.49414268,8.25316057,0.73000000,0.06000000,0.0000042249,NULL
HOL_TRRB,H,HORB1_Q1,C,51,0.46049476,0.57721109,3.66827480,4.94795793,0.82000000,0.02000000,0.0000060258,NULL
HOL_TRRB,H,HORB1_Q1,M,51,0.61438498,0.57951773,5.50611227,4.97769948,0.78000000,0.04000000,0.0000750132,NULL
HOL_TRRB,H,HORB2_Q1,M,97,-0.17862897,0.54237467,-1.77880883,6.29232629,0.70833333,0.05208333,0.0000445571,NULL
HOL_TRRB,H,HORB3_Q1,C,72,0.51493940,0.77015767,5.06162152,10.10200739,0.78873239,0.05633803,0.0000011399,NULL
HOL_TRRB,H,HORB3_Q1,M,72,0.49325062,0.62657275,4.77786471,6.72637024,0.78873239,0.01408451,0.0000011399,NULL
HOL_TRRB,H,ILLA_Q1,C,150,0.49393565,0.60561144,6.93417335,9.25854087,0.73154362,0.04697987,0.0000000158,NULL
HOL_TRRB,H,ILLA_Q1,M,150,0.31328981,0.60986841,4.02691411,9.36194844,0.72483221,0.04697987,0.0000000405,NULL
HOL_TRRB,H,MAP_Q1,C,121,0.59169946,0.56987390,8.04028205,7.56522704,0.72500000,0.01666667,0.0000008244,NULL
HOL_TRRB,H,OFBG_Q1,C,62,0.57289432,0.71127608,5.45911178,7.83812893,0.80327869,0.01639344,0.0000021652,NULL
HOL_TRRB,H,OFBG_Q1,M,62,0.56475522,0.70260447,5.34484585,7.64825631,0.77049180,0.01639344,0.0000238711,NULL
HOL_TRRB,H,VALK_Q2,C,81,0.55273128,0.74678447,5.93234808,9.98030909,0.76250000,0.06250000,0.0000026564,NULL
HOL_TRRB,H,VALK_Q2,M,81,0.16074801,0.71737760,1.45671786,9.15219303,0.76250000,0.07500000,0.0000026564,NULL
HOL_TRRB,H,VEN_Q1,C,68,0.36624370,0.64958998,3.22167950,6.94120736,0.76119403,0.02985075,0.0000190341,NULL
HOL_TRRB,H,VFH_Q2,C,98,0.48266596,0.72639419,5.42781899,10.35560160,0.77319588,0.05154639,0.0000000739,NULL
HOL_TRRB,H,VFH_Q2,M,98,-0.18718544,0.72813751,-1.87673482,10.40842999,0.79381443,0.03092784,0.0000000071,NULL
HOL_TRRB,H,VNW_Q1,M,81,0.16493729,0.66125322,1.49572935,7.83476251,0.72500000,0.06250000,0.0000569941,NULL
HOL_TRRS,H,HOL_MBRU,H,100,0.46034865,0.58457335,5.15964188,7.13261357,0.70707071,0.05050505,0.0000377797,NULL
HOL_TRRS,H,HOL_MBUF,H,124,0.44676383,0.67059330,5.53829979,9.98475809,0.71544715,0.03252033,0.0000017630,NULL
HOL_TRRS,H,HOL_MRBR,H,138,0.37720843,0.62462669,4.76727794,9.32784891,0.70802920,0.05839416,0.0000011169,NULL
HOL_TRRS,H,HOL_TMB11,H,95,0.29229068,0.52880715,2.96327076,6.00845882,0.71276596,0.05319149,0.0000369633,NULL
HOL_TRRS,H,HOL_TRRB,H,101,0.14777387,0.63842961,1.49414268,8.25316057,0.73000000,0.06000000,0.0000042249,NULL
HOL_TRRS,H,SARR6_Q1,M,251,0.25879245,0.57738001,4.23618210,11.15881901,0.70800000,0.04000000,0.0000000000,NULL
HOL_TRRS,H,SILL_Q2,C,149,0.34159066,0.55345348,4.42159377,8.05670207,0.70270270,0.05405405,0.0000008140,NULL
HOL_TRRS,H,VFH_Q2,C,262,0.42128707,0.61943169,7.50457130,12.72279299,0.70498084,0.03831418,0.0000000000,NULL
HOL_WEDW,H,563_Q1,M,182,0.42794460,0.53442847,6.37018599,8.48319222,0.70718232,0.02209945,0.0000000248,NULL
HOL_WEDW,H,HOL_TRMB32,H,90,0.12963568,0.56052319,1.23338823,6.34938743,0.73033708,0.02247191,0.0000138648,NULL
HOL_WEDW,H,METZ_Q3,C,75,0.46827671,0.59361733,4.55902126,6.30243520,0.74324324,0.04054054,0.0000285273,NULL
HOL_WEDW,H,METZ_Q3,M,75,0.08320576,0.57988506,0.71825360,6.08144166,0.74324324,0.04054054,0.0000285273,NULL
HORB1_Q1,C,HOL_TRRB,H,51,0.46049476,0.57721109,3.66827480,4.94795793,0.82000000,0.02000000,0.0000060258,NULL
HORB1_Q1,C,HORB3_Q1,M,178,0.31334766,0.70840981,4.38990161,13.31552881,0.71186441,0.03954802,0.0000000173,NULL
HORB1_Q1,C,SAND_Q1,C,178,0.52465347,0.55415101,8.19914261,8.83169293,0.71751412,0.03954802,0.0000000071,NULL
HORB1_Q1,M,HOL_TRRB,H,51,0.61438498,0.57951773,5.50611227,4.97769948,0.78000000,0.04000000,0.0000750132,NULL
HORB1_Q1,M,HORB2_Q1,C,172,0.31136896,0.52013678,4.28467244,7.94039235,0.70175439,0.06432749,0.0000001316,NULL
HORB1_Q1,M,HORB2_Q1,M,172,0.31539079,0.54516315,4.34608584,8.47883064,0.70175439,0.05847953,0.0000001316,NULL
HORB1_Q1,M,HORB3_Q1,M,178,0.52614711,0.69406714,8.23140283,12.79026195,0.71186441,0.05649718,0.0000000173,NULL
