Series_A,Radius_A,Series_B,Radius_B,overlap,r,r_wuchs,t,t_wuchs,SGC,SSGC,p
185323,B,185343,A,80,0.95884625,0.70539994,30.01633166,8.78927762,0.75949367,0.01265823,0.0000039717
185323,B,185343,B,79,0.94903313,0.63452724,26.59347522,7.20397244,0.82051282,0.00000000,0.0000000150
185323,B,185343,C,80,0.95508558,0.61685311,28.64706012,6.92167372,0.75949367,0.02531646,0.0000039717
185323,B,185342,C,55,0.90486937,0.66039237,15.62032163,6.40244569,0.77777778,0.01851852,0.0000445571
185325,0,185330,A,75,0.91898899,0.71064281,20.05016235,8.63010321,0.72972973,0.04054054,0.0000773649
185323,B,185350,B,66,0.92910371,0.62087666,20.25495742,6.33621753,0.75384615,0.01538462,0.0000425559
185323,B,185350,C,67,0.89503911,0.69537025,16.30388677,7.80107314,0.74242424,0.00000000,0.0000818466
185325,0,185108,0,80,0.64739830,0.56654738,7.54994155,6.07212851,0.73417722,0.03797468,0.0000314334
185325,0,185322,0,90,0.90945810,0.60876847,20.63468475,7.19829743,0.71910112,0.04494382,0.0000356516
185325,0,185322,B,90,0.93451803,0.74136883,24.77053678,10.36310383,0.76404494,0.05617978,0.0000006293
185325,0,185_QT3,R,87,0.95468643,0.76829168,29.74796618,11.06592763,0.77906977,0.05813953,0.0000002267
185325,0,185332,A,80,0.92048776,0.75619273,20.93672797,10.20634842,0.77215190,0.03797468,0.0000013123
185325,0,185332,C,89,0.95284510,0.72851044,29.45549433,9.91934135,0.78409091,0.04545455,0.0000000982
185325,0,185336,A,79,0.90895784,0.72203673,19.25624430,9.15777033,0.80769231,0.02564103,0.0000000548
185325,0,185343,C,90,0.93505062,0.74184629,24.88264086,10.37794021,0.71910112,0.05617978,0.0000356516
185325,0,185350,A,83,0.92767507,0.66384727,22.49789542,7.98887520,0.80487805,0.02439024,0.0000000336
185325,B,185108,0,78,0.65292106,0.51945331,7.56424957,5.29958470,0.77922078,0.01298701,0.0000009569
185325,B,185322,0,88,0.90705769,0.63967394,20.09582775,7.71758284,0.73563218,0.02298851,0.0000110436
185325,B,185322,A,72,0.89391433,0.77059356,16.80414970,10.11607746,0.76056338,0.01408451,0.0000112783
185325,B,185322,B,88,0.93805677,0.76804771,25.25274389,11.12221040,0.82758621,0.03448276,0.0000000010
185325,B,185323,B,80,0.92974937,0.69912256,22.44418633,8.63561851,0.73417722,0.01265823,0.0000314334
185325,B,185332,A,80,0.92087735,0.77936407,20.99496336,10.98543223,0.81012658,0.02531646,0.0000000353
185325,B,185332,C,89,0.92033849,0.69117911,22.07373124,8.92076493,0.77272727,0.03409091,0.0000003107
185325,B,185336,A,77,0.89464578,0.69778074,17.45693274,8.43621688,0.85526316,0.01315789,0.0000000006
185325,B,185342,B,59,0.91651978,0.70469293,17.45048050,7.49855075,0.77586207,0.01724138,0.0000264794
185325,B,185342,C,64,0.91204292,0.73440352,17.65230108,8.52009346,0.84126984,0.03174603,0.0000000604
185325,B,185343,0,89,0.94284971,0.72204960,26.54330406,9.73464644,0.75000000,0.04545455,0.0000027265
185325,B,185343,A,89,0.93994587,0.67273429,25.83318368,8.48085157,0.71590909,0.02272727,0.0000510399
185325,B,185343,C,89,0.93708528,0.71573447,25.18082367,9.55926331,0.76136364,0.03409091,0.0000009409
185325,B,185_QT3,R,85,0.95936240,0.77298018,31.16024796,11.10001535,0.78571429,0.03571429,0.0000001630
185325,B,185350,A,84,0.91633376,0.63044210,20.84884612,7.35458541,0.78313253,0.01204819,0.0000002484
185325,B,185108,A,76,0.64788660,0.51772732,7.36588091,5.20563526,0.74666667,0.02666667,0.0000193387
185325,B,185126,0,82,0.23989781,0.53334825,2.22402601,5.63947940,0.74074074,0.02469136,0.0000146868
185329,B,185321,A,79,0.90040411,0.60622172,18.27852271,6.68880024,0.75641026,0.01282051,0.0000059233
185329,B,185330,A,75,0.85800904,0.69212860,14.36989045,8.19307386,0.72972973,0.04054054,0.0000773649
185330,A,185_QT3,R,75,0.92880114,0.71748664,21.56047643,8.80053494,0.79729730,0.05405405,0.0000003139
185330,A,185322,0,75,0.85092541,0.54745847,13.93513165,5.58951197,0.72972973,0.02702703,0.0000773649
185330,A,185325,0,75,0.91898899,0.71064281,20.05016235,8.63010321,0.72972973,0.04054054,0.0000773649
185330,A,185329,B,75,0.85800904,0.69212860,14.36989045,8.19307386,0.72972973,0.04054054,0.0000773649
185330,A,185336,A,75,0.94405692,0.74282215,24.62557318,9.47988271,0.77027027,0.02702703,0.0000033209
185330,A,185350,A,69,0.91171011,0.72769839,18.29973184,8.68419850,0.77941176,0.00000000,0.0000040622
185332,A,185342,C,62,0.90087363,0.68612544,16.20905002,7.30560431,0.80327869,0.01639344,0.0000021652
185331,A,185332,B,76,0.85598969,0.67823658,14.33885886,7.93966440,0.77333333,0.01333333,0.0000021984
185331,A,185342,C,65,0.86989842,0.64566651,14.10938988,6.71122074,0.75000000,0.03125000,0.0000633425
185332,A,185_QT3,R,80,0.91309831,0.75436759,19.90436457,10.14909214,0.75949367,0.03797468,0.0000039717
185330,B,185332,B,63,0.89409140,0.55146889,15.71852068,5.16319007,0.75806452,0.00000000,0.0000482380
185330,B,185342,B,54,0.90518365,0.67745355,15.50474402,6.64140261,0.81132075,0.00000000,0.0000058180
185332,A,185322,0,80,0.94255538,0.61225866,25.07893145,6.83901931,0.72151899,0.02531646,0.0000822295
185332,A,185322,A,72,0.96106560,0.70207799,29.30686614,8.24884900,0.74647887,0.01408451,0.0000327091
185332,A,185322,B,80,0.95432227,0.71990930,28.38953283,9.16058002,0.81012658,0.03797468,0.0000000353
185332,A,185325,0,80,0.92048776,0.75619273,20.93672797,10.20634842,0.77215190,0.03797468,0.0000013123
185332,A,185325,B,80,0.92087735,0.77936407,20.99496336,10.98543223,0.81012658,0.02531646,0.0000000353
185332,B,185_QT3,R,79,0.88760400,0.52873297,17.01906411,5.46616083,0.75641026,0.02564103,0.0000059233
185332,B,185330,B,63,0.89409140,0.55146889,15.71852068,5.16319007,0.75806452,0.00000000,0.0000482380
185332,B,185342,B,59,0.84909093,0.50540818,12.24140846,4.42210543,0.75862069,0.00000000,0.0000817561
185332,B,185342,C,59,0.89372238,0.64180820,15.17181626,6.31864072,0.77586207,0.01724138,0.0000264794
185332,B,185331,A,76,0.85598969,0.67823658,14.33885886,7.93966440,0.77333333,0.01333333,0.0000021984
185332,C,185325,0,89,0.95284510,0.72851044,29.45549433,9.91934135,0.78409091,0.04545455,0.0000000982
185332,C,185322,B,89,0.93871229,0.64803272,25.54644351,7.93638089,0.73863636,0.04545455,0.0000075623
185332,C,185_QT3,R,86,0.93808539,0.62585974,24.96713974,7.35458045,0.75294118,0.04705882,0.0000031011
185332,C,185325,B,89,0.92033849,0.69117911,22.07373124,8.92076493,0.77272727,0.03409091,0.0000003107
185332,C,185336,A,78,0.90077012,0.52423141,18.20008049,5.36668993,0.76623377,0.01298701,0.0000029772
185334,A,185343,C,71,0.93021297,0.73251575,21.20515446,8.93827691,0.74285714,0.02857143,0.0000482849
185334,A,185_QT3,R,70,0.90839604,0.68166786,18.04714089,7.68275382,0.78260870,0.01449275,0.0000026654
185334,A,185321,A,71,0.94680653,0.67459874,24.61612536,7.59110627,0.74285714,0.00000000,0.0000482849
185334,A,185321,Q,71,0.94648047,0.62785287,24.53462955,6.70065893,0.74285714,0.00000000,0.0000482849
185334,A,185322,A,65,0.84896715,0.64899859,12.85229122,6.77094771,0.76562500,0.00000000,0.0000213771
185334,A,185322,B,71,0.88357234,0.63849629,15.78599273,6.89134220,0.74285714,0.02857143,0.0000482849
185334,A,185323,B,71,0.95666871,0.69745512,27.48850512,8.08438070,0.78571429,0.00000000,0.0000017450
185334,A,185343,0,71,0.93793800,0.77997813,22.62769498,10.35301188,0.78571429,0.04285714,0.0000017450
185334,A,185343,A,71,0.94107047,0.77105327,23.28005576,10.05833020,0.81428571,0.01428571,0.0000001448
185334,A,185343,B,71,0.91609269,0.55061545,19.11526252,5.47913263,0.75714286,0.00000000,0.0000168636
185334,A,185350,B,60,0.93556136,0.63543075,20.34799450,6.26723709,0.76271186,0.01694915,0.0000544035
185334,B,185343,A,71,0.92340238,0.69799858,20.12784515,8.09666047,0.80000000,0.04285714,0.0000005168
185334,B,185343,C,71,0.92804650,0.71184398,20.84654349,8.41905646,0.78571429,0.02857143,0.0000017450
185334,B,185350,B,60,0.92843250,0.69109041,19.19624135,7.28198447,0.83050847,0.03389831,0.0000003827
185336,A,185108,0,79,0.51465794,0.51438108,5.30132870,5.26338286,0.78205128,0.00000000,0.0000006292
185336,A,185_QT3,R,79,0.92346833,0.75614171,21.25720728,10.13911435,0.82051282,0.02564103,0.0000000150
185336,A,185350,A,72,0.93923682,0.74583681,23.05518410,9.36773697,0.83098592,0.00000000,0.0000000243
185336,A,185350,B,77,0.96414799,0.76526806,31.67426995,10.29562689,0.78947368,0.01315789,0.0000004485
185336,A,185350,C,77,0.94496208,0.70349666,25.17877648,8.57249474,0.75000000,0.00000000,0.0000130718
185336,A,185322,0,79,0.83937421,0.64193964,13.63829984,7.34653995,0.73076923,0.01282051,0.0000457782
185336,A,185322,B,79,0.84288467,0.72391260,13.83429704,9.20768763,0.76923077,0.02564103,0.0000019789
185336,A,185325,0,79,0.90895784,0.72203673,19.25624430,9.15777033,0.80769231,0.02564103,0.0000000548
185336,A,185325,B,77,0.89464578,0.69778074,17.45693274,8.43621688,0.85526316,0.01315789,0.0000000006
185336,A,185330,A,75,0.94405692,0.74282215,24.62557318,9.47988271,0.77027027,0.02702703,0.0000033209
185336,A,185332,C,78,0.90077012,0.52423141,18.20008049,5.36668993,0.76623377,0.01298701,0.0000029772
185336,A,185342,B,59,0.89418442,0.67055225,15.21090828,6.82412136,0.77586207,0.00000000,0.0000264794
185336,A,185342,C,65,0.92966206,0.71290152,20.18736468,8.06897120,0.76562500,0.01562500,0.0000213771
185336,A,185343,0,79,0.88435336,0.65205032,16.73113638,7.54669181,0.75641026,0.03846154,0.0000059233
185336,A,185343,A,79,0.88915195,0.67527060,17.16033654,8.03377956,0.76923077,0.01282051,0.0000019789
185336,A,185343,C,79,0.88013564,0.60429461,16.37409440,6.65527543,0.78205128,0.02564103,0.0000006292
185336,A,185108,A,78,0.53359510,0.52808083,5.53630856,5.42125979,0.74025974,0.01298701,0.0000248078
185337,A,185342,A,74,0.87886336,0.64010679,15.73973546,7.06961543,0.73972603,0.02739726,0.0000419552
185337,A,185350,C,77,0.92809041,0.65826997,21.72901268,7.57295684,0.73684211,0.00000000,0.0000363580
185337,A,185362,A,66,0.74700313,0.56870557,9.05888361,5.53120593,0.75384615,0.00000000,0.0000425559
185342,B,185325,B,59,0.91651978,0.70469293,17.45048050,7.49855075,0.77586207,0.01724138,0.0000264794
185342,A,185337,A,74,0.87886336,0.64010679,15.73973546,7.06961543,0.73972603,0.02739726,0.0000419552
185342,B,185096,0,52,0.80126085,0.65599683,9.56376715,6.14576248,0.82352941,0.01960784,0.0000038203
185342,B,185096,B,50,0.78045706,0.69913587,8.73819147,6.77458887,0.79591837,0.02040816,0.0000343006
185342,A,185343,A,74,0.87221208,0.64928352,15.23565406,7.24394052,0.73972603,0.04109589,0.0000419552
185342,A,185350,A,67,0.87479324,0.59314846,14.66853699,5.93982958,0.75757576,0.03030303,0.0000285027
185342,B,185_QT5,R,59,0.73884111,0.56747467,8.34992719,5.20328808,0.77586207,0.01724138,0.0000264794
185342,B,185023,F,59,0.65582163,0.59658549,6.61608652,5.61226623,0.79310345,0.01724138,0.0000080286
185342,B,185330,B,54,0.90518365,0.67745355,15.50474402,6.64140261,0.81132075,0.00000000,0.0000058180
185342,B,185332,B,59,0.84909093,0.50540818,12.24140846,4.42210543,0.75862069,0.00000000,0.0000817561
185342,B,185336,A,59,0.89418442,0.67055225,15.21090828,6.82412136,0.77586207,0.00000000,0.0000264794
185342,B,185350,A,59,0.92524637,0.71355102,18.57428452,7.68936190,0.77586207,0.00000000,0.0000264794
185342,C,185323,B,55,0.90486937,0.66039237,15.62032163,6.40244569,0.77777778,0.01851852,0.0000445571
185342,C,185325,B,64,0.91204292,0.73440352,17.65230108,8.52009346,0.84126984,0.03174603,0.0000000604
185342,C,185_QT3,R,65,0.89133294,0.73668805,15.72885078,8.64684559,0.82812500,0.04687500,0.0000001521
185342,C,185331,A,65,0.86989842,0.64566651,14.10938988,6.71122074,0.75000000,0.03125000,0.0000633425
185342,C,185332,A,62,0.90087363,0.68612544,16.20905002,7.30560431,0.80327869,0.01639344,0.0000021652
185342,C,185332,B,59,0.89372238,0.64180820,15.17181626,6.31864072,0.77586207,0.01724138,0.0000264794
185342,C,185336,A,65,0.92966206,0.71290152,20.18736468,8.06897120,0.76562500,0.01562500,0.0000213771
185342,C,185343,0,65,0.88333062,0.64575398,15.07549338,6.71278008,0.76562500,0.06250000,0.0000213771
185342,C,185350,A,59,0.87070040,0.60705617,13.48286038,5.76747264,0.77586207,0.01724138,0.0000264794
185342,D,185321,0,73,0.90816659,0.68736152,18.40870688,7.97423641,0.73611111,0.02777778,0.0000615109
185343,0,185321,A,81,0.95925372,0.66586668,30.36611105,7.93269599,0.76250000,0.03750000,0.0000026564
185343,0,185321,B,88,0.94178490,0.52276658,26.12720668,5.68689162,0.71264368,0.05747126,0.0000728391
185343,0,185322,B,90,0.94532932,0.64836906,27.34666292,7.98900791,0.76404494,0.03370787,0.0000006293
185343,0,185323,B,80,0.96219557,0.75061840,31.40034208,10.03317892,0.81012658,0.03797468,0.0000000353
185343,A,185_QT3,R,87,0.92608882,0.63536528,22.76190771,7.58571536,0.73255814,0.03488372,0.0000160828
185343,A,185019,F,63,0.81207997,0.63179963,10.95770067,6.36603118,0.77419355,0.04838710,0.0000157446
185343,A,185350,A,84,0.90311156,0.60769835,19.16074276,6.92919263,0.72289157,0.01204819,0.0000488049
185343,A,185350,B,77,0.91710236,0.72104518,20.05537847,9.01218380,0.78947368,0.02631579,0.0000004485
185343,A,185350,C,77,0.88873069,0.70329796,16.90068299,8.56770321,0.73684211,0.01315789,0.0000363580
185343,0,185021,F,64,0.42073261,0.54290933,3.68112647,5.09039834,0.74603175,0.06349206,0.0000939791
185343,0,185325,B,89,0.94284971,0.72204960,26.54330406,9.73464644,0.75000000,0.04545455,0.0000027265
185343,0,185334,A,71,0.93793800,0.77997813,22.62769498,10.35301188,0.78571429,0.04285714,0.0000017450
185343,0,185336,A,79,0.88435336,0.65205032,16.73113638,7.54669181,0.75641026,0.03846154,0.0000059233
185343,0,185342,C,65,0.88333062,0.64575398,15.07549338,6.71278008,0.76562500,0.06250000,0.0000213771
185343,0,185350,B,77,0.92371136,0.73144150,21.02050780,9.28938293,0.73684211,0.05263158,0.0000363580
185343,0,185350,C,77,0.88809848,0.70237710,16.84370387,8.54554806,0.72368421,0.03947368,0.0000961659
185343,A,185321,A,81,0.95491467,0.61746745,28.76921673,6.97711117,0.73750000,0.01250000,0.0000215179
185343,A,185322,B,90,0.94021070,0.60574768,26.04257976,7.14179399,0.74157303,0.03370787,0.0000051645
185343,A,185323,B,80,0.95884625,0.70539994,30.01633166,8.78927762,0.75949367,0.01265823,0.0000039717
185343,A,185325,B,89,0.93994587,0.67273429,25.83318368,8.48085157,0.71590909,0.02272727,0.0000510399
185343,A,185334,A,71,0.94107047,0.77105327,23.28005576,10.05833020,0.81428571,0.01428571,0.0000001448
185343,A,185334,B,71,0.92340238,0.69799858,20.12784515,8.09666047,0.80000000,0.04285714,0.0000005168
185343,A,185336,A,79,0.88915195,0.67527060,17.16033654,8.03377956,0.76923077,0.01282051,0.0000019789
185343,A,185342,A,74,0.87221208,0.64928352,15.23565406,7.24394052,0.73972603,0.04109589,0.0000419552
185343,A,185092,B,60,0.70586257,0.68754882,7.65418576,7.21104624,0.77966102,0.00000000,0.0000173724
185343,B,185092,0,59,0.73185207,0.59158537,8.17889582,5.53973821,0.75862069,0.01724138,0.0000817561
185343,B,185092,B,59,0.74894224,0.62870495,8.60771267,6.10384539,0.75862069,0.00000000,0.0000817561
185343,C,185_QT3,R,87,0.91006798,0.59171135,20.36298621,6.76711485,0.72093023,0.04651163,0.0000417374
185343,B,185347,A,61,0.78106221,0.53427195,9.68860697,4.85479628,0.76666667,0.00000000,0.0000360902
185343,B,185321,A,80,0.94605048,0.53944345,25.95117522,5.65809030,0.79746835,0.00000000,0.0000001237
185343,B,185322,B,90,0.93596249,0.50547365,25.07770321,5.49551709,0.73033708,0.02247191,0.0000138648
185343,B,185323,B,79,0.94903313,0.63452724,26.59347522,7.20397244,0.82051282,0.00000000,0.0000000150
185343,B,185334,A,71,0.91609269,0.55061545,19.11526252,5.47913263,0.75714286,0.00000000,0.0000168636
185343,C,185092,B,60,0.69342921,0.53653874,7.39229405,4.84213183,0.76271186,0.01694915,0.0000544035
185343,C,185321,B,88,0.93810377,0.56458950,25.26328876,6.34355003,0.74712644,0.04597701,0.0000040251
185345,B,185074,B,83,0.67959170,0.58679118,8.38882720,6.52200923,0.71951220,0.02439024,0.0000702212
185343,C,185322,B,90,0.93921047,0.57572559,25.80661668,6.60530927,0.70786517,0.04494382,0.0000878199
185343,C,185323,B,80,0.95508558,0.61685311,28.64706012,6.92167372,0.75949367,0.02531646,0.0000039717
185343,C,185325,0,90,0.93505062,0.74184629,24.88264086,10.37794021,0.71910112,0.05617978,0.0000356516
185343,C,185325,B,89,0.93708528,0.71573447,25.18082367,9.55926331,0.76136364,0.03409091,0.0000009409
185343,C,185334,A,71,0.93021297,0.73251575,21.20515446,8.93827691,0.74285714,0.02857143,0.0000482849
185343,C,185334,B,71,0.92804650,0.71184398,20.84654349,8.41905646,0.78571429,0.02857143,0.0000017450
185343,C,185336,A,79,0.88013564,0.60429461,16.37409440,6.65527543,0.78205128,0.02564103,0.0000006292
185343,C,185350,B,77,0.92284955,0.72587825,20.88795019,9.13939790,0.76315789,0.03947368,0.0000044684
185347,A,185343,B,61,0.78106221,0.53427195,9.68860697,4.85479628,0.76666667,0.00000000,0.0000360902
185350,A,185322,0,83,0.87912456,0.53568692,16.70361718,5.70948250,0.71951220,0.01219512,0.0000702212
185350,A,185_QT3,R,80,0.92546651,0.73245990,21.71353495,9.50178310,0.77215190,0.02531646,0.0000013123
185349,B,DIFO039,1,50,0.37204728,0.62718811,2.80574473,5.57897832,0.79591837,0.00000000,0.0000343006
185350,A,185108,0,73,0.53790138,0.67756224,5.41423783,7.76275895,0.75000000,0.00000000,0.0000220905
185350,A,185322,B,83,0.90039234,0.67776520,18.74004883,8.29602337,0.76829268,0.02439024,0.0000011799
185350,A,185325,0,83,0.92767507,0.66384727,22.49789542,7.98887520,0.80487805,0.02439024,0.0000000336
185350,A,185325,B,84,0.91633376,0.63044210,20.84884612,7.35458541,0.78313253,0.01204819,0.0000002484
185350,A,185330,A,69,0.91171011,0.72769839,18.29973184,8.68419850,0.77941176,0.00000000,0.0000040622
185350,A,185336,A,72,0.93923682,0.74583681,23.05518410,9.36773697,0.83098592,0.00000000,0.0000000243
185350,A,185342,A,67,0.87479324,0.59314846,14.66853699,5.93982958,0.75757576,0.03030303,0.0000285027
185350,A,185342,B,59,0.92524637,0.71355102,18.57428452,7.68936190,0.77586207,0.00000000,0.0000264794
185350,A,185342,C,59,0.87070040,0.60705617,13.48286038,5.76747264,0.77586207,0.01724138,0.0000264794
185350,A,185343,A,84,0.90311156,0.60769835,19.16074276,6.92919263,0.72289157,0.01204819,0.0000488049
185350,B,185_QT3,R,77,0.92785998,0.70030743,21.69019106,8.49606167,0.73684211,0.03947368,0.0000363580
185350,B,185108,0,77,0.52940233,0.56088014,5.44009999,5.86711205,0.78947368,0.01315789,0.0000004485
185350,B,185108,A,77,0.54540917,0.58377898,5.67279585,6.22686991,0.80263158,0.02631579,0.0000001316
185350,B,185323,B,66,0.92910371,0.62087666,20.25495742,6.33621753,0.75384615,0.01538462,0.0000425559
185350,B,185334,A,60,0.93556136,0.63543075,20.34799450,6.26723709,0.76271186,0.01694915,0.0000544035
185350,B,185334,B,60,0.92843250,0.69109041,19.19624135,7.28198447,0.83050847,0.03389831,0.0000003827
185350,B,185336,A,77,0.96414799,0.76526806,31.67426995,10.29562689,0.78947368,0.01315789,0.0000004485
185350,B,185343,0,77,0.92371136,0.73144150,21.02050780,9.28938293,0.73684211,0.05263158,0.0000363580
185350,B,185343,A,77,0.91710236,0.72104518,20.05537847,9.01218380,0.78947368,0.02631579,0.0000004485
185350,B,185343,C,77,0.92284955,0.72587825,20.88795019,9.13939790,0.76315789,0.03947368,0.0000044684
185350,C,185343,0,77,0.88809848,0.70237710,16.84370387,8.54554806,0.72368421,0.03947368,0.0000961659
185350,C,185343,A,77,0.88873069,0.70329796,16.90068299,8.56770321,0.73684211,0.01315789,0.0000363580
185350,C,185323,B,67,0.89503911,0.69537025,16.30388677,7.80107314,0.74242424,0.00000000,0.0000818466
185350,C,185336,A,77,0.94496208,0.70349666,25.17877648,8.57249474,0.75000000,0.00000000,0.0000130718
185350,C,185337,A,77,0.92809041,0.65826997,21.72901268,7.57295684,0.73684211,0.00000000,0.0000363580
185362,A,185337,A,66,0.74700313,0.56870557,9.05888361,5.53120593,0.75384615,0.00000000,0.0000425559
185362,A,185074,0,60,0.28871364,0.55133748,2.31628956,5.03290200,0.77966102,0.01694915,0.0000173724
185362,A,185_QT2,R,58,0.65430550,0.54977469,6.53226675,4.92526411,0.78947368,0.01754386,0.0000123703
185362,A,SPR0003,0,66,0.48293025,0.51348631,4.44637579,4.78720558,0.75384615,0.03076923,0.0000425559
185362,A,SPR0003,1,66,0.60259477,0.54102350,6.08770197,5.14643224,0.81538462,0.00000000,0.0000003668
185370,A,185_QT6,R,186,0.89893005,0.68813224,27.90912735,12.86448317,0.75675676,0.02162162,0.0000000000
185370,A,185013,E,175,0.45557704,0.52249574,6.75072839,8.06007604,0.65517241,0.03448276,0.0000424490
185370,A,185389,A,162,0.82528748,0.60939082,18.54345009,9.72196195,0.69565217,0.01863354,0.0000006867
185370,A,HOK0001,1,51,0.31876855,0.63551038,2.37809296,5.76171084,0.78000000,0.04000000,0.0000750132
185370,A,185373,A,108,0.85576785,0.57989048,17.11019661,7.32831559,0.70093458,0.05607477,0.0000322501
185370,A,185374,Q,152,0.58745942,0.56403175,8.92034585,8.36563608,0.68874172,0.01986755,0.0000035079
185370,A,185378,X,72,0.91270934,0.61519163,18.82145981,6.52867658,0.73239437,0.01408451,0.0000898887
185372,Q,185_QT1,R,116,0.65515394,0.53093522,9.29951821,6.68958440,0.71304348,0.02608696,0.0000048942
185372,A,185374,A,165,0.66490289,0.59792585,11.39988185,9.52378843,0.70121951,0.03658537,0.0000002553
185372,A,185374,Q,116,0.59200684,0.63659416,7.87728837,8.81350446,0.73913043,0.03478261,0.0000002916
185372,Q,185_QT6,R,142,0.66285632,0.60333606,10.51221129,8.95157928,0.72340426,0.04255319,0.0000001123
185372,Q,185374,A,142,0.67550702,0.58998725,10.87836534,8.64591865,0.68794326,0.03546099,0.0000080667
185372,Q,185374,Q,116,0.59200684,0.63659416,7.87728837,8.81350446,0.73913043,0.03478261,0.0000002916
185372,Q,185373,A,98,0.64324236,0.54023647,8.27414363,6.29011462,0.73195876,0.07216495,0.0000048992
185373,A,185_QT6,R,124,0.93454180,0.66959899,29.12595700,9.95790389,0.75609756,0.06504065,0.0000000134
185373,A,185370,A,108,0.85576785,0.57989048,17.11019661,7.32831559,0.70093458,0.05607477,0.0000322501
185373,A,185372,Q,98,0.64324236,0.54023647,8.27414363,6.29011462,0.73195876,0.07216495,0.0000048992
185374,Q,185_QT6,R,150,0.53688401,0.59814021,7.76798117,9.08006894,0.67785235,0.03355705,0.0000141237
185374,Q,185013,E,139,0.28960388,0.57271047,3.55439309,8.17729919,0.71739130,0.02173913,0.0000003264
185374,Q,185014,E,124,0.54222782,0.56855697,7.15707196,7.63382186,0.73983740,0.00813008,0.0000001039
185374,Q,185022,F,130,0.36144687,0.59897742,4.40291650,8.46271773,0.71317829,0.03875969,0.0000012823
185375,A,185_QT5,R,67,0.76518834,0.53238078,9.65572646,5.07048521,0.74242424,0.01515152,0.0000818466
185377,A,185380,A,66,0.93210757,0.81424667,20.74896293,11.22094670,0.75384615,0.00000000,0.0000425559
185374,A,185372,A,165,0.66490289,0.59792585,11.39988185,9.52378843,0.70121951,0.03658537,0.0000002553
185374,A,185372,Q,142,0.67550702,0.58998725,10.87836534,8.64591865,0.68794326,0.03546099,0.0000080667
185374,Q,185370,A,152,0.58745942,0.56403175,8.92034585,8.36563608,0.68874172,0.01986755,0.0000035079
185374,Q,185372,A,116,0.59200684,0.63659416,7.87728837,8.81350446,0.73913043,0.03478261,0.0000002916
185374,Q,185372,Q,116,0.59200684,0.63659416,7.87728837,8.81350446,0.73913043,0.03478261,0.0000002916
185375,A,185384,A,53,0.75756290,0.71821496,8.36884236,7.37126150,0.78846154,0.00000000,0.0000317897
185378,X,185370,A,72,0.91270934,0.61519163,18.82145981,6.52867658,0.73239437,0.01408451,0.0000898887
185379,A,185006,X,78,0.73320289,0.54607430,9.46137519,5.68265076,0.72727273,0.02597403,0.0000664587
185379,B,185092,A,71,0.47529091,0.52089487,4.51970829,5.06885202,0.74285714,0.00000000,0.0000482849
185379,A,185150,A,68,0.72867128,0.53577043,8.70893334,5.15491082,0.74626866,0.01492537,0.0000554004
185379,A,185092,0,73,0.53966942,0.57149611,5.43932988,5.86824743,0.73611111,0.02777778,0.0000615109
185379,A,185096,0,82,0.59451705,0.54011279,6.65435464,5.74020658,0.72839506,0.02469136,0.0000393760
185379,A,185096,A,82,0.57415376,0.51587530,6.31132779,5.38616141,0.74074074,0.01234568,0.0000146868
185380,A,185_QT2,R,66,0.80443891,0.50666526,10.91785784,4.70145064,0.80000000,0.01538462,0.0000013158
185380,A,185377,A,66,0.93210757,0.81424667,20.74896293,11.22094670,0.75384615,0.00000000,0.0000425559
185380,A,185031,E,66,0.42843900,0.64577223,3.82281724,6.76617432,0.76923077,0.00000000,0.0000141697
185380,A,185092,0,59,0.73994204,0.71559205,8.37739955,7.73437203,0.81034483,0.01724138,0.0000022783
185380,A,185092,A,59,0.74057669,0.66128699,8.39330407,6.65562938,0.77586207,0.00000000,0.0000264794
185380,A,185092,B,59,0.75264668,0.69751868,8.70560761,7.34914323,0.81034483,0.00000000,0.0000022783
185380,A,185021,F,64,0.47003175,0.53598971,4.22677551,4.99912897,0.77777778,0.01587302,0.0000103569
185384,A,185375,A,53,0.75756290,0.71821496,8.36884236,7.37126150,0.78846154,0.00000000,0.0000317897
185389,A,185_QT6,R,162,0.80864868,0.66194808,17.44134537,11.17077961,0.67080745,0.03105590,0.0000146021
1890102,L,VEND061,T,67,-0.32509784,0.54778511,-2.79281176,5.27884781,0.74242424,0.03030303,0.0000818466
185389,A,185370,A,162,0.82528748,0.60939082,18.54345009,9.72196195,0.69565217,0.01863354,0.0000006867
1890102,L,195049,0,68,0.29609567,0.53970749,2.53743023,5.20828023,0.80597015,0.01492537,0.0000005473
1890102,L,195049,B,67,0.34467732,0.51859552,2.98296421,4.89000516,0.75757576,0.03030303,0.0000285027
1890203,L,1890208,L,75,0.75760051,0.74142409,9.98458875,9.44021345,0.75675676,0.01351351,0.0000099891
1890102,L,VFH0032,1,66,0.44482589,0.52669369,4.00427939,4.95679543,0.75384615,0.01538462,0.0000425559
1890203,L,MEK07W3,H,61,0.13199278,0.66073779,1.03143604,6.76140376,0.80000000,0.01666667,0.0000033585
1890203,L,MEK07W3,X,61,0.13199278,0.66073779,1.03143604,6.76140376,0.80000000,0.01666667,0.0000033585
1890205,L,1890208,L,73,0.62837451,0.74223831,6.85417067,9.33274883,0.79166667,0.01388889,0.0000007431
1890204,L,D2A_QT2,R,51,0.26948953,0.52057842,1.97878733,4.26796643,0.78000000,0.02000000,0.0000750132
