Series_A,Radius_A,Series_B,Radius_B,overlap,r,r_wuchs,t,t_wuchs,SGC,SSGC,p
195022,B,HORB316,T,56,0.50190503,0.57769372,4.30353739,5.20079107,0.72727273,0.00000000,0.0007489604
195023,0,195049,A,60,0.28313697,0.61433271,2.26760801,5.92945412,0.74576271,0.03389831,0.0001597009
195022,B,VDMWL01,2,58,0.12842900,0.52562798,0.97771441,4.62368917,0.73684211,0.01754386,0.0003485752
195022,B,VNW0004,Q,62,0.05645731,0.54936432,0.44165008,5.09268152,0.73770492,0.00000000,0.0002047606
195023,0,195001,D,197,0.21872174,0.51007450,3.13808595,8.28107475,0.64795918,0.04591837,0.0000343006
195023,0,195001,G,194,0.24056092,0.51342345,3.44308878,8.29030479,0.67875648,0.03626943,0.0000006809
195023,0,195004,A,186,0.49321777,0.55604824,7.71173888,9.07490234,0.67567568,0.03783784,0.0000017626
195023,0,195005,A,176,0.63964489,0.63914988,11.00823571,10.96237316,0.69142857,0.04571429,0.0000004090
195023,0,195006,0,197,0.47783459,0.50675559,7.61532875,8.20849174,0.65306122,0.05612245,0.0000182153
195023,0,195007,0,163,0.05794779,0.65173296,0.73879648,10.90326368,0.75925926,0.03703704,0.0000000000
195023,0,195007,1,168,0.04478902,0.66077701,0.57938311,11.34254904,0.76646707,0.02994012,0.0000000000
195023,0,195007,A,148,0.03526629,0.57297772,0.42784721,8.44748854,0.68707483,0.04081633,0.0000057243
195023,0,195007,B,152,0.00990516,0.61116064,0.12172265,9.45684956,0.72847682,0.02649007,0.0000000196
195023,0,195007,D,137,0.02807136,0.52603351,0.32749460,7.18661595,0.66911765,0.02205882,0.0000799775
195023,0,195007,F,155,0.00686953,0.54046928,0.08525058,7.94571412,0.68181818,0.02597403,0.0000064035
195023,0,195007,G,168,0.01729894,0.57387002,0.22358497,9.02842731,0.70059880,0.02994012,0.0000002165
195023,0,195007,H,146,0.03261804,0.54480216,0.39298237,7.79621019,0.66896552,0.02068966,0.0000471691
195023,0,195008,0,206,0.33936814,0.56801290,5.16557004,9.85741595,0.69268293,0.04390244,0.0000000344
195023,0,195008,A,204,0.24547141,0.54402453,3.60781456,9.21502089,0.69458128,0.03448276,0.0000000294
