"Series_A","Series_B"
"GEN_QT1","CUY0028"
"GEN_QT1","CUY0033"
"GEN_QT1","HRW2002"
"GEN_QT1","HRW2003"
"GEN_QT1","CUY0056"
"GEN_QT1","CUY0061"
"GEN_QT1","CUY0076"
"GEN_QT1","CUY0080"
"GEN_QT1","CUY0084"
"GEN_QT1","CUY0100"
"GEN0012","D2B0103"
"GEN0011","D2B0103"
"GEN0015","CUY0097"
"GEN0015","CUY0020"
"GEN0015","CUY0028"
"GEN0015","CUY0061"
"GEN0017","202034"
"GEN0015","CUY0098"
"GEN0021","GEN0022"
"GEN0022","GEN0021"
"GEP_QT1","CUY0051"
"GEP_QT1","GEP0007"
"GEP0007","CUY0039"
"GEP0007","CUY0089"
"GEP_QT1","GEP0014"
"GEP_QT1","GEP0028"
"GEP0007","CUY0033"
"GEP0007","GEP_QT1"
"GEP0007","GEP0028"
"GEP0014","GEP_QT1"
"GEP0028","CUY0033"
"GEP0028","CUY0034"
"GEP0028","CUY0044"
"GEP0028","GEP_QT1"
"GEP0028","GEP0007"
"GEP0028","IBYK011"
"GMW_QT1","VEND107"
"GMW_QT1","1TN0102"
"GMW_QT1","1TN0103"
"GMW_QT1","ECW0001"
"GMW_QT1","GMW0002"
"GMW_QT1","SILL123"
"GMW0002","GMW_QT1"
"GMW0003","F2A0101"
"GMW0003","GMW0005"
"GMW0005","BSN0004"
"GMW0005","VFH0051"
"GMW0005","RHH0001"
"GMW0005","GMW0003"
"GMW0005","HORB107"
"GMW0005","VEND265"
"GUEN101","DMN1037"
"GUEN101","METZ645"
"GUEN101","SEME104"
"GVE0003","GVE0001"
"GUEN101","VOW0007"
"GUEN101","VRW0008"
"GVE0002","GVE0001"
"GVE0001","GVE0002"
"GVE0001","GVE0003"
"GVE0001","GVE0004"
"GVE0003","GVE0004"
"GVE0004","GVE0001"
"GVE0004","GVE0003"
"GWP0001","VEND150"
"GVE0004","VEND248"
"GWP0001","VLD0001"
"HBW0003","068156"
"HBW0001","MAV0001"
"HBW0001","VDM2W05"
"HBW0001","VDMWL12"
"HBW0003","068160"
"HBW0005","NEW0002"
"HBW0005","VDM2W24"
"HBW2002","VDMWL12"
"HBW2002","068005"
"HBW2002","068085"
"HBW2002","1TN0120"
"HKL_QT1","185338"
"HKL_QT1","BSK0002"
"HKL_QT1","HOK0007"
"HKL0001","HKL0005"
"HKL0001","HKL0006"
"HKL0001","HKL0007"
"HKL_QT1","KNES30d"
"HKL0005","HKL0001"
"HKL0006","HKL0001"
"HKL0006","NEW0005"
"HKL0008","VEND107"
"HKL0007","HKL0008"
"HKL0008","HKL0007"
"HKL0006","VEN_QT1"
"HKL0007","HKL0001"
"HOK_QT1","HOK0005"
"HOK_QT2","HOK0010"
"HOK_QT2","5851804"
"HOK_QT2","1TN0124"
"HOK_QT2","NEW0002"
"HOK0002","5851603"
"HOK0001","1TN0106"
"HOK0001","185370"
"HOK0001","HOK0005"
"HOK0001","RHH0001"
"HOK0002","DMN4002"
"HOK0002","VOW0016"
"HOK0002","SWP0002"
"HOK0002","VEL0003"
"HOK0005","HOK_QT1"
"HOK0005","RHH0001"
"HOK0005","HOK0001"
"HOK0005","185035"
"HOK0007","ABF0021"
"HOK0007","F2A0101"
"HOK0007","HKL_QT1"
"HOK0007","AVE0001"
"HOK0008","HOK0011"
"HOK0008","HOK0009"
"HOK0009","EKB0013"
"HOK0009","HOK0008"
"HOK0009","HOK0010"
"HOK0009","METZ616"
"HOK0010","1TN0120"
"HOK0010","HOK_QT2"
"HOK0010","388001"
"HOK0010","56304004"
"HOK0010","METZ614"
"HOK0010","HOK0009"
"HOK0010","NEW0006"
"HOK0012","068129"
"HOK0011","HOK0008"
"HOK0012","VEND080"
"HOK0014","VEN_QT1"
"HOK0012","VEND183"
"HOK0012","VEND211"
"HOK0015","202052"
"HOK0014","VDM2W07"
"HOK0015","VBA0001"
"HOK0015","HOK0019"
"HOK0019","HOK0015"
"HOK0019","NEW0005"
"HOK0019","NEW0012"
"HOK0019","LIW0002"
"HOK0019","MMB0001"
"HOK0019","VFH0028"
"HOK0022","OSH0019"
"HOK0021","ZLF0047"
"HOK0023","NEW0008"
"HOK0023","HOK0024"
"HOK0023","HOK0025"
"HOK0023","HRW4_QT1"
"HOK0024","HOK0023"
"HOK0025","HOK0023"
"HORB102","195028"
"HORB101","OFBG212"
"HORB102","195001"
"HORB102","195008"
"HORB102","195014"
"HORB102","195016"
"HORB101","195023"
"HORB101","HORB304"
"HORB101","HORB312"
"HORB102","ELT0005"
"HORB102","HORB310"
"HORB102","OFBG209"
"HORB104","068134"
"HORB105","068129"
"HORB104","SARR202"
"HORB105","195014"
"HORB105","FLEV_QT2"
"HORB105","C4A_QT2"
"HORB105","DMN1030"
"HORB105","HORB320"
"HORB105","FLEV137"
"HORB105","FLEV150"
"HORB105","HORB321"
"HORB105","HORB328"
"HORB105","HORB336"
"HORB105","HORB324"
"HORB105","SAND101"
"HORB105","NWH0027"
"HORB105","OFBG212"
"HORB105","SARR216"
"HORB105","TROY090"
"HORB105","VFH_QT5"
"HORB107","BJG0004"
"HORB105","VFH0013"
"HORB105","VFH0035"
"HORB204","5870303"
"HORB107","GMW0005"
"HORB204","56302002"
"HORB204","195022"
"HORB204","195029"
"HORB205","195020"
"HORB206","SARR620"
"HORB210","SILL105"
"HORB303","HORB306"
"HORB304","ELT0005"
"HORB304","HORB101"
"HORB304","HORB305"
"HORB304","HORB315"
"HORB305","HORB304"
"HORB305","HORB315"
"HORB307","HORB309"
"HORB306","195014"
"HORB306","TROY166"
"HORB306","TROY173"
"HORB306","068134"
"HORB306","HORB303"
"HORB306","HORB311"
"HORB309","HORB307"
"HORB307","TROY216"
"HORB309","HORB312"
"HORB309","DIFO035"
"HORB309","195008"
"HORB309","TROY216"
"HORB310","HORB312"
"HORB310","ELT0005"
"HORB310","HORB102"
"HORB310","OFBG212"
"HORB311","195006"
"HORB310","SARR216"
"HORB311","195024"
"HORB311","195008"
"HORB311","195014"
"HORB311","HORB306"
"HORB311","HORB316"
"HORB312","195022"
"HORB312","195008"
"HORB311","TROY166"
"HORB312","HORB101"
"HORB312","ELT0005"
"HORB312","HORB309"
"HORB312","HORB310"
"HORB313","DAMB110"
"HORB312","TROY049"
"HORB313","195047"
"HORB313","METZ645"
"HORB313","MMB0003"
"HORB313","TROY020"
"HORB313","FLEV129"
"HORB313","FLEV137"
"HORB313","FLEV150"
"HORB313","TROY168"
"HORB313","TROY173"
"HORB315","ELT0005"
"HORB315","HORB304"
"HORB315","HORB305"
"HORB316","195003"
"HORB316","195014"
"HORB316","195016"
"HORB316","195022"
"HORB316","195008"
"HORB316","FLOR103"
"HORB316","HORB311"
"HORB316","SARR216"
"HORB316","TROY216"
"HORB316","UDP0001"
"HORB319","TROY094"
"HORB320","068015"
"HORB320","185150"
"HORB320","1TN0096"
"HORB320","195050"
"HORB320","195021"
"HORB320","195022"
"HORB320","1TN0108"
"HORB320","TROY019"
"HORB320","HORB105"
"HORB320","SILL151"
"HORB320","HORB324"
"HORB320","SARR216"
"HORB320","TROY049"
"HORB321","HORB105"
"HORB321","195021"
"HORB321","SARR613"
"HORB321","TROY019"
"HORB324","185108"
"HORB324","FLEV115"
"HORB324","HORB320"
"HORB324","SARR216"
"HORB324","HORB105"
"HORB324","VDMW201"
"HORB324","SILL120"
"HORB324","SILL151"
"HORB325","068_QT07"
"HORB328","195053"
"HORB326","56302003"
"HORB328","195014"
"HORB328","SARR216"
"HORB328","HORB105"
"HORB328","TROY019"
"HORB330","IJS0003"
"HORB330","068036"
"HORB331","TROY139"
"HORB330","OFBG208"
"HORB332","HORB348"
"HORB336","IJS0003"
"HORB336","FLEV_QT2"
"HORB336","FLEV106"
"HORB336","FLEV115"
"HORB336","FLEV117"
"HORB336","FLEV128"
"HORB336","FLEV137"
"HORB336","FLEV150"
"HORB336","HORB105"
"HORB336","VLD0001"
"HORB336","TROY083"
"HORB336","TROY090"
"HORB336","TROY019"
"HORB336","TROY216"
"HORB338","HORB340"
"HORB338","HORB341"
"HORB338","HORB342"
"HORB338","HORB343"
"HORB338","HORB344"
"HORB340","HORB338"
"HORB340","HORB342"
"HORB340","HORB344"
"HORB341","HORB338"
"HORB341","HORB343"
"HORB342","1DH0039"
"HORB342","202047"
"HORB344","1DH0039"
"HORB342","HORB338"
"HORB342","HORB340"
"HORB342","HORB343"
"HORB342","HORB344"
"HORB342","LAMA102"
"HORB342","VFH0044"
"HORB343","HORB338"
"HORB343","HORB341"
"HORB343","HORB342"
"HORB343","HORB344"
"HORB344","TROY139"
"HORB344","HORB338"
"HORB344","HORB340"
"HORB344","HORB342"
"HORB344","HORB343"
"HORB348","HORB332"
"HORB354","HORB356"
"HORB348","SARR614"
"HORB356","HORB354"
"HRW_QT1","HRW2003"
"HRW_QT1","HRW2004"
"HRW_QT1","HRW3_QT1"
"HRW_QT1","NEW_QT1"
"HRW2001","CUY0022"
"HRW2001","CUY0037"
"HRW2001","CUY0080"
"HRW2001","HRW2003"
"HRW2001","HRW2004"
"HRW2001","CUY0031"
"HRW2002","GEN_QT1"
"HRW2003","HRW2001"
"HRW2003","HRW2004"
"HRW2004","CKP0001"
"HRW3_QT1","HRW_QT1"
"HRW3_QT1","HRW3003"
"HRW3_QT1","HRW3004"
"HRW2003","CUY0002"
"HRW2003","GEN_QT1"
"HRW2003","HRW_QT1"
"HRW2004","HRW_QT1"
"HRW2004","HRW2003"
"HRW2004","DIK0003"
"HRW2004","HRW2001"
"HRW2005","RHW0002"
"HRW3_QT1","D1A_QT1"
"HRW3_QT1","WHN0011"
"HRW3004","HRW3_QT1"
"HRW3003","HRW3_QT1"
"HRW4_QT1","AZW0002"
"HRW4_QT1","HOK0023"
"IALP062","TROY090"
"IALP062","FLEV113"
"IALP062","FLEV137"
"IALP062","TROY226"
"IALP062","BHC0030"
"IALP062","FLEV128"
"IALP062","FLEV150"
"IALP062","VEND082"
"IALP062","185349"
"IALP062","DAMP108"
"IALP062","MMB0015"
"IALP062","NOVY122"
"IALP062","TROY135"
"IALP062","FLEV106"
"IALP062","FLEV127"
"IALP062","FLEV143"
"IALP065","1TN0090"
"IALP062","VEND088"
"IALP065","600M1"
"IALP065","NEW0013"
"IALP065","BHC0022"
"IALP065","DMN4_QT1"
"IALP065","OSH0018"
"IALP065","OSN0004"
"IALP065","RHH0003"
"IALP065","1GD0003"
"IALP065","VDMLR15"
"IALP065","VEL0002"
"IALP065","NEW0014"
"IALP065","F2A0101"
"IALP065","TROY216"
"IBYK_QT2","IBYK011"
"IBYK008","CUY0030"
"IBYK008","CUY0038"
"IBYK008","CUY0039"
"IBYK008","CUY0068"
"IBYK011","CUY0020"
"IBYK011","CUY0033"
"IBYK011","GEP0028"
"IBYK011","CUY0084"
"IBYK011","IBYK_QT2"
"IJS0001","IJS0002"
"IJS0001","VDMM002"
"IJS0002","IJS0001"
"IJS0002","D2A_QT1"
"IJS0003","068_QT03"
"IJS0003","TROY216"
"IJS0003","C5A_QT2"
"IJS0003","C5A0104"
"IJS0003","C5A0203"
"IJS0003","SILL151"
"IJS0003","SPR0002"
"IJS0003","SPR0003"
"IJS0003","UDP0002"
"IJS0003","VAL0011"
"IJS0003","BHO0002"
"IJS0003","BJG0004"
"IJS0003","OFBG212"
"IJS0003","HORB330"
"IJS0003","HORB336"
"IJS0003","C5A0306"
"ILLA203","195006"
"ILLA203","NOVY108"
"ILLA203","NOVY124"
"ILLA203","SILL_QT6"
"ILLA203","FLEV118"
"IOSS001","OSN0003"
"IOSS001","C4A_QT3"
"IOSS001","ELT0005"
"IOSS001","SAND103"
"IOSS001","TROY085"
"IOSS001","BSN0004"
"IWRD543","DMN1_QT2"
"IOSS001","VLD0001"
"IWRD543","NEW0002"
"IWRD543","1TN0067"
"IWRD543","IWRD578"
"IWRD543","VDMWL22"
"IWRD577","VDM2W13"
"IWRD577","VDMWL05"
"IWRD577","SILL_QT4"
"IWRD577","VDM2W17"
"IWRD577","F1B0401"
"IWRD577","VNW0005"
"IWRD577","56304001"
"IWRD577","VDM2W03"
"IWRD577","VDM2W24"
"IWRD577","VNW0003"
"IWRD577","VNW0009"
"IWRD577","BHC0066"
"IWRD577","VDMWL10"
"IWRD577","EL_20D"
"IWRD577","IWRD578"
"IWRD577","SILL135"
"IWRD577","VEN_QT1"
"IWRD577","1TN0074"
"IWRD577","F1B0103"
"IWRD577","F1B0504"
"IWRD577","VDMS101"
"IWRD577","VNW0006"
"IWRD578","IWRD577"
"IWRD577","VDMWL08"
"IWRD577","1TN0067"
"IWRD578","VDMWL41"
"IWRD578","VNW0005"
"IWRD577","VNW0007"
"IWRD577","1TN0126"
"IWRD577","BHC0045"
"IWRD577","068147"
"IWRD578","BGA0003"
"IWRD578","DAAH15A"
"IWRD578","F1B0503"
"IWRD578","SARR612"
"IWRD578","VNW0009"
"IWRD578","VFH_QT1"
"IWRD578","1TN0067"
"IWRD578","IWRD543"
"IWRD584","BSN0002"
"KNES24","185347"
"KNES30a","F2A0101"
"KNES24","KNES30a"
"KNES24","KNES30d"
"KNES30a","BJG0002"
"KNES30a","DIFO063"
"KNES30a","NEW0014"
"KNES30a","KNES24"
"KNES30a","LRC_QT1"
"KNES30d","KNES24"
"KNES30c","ALB0002"
"KNES30d","BJV0004"
"KNES30d","HKL_QT1"
"KNES30c","KNES30d"
"KNES30c","MEK07W1"
"KNES30d","F2A0101"
"KNES30d","KNES30c"
"LAMA101","202046"
"LAMA101","202048"
"LAMA102","ATT_QT1"
"LAMA101","ATT_QT1"
"LAMA101","TRAG102"
"LANG101","068100"
"LANG101","068030"
"LANG101","068071"
"LANG101","068083"
"LANG101","068085"
"LAMA102","HORB342"
"LANG101","ELT0001"
"LANG101","LANG102"
"LANG102","068002"
"LANG102","LANG101"
"LIW_QT1","BGA0003"
"LIW_QT1","388008"
"LIW_QT1","EL_QT1"
"LIW_QT2","BHC0033"
"LIW_QT1","POM4006"
"LIW_QT1","VDMWL31"
"LIW_QT1","VDML204"
"LIW_QT1","VOW0039"
"LIW_QT2","DMN1036"
"LIW_QT2","VFH0038"
"LIW0002","EMP0004"
"LIW0002","OSN0004"
"LIW0002","HOK0019"
"LIW0002","NEW0005"
"LIW0002","NEW0012"
"LIW0002","NOVY131"
"LIW0002","VDMWL31"
"LIW0004","EL_20D"
"LIW0005","388001"
"LMH0001","F2A0101"
"LIW0005","VFH0038"
"LMH0001","185362"
"LIW0005","VFH0046"
"LMH0001","NEW0014"
"LMH0001","LMH0004"
"LMH0001","VEND143"
"LMH0002","BAR0008"
"LMH0002","DMN4016"
"LMH0002","LMH0003"
"LMH0002","WOE0008"
"LMH0003","LMH0002"
"LMH0004","LMH0001"
"LMH0001","OSH0019"
"LMH0002","BHC0034"
"LMH0004","BHC0056"
"LMH0004","FLOR103"
"LOK0005","068024"
"LOK0021","BRE0010"
"LRB0025","SPR0005"
"LRB0025","C5A_QT1"
"LRB0025","C5A0104"
"LRB0025","C5A0202"
"LRB0025","C5A0203"
"LRB0025","C5A0305"
"LRB0025","OKF0011"
"LRB0025","VDM0001"
"LRB0025","VDMWL07"
"LRB0025","VOW0039"
"LRB0032","C5A0104"
"LRB0025","C5A0102"
"LRB0032","C5A0305"
"LRB0032","UDP0005"
"LRB0032","TROY110"
"LRB0032","VAL0011"
"LRB0032","VOW0039"
"LRB0032","SPR0001"
"LRB0032","C5A0202"
"LRB0032","C5A0404"
"LRB0032","VAL0022"
"LRB0032","VDM0001"
"LRB0032","SPR0002"
"LRB0032","SPR0003"
"LRC0022","TROY156"
"LRC0021","LRC0023"
"LRC0021","LRC0029"
"LRC0022","C4CRH13"
"LRC_QT1","KNES30a"
"LRC0022","VEND003"
"LRC0023","C4CRH01"
"LRC0023","LRC0021"
"LRC0028","LRC0026"
"LRC0027","C4CRH17"
"LRC0026","LRC0028"
"LRC0031","LRC0029"
"LRC0029","LRC0021"
"LRC0029","LRC0031"
"LUPP101","SILL_QT6"
"LUPP101","FLOR103"
"LUPP101","ROSN_QT1"
"LUPP101","SARR214"
"LUPP101","SARR216"
"LUPP101","TROY127"
"LUPP101","TROY172"
"LUPP101","TROY173"
"LUPP101","TROY180"
"LUPP101","TROY212"
"LUPP101","TROY216"
"LUPP101","DAMB110"
"LUPP101","TROY020"
"LUPP101","TROY025"
"LUPP101","TROY055"
"LUPP101","TROY072"
"LUPP101","VILE101"
"LUPP101","VLD0001"
"MAIR_QT2","NWH0021"
"MAIR_QT2","SIVR102"
"MAIR_QT3","MAIR_QT2"
"MAIR_QT3","RHH0001"
"MAIR_QT2","MAIR_QT3"
"MAP0002","195050"
"MAP0002","195001"
"MAP0002","195016"
"MAP0002","195024"
"MAP0002","195026"
"MAP0002","FLEV122"
"MAP0002","MAP0003"
"MAP0002","VEND187"
"MAP0002","TROY096"
"MAP0002","TROY226"
"MAP0002","VEND016"
"MAP0002","VEND053"
"MAP0003","185024"
"MAP0003","195005"
"MAP0003","195008"
"MAP0003","195014"
"MAV0001","EMP0014"
"MAP0003","195025"
"MAP0003","195026"
"MAP0003","195050"
"MAP0003","DAMP108"
"MAV0001","HBW0001"
"MAV0001","METZ615"
"MAP0003","MAP0002"
"MAV0001","NEW0005"
"MAV0001","NKF0001"
"MAV0001","OKF_QT1"
"MB_QT1","MB-O1b"
"MAV0001","RAT0003"
"MB_QT1","DMN4001"
"MB_QT1","BSK0002"
"MB_QT1","MEH0011"
"MB-O1b","600M1"
"MB_QT1","VFH0038"
"MB-O1b","MB_QT1"
"MB-x","DMN4001"
"MEH0001","ELS0006"
"MEH0001","ELS0007"
"MEH0001","SARR616"
"MEH0001","VEL0002"
"MEH0001","VEL0003"
"MEH0001","OSD0017"
"MEH0001","VEND196"
"MEH0001","MMB0015"
"MEH0001","FLEV_QT1"
"MEH0001","FLEV106"
"MEH0001","TROY110"
"MEH0001","TROY217"
"MEH0011","068_QT02"
"MEH0011","068_QT06"
"MEH0011","068138"
"MEH0011","068087"
"MEH0011","068160"
"MEH0011","ALC0049"
"MEH0011","56302002"
"MEH0011","5851806"
"MEH0011","C5A0104"
"MEH0011","BHC0056"
"MEH0011","BHC0059"
"MEK07N4","BHC0030"
"MEH0011","F1B0103"
"MEH0011","F1B0301"
"MEH0011","F1B0302"
"MEH0011","MB_QT1"
"MEH0011","VDMWL03"
"MEH0011","OSP0006"
"MEH0011","VDMWL53"
"MEK07O2","MEK07Z4"
"MEK07N7","VDMWL20"
"MEK07O3","DAAH15A"
"MEK07O3","C5A0101"
"MEK07O3","ALC0002"
"MEK07O3","BJG0002"
"MEK07O3","VEND003"
"MEK07O3","F2A0101"
"MEK07O3","NOVY126"
"MEK07O3","TROY198"
"MEK07O3","TROY212"
"MEK07O3","VEND107"
"MEK07W1","068118"
"MEK07O6","MEK07W7"
"MEK07W1","KNES30c"
"MEK07W1","1TN0108"
"MEK07W1","BAR_QT1"
"MEK07W1","DAAH15A"
"MEK07W3","VEND161"
"MEK07W3","1890203"
"MEK07W3","1890205"
"MEK07W3","TROY163"
"MEK07W3","BAR_QT2"
"MEK07W3","BJV0004"
"MEK07W6","600M1"
"MEK07Z3","1TN0108"
"MEK07W7","BHC0056"
"MEK07W7","068117"
"MEK07W7","MEK07O6"
"METZ618","202031"
"METZ614","587_QT2"
"METZ614","HOK0010"
"METZ615","MAV0001"
"METZ616","HOK0009"
"METZ616","METZ629"
"METZ616","METZ633"
"METZ616","METZ634"
"METZ616","ZLF0027"
"MEK07Z3","MEK07Z4"
"MEK07Z4","MEK07O2"
"MEK07Z4","MEK07Z3"
"MELINP5","068130"
"MELINP5","1890301"
"MELINP5","1890302"
"MELINP5","1890304"
"MELINP5","1890308"
"METZ603","BHC0028"
"METZ605","METZ618"
"METZ605","METZ624"
"METZ606","METZ621"
"METZ606","METZ624"
"METZ608","METZ628"
"METZ610","METZ618"
"METZ616","SARR632"
"METZ616","VAUC201"
"METZ618","202022"
"METZ618","202051"
"METZ618","202108"
"METZ618","METZ605"
"METZ618","METZ610"
"METZ618","METZ624"
"METZ618","METZ625"
"METZ618","METZ626"
"METZ618","WHN0011"
"METZ619","202025"
"METZ619","202070"
"METZ621","202019"
"METZ621","SARR215"
"METZ621","METZ606"
"METZ621","METZ625"
"METZ624","METZ618"
"METZ624","METZ605"
"METZ624","METZ606"
"METZ623","METZ624"
"METZ624","METZ623"
"METZ626","SARR219"
"METZ625","METZ618"
"METZ625","METZ621"
"METZ626","METZ618"
"METZ627","068072"
"METZ628","METZ608"
"METZ629","1TN0080"
"METZ629","NEW0007"
"METZ629","56304008"
"METZ629","METZ616"
"METZ634","METZ616"
"METZ633","METZ616"
"METZ633","METZ634"
"METZ634","METZ633"
"METZ638","METZ640"
"METZ640","METZ638"
"METZ645","GUEN101"
"METZ645","ALC0048"
"METZ645","HORB313"
"METZ647","TROY019"
"METZ647","195007"
"METZ647","FLEV_QT1"
"METZ647","FLEV_QT2"
"METZ647","FLEV109"
"METZ647","FLEV113"
"METZ647","FLEV127"
"METZ647","FLEV128"
"METZ647","FLEV150"
"METZ647","TROY208"
"METZ647","TROY216"
"METZ647","TROY217"
"METZ647","TROY221"
"METZ647","C4A_QT3"
"METZ647","SARR610"
"METZ647","SILL_QT7"
"METZ647","TROY168"
"METZ647","TROY020"
"MMB_QT1","VDMWL31"
"MLO0001","MRW0003"
"MMB_QT1","MRW0001"
"METZ650","VEND089"
"MLO0001","WEF0017"
"MMB_QT1","388015"
"MMB_QT1","BGA0003"
"MMB_QT1","EL_QT1"
"MMB_QT1","WOE0008"
"MMB0001","VDMLR02"
"MMB0001","HOK0019"
"MMB0001","TROY203"
"MMB0001","5851806"
"MMB0002","CUY0001"
"MMB0003","195011"
"MMB0002","MMB0008"
"MMB0003","DAMP108"
"MMB0003","ALC0103"
"MMB0003","VDM2W13"
"MMB0003","FLEV101"
"MMB0003","FLEV106"
"MMB0003","FLEV127"
"MMB0003","FLEV150"
"MMB0003","MMB0015"
"MMB0003","MRW0002"
"MMB0003","FLEV137"
"MMB0003","195050"
"MMB0003","C4A0601"
"MMB0003","HORB313"
"MMB0003","TROY018"
"MMB0005","MMB0008"
"MMB0006","195011"
"MMB0006","MRW0003"
"MMB0007","1TN0105"
"MMB0007","563004a"
"MMB0007","C4A_QT2"
"MMB0008","MMB0005"
"MMB0007","MMB0015"
"MMB0011","195008"
"MMB0008","MMB0002"
"MMB0011","195021"
"MMB0015","195006"
"MMB0015","195021"
"MMB0015","195022"
"MMB0015","195027"
"MMB0015","ALC0101"
"MMB0015","195007"
"MMB0015","MEH0001"
"MMB0015","IALP062"
"MMB0015","MMB0003"
"MMB0015","MMB0007"
"MMB0015","MRW0002"
"MMB0015","VFH0034"
"MRW0001","DAAH01"
"MRW0001","MMB_QT1"
"MRW0001","NEW0007"
"MRW0002","FLEV_QT1"
"MRW0001","VDMWL43"
"MRW0002","FLEV_QT2"
"MRW0002","FLEV103"
"MRW0002","FLEV109"
"MRW0002","FLEV113"
"MRW0002","FLEV137"
"MRW0002","FLEV127"
"MRW0002","MMB0003"
"MRW0002","FLEV150"
"MRW0002","MMB0015"
"MRW0002","SILL139"
"MRW0002","NOVY111"
"MRW0002","SILL146"
"MRW0002","SILL151"
"MRW0002","TREM101"
"MRW0002","TROY217"
"MRW0002","TROY007"
"MRW0002","VLD0001"
"MRW0002","OFBG209"
"MRW0002","ELS_QT2"
"MRW0002","FLEV143"
"MRW0003","MLO0001"
"MRW0003","F1B0503"
"MRW0002","TROY216"
"MRW0003","MMB0006"
"MRW0003","WOE0003"
"MRW0003","BHC0055"
"MRW0003","F1B0101"
"MRW0003","F1B0301"
"MRW0003","F1B0602"
"NEW_QT1","HRW_QT1"
"NEW_QT1","NEW0008"
"NEW0002","HBW0005"
"NEW0002","HOK_QT2"
"NEW0002","NEW0003"
"NEW0002","NEW0012"
"NEW0002","IWRD543"
"NEW0003","NEW0002"
"NEW0003","EMP0011"
"NEW0002","SWP0004"
"NEW0003","NEW0004"
"NEW0003","NEW0013"
"NEW0004","BHC0078"
"NEW0004","NEW0003"
"NEW0004","NEW0013"
"NEW0005","068160"
"NEW0004","OSD_QT2"
"NEW0004","VDMWL26"
"NEW0005","BJG0004"
"NEW0005","BHC0071"
"NEW0005","388013"
"NEW0005","LIW0002"
"NEW0005","HOK0019"
"NEW0005","HKL0006"
"NEW0005","MAV0001"
"NEW0005","NEW0011"
"NEW0005","NEW0012"
"NEW0005","VBA0001"
"NEW0005","VDMWL12"
"NEW0006","SILL_QT1"
"NEW0006","HOK0010"
"NEW0006","SWP0002"
"NEW0006","DMN1037"
"NEW0007","METZ629"
"NEW0007","MRW0001"
"NEW0007","NEW0008"
"NEW0008","NEW_QT1"
"NEW0008","HOK0023"
"NEW0008","NEW0007"
"NEW0011","NEW0005"
"NEW0011","DEU0019"
"NEW0011","NEW0014"
"NEW0012","HOK0019"
"NEW0011","VNW0010"
"NEW0012","LIW0002"
"NEW0012","NEW0002"
"NEW0012","NEW0005"
"NEW0012","VDMLR13"
"NEW0013","DEU0014"
"NEW0013","VDMWL31"
"NEW0013","EMP0014"
"NEW0013","NEW0003"
"NEW0013","NEW0004"
"NEW0013","NEW0014"
"NEW0013","NOVY119"
"NEW0013","NOVY141"
"NEW0013","TROY163"
"NEW0013","IALP065"
"NEW0013","OKF_QT1"
"NEW0013","OSH0019"
"NEW0013","TROY020"
"NEW0013","VILE101"
"NEW0014","LMH0001"
"NEW0014","NEW0011"
"NEW0014","NEW0013"
"NEW0014","OSG0001"
"NEW0014","IALP065"
"NEW0014","KNES30a"
"NEW0014","TROY208"
"NEW0014","TROY228"
"NHO0003","195026"
"NHO0003","TROY096"
"NHO0003","VEND039"
"NHO0003","VEND050"
"NHO0003","VEND053"
"NHO0003","FLEV109"
"NHO0003","VEND249"
"NIZ0016","DMW0001"
"NIZ0016","C4A_QT3"
"NIM0001","068147"
"NKF0001","NLF0003"
"NIZ0016","OSD0017"
"NIZ0016","OSG0002"
"NIZ0016","OSH0020"
"NIZ0016","OSH0025"
"NIZ0016","VEN_QT1"
"NIZ0016","ZLF0008"
"NKF0001","MAV0001"
"NIZ0016","OSP0003"
"NKF0001","SWP0003"
"NKF0002","NLF0002"
"NKF0001","Y000E02"
"NLF0003","NKF0001"
"NLF0002","NKF0002"
"NLF0003","Y000C01"
"NOR_QT1","OSD0017"
"NOR_QT1","TROY087"
"NOR_QT1","TROY110"
"NOR_QT1","TROY127"
"NOR_QT1","TROY176"
"NOR_QT1","TROY025"
"NOR_QT1","TROY210"
"NOR_QT1","TROY215"
"NOR_QT1","VEND068"
"NOVY_QT3","NOVY117"
"NOVY_QT1","NOVY107"
"NOVY_QT2","NOVY115"
"NOVY_QT3","NOVY_QT5"
"NOVY_QT3","NOVY108"
"NOVY_QT1","VEND050"
"NOVY_QT3","NOVY118"
"NOVY_QT3","OSH0019"
"NOVY_QT3","NOVY125"
"NOVY_QT3","NOVY130"
"NOVY_QT3","NOVY137"
"NOVY_QT3","NOVY141"
"NOVY_QT3","TROY020"
"NOVY_QT3","NOVY150"
"NOVY_QT4","1TN0067"
"NOVY_QT3","VEND089"
"NOVY_QT3","VEND047"
"NOVY_QT4","068156"
"NOVY_QT4","1TN0123"
"NOVY_QT4","56302002"
"NOVY_QT4","C5A0307"
"NOVY_QT4","SEME102"
"NOVY_QT4","NOVY134"
"NOVY_QT4","SEME103"
"NOVY_QT4","VDM2W01"
"NOVY_QT4","VDMWL53"
"NOVY_QT4","VDMWL23"
"NOVY_QT5","FLEV119"
"NOVY_QT4","VZS0002"
"NOVY_QT5","NOVY_QT3"
"NOVY_QT5","NOVY104"
"NOVY_QT5","NOVY116"
"NOVY_QT5","NOVY118"
"NOVY_QT5","TROY096"
"NOVY_QT5","NOVY141"
"NOVY_QT5","VEND093"
