"Series_A","Series_B"
"56302005","56302004"
"56304001","1TN0126"
"56304001","56304003"
"56304001","56304004"
"56304001","56304008"
"56304003","TRAG102"
"56304001","ZLF0032"
"56304003","068063"
"56304001","IWRD577"
"56304003","56304001"
"56304003","56304004"
"56304003","56304008"
"56304003","587008"
"56304005","56304008"
"56304004","56304001"
"56304004","56304003"
"56304004","HOK0010"
"56304005","VFH0054"
"56304004","56304008"
"56304005","56304009"
"56304009","56304005"
"56304008","SILL_QT1"
"56304008","56304005"
"56304008","METZ629"
"56304008","56304001"
"56304008","56304003"
"56304008","56304004"
"5850204","5850205"
"563M4SEQ","563010a"
"563M4SEQ","563011"
"563M4SEQ","563012"
"563M4SEQ","563013"
"563M4SEQ","563014"
"563M4SEQ","563015"
"5850204","VFH0006"
"5850205","5850204"
"5850205","600M1"
"5850205","BAR0001"
"5850204","5851605"
"5850205","BHC0077"
"5850205","VFH0038"
"5850205","EMP0011"
"5851603","EL_QT1"
"5851603","HOK0002"
"5850206","388_QT1"
"5851603","587008"
"5851603","F1B0401"
"5851603","F1B0402"
"5851605","5850204"
"5851801","5851809"
"5851804","HOK_QT2"
"5851803","DMN1001"
"5851803","DMN1037"
"5851804","195009"
"5851806","BHC0067"
"5851806","C5A0202"
"5851806","VDMLR04"
"5851806","MEH0011"
"5851806","DIFO054"
"5851806","MMB0001"
"5851806","RAT0001"
"5851806","VDMWL20"
"5851806","VEN0006"
"5851809","5851801"
"5851807","BJG0004"
"5851808","POM3011"
"587_QT1","ALC0103"
"587_QT1","563005"
"587001","NWH0032"
"587001","563004b"
"587_QT2","METZ614"
"587008","56304003"
"587008","5851603"
"587010","5870301"
"5870301","5870601"
"587010","C4A0601"
"5870301","587010"
"587010","VFH0036"
"587015","195017"
"5870303","HORB204"
"5870303","VZS0001"
"5870601","5870301"
"5870501","TROY074"
"6001001","6001004"
"5870601","C4A0504"
"6001001","SEME103"
"6001001","DMN1_QT2"
"6001004","6001001"
"6001004","068022"
"6001004","BHC0059"
"6001004","C4A0901"
"6001004","C4A1701"
"6001004","068056"
"6001004","56302002"
"6001004","C4A0504"
"6001004","DMN1_QT2"
"6001004","ELT0003"
"6001004","VDMB003"
"6001005","BHC0056"
"6001005","BHC0058"
"6001005","DAAH15A"
"6001005","DMN1037"
"600M1","5850205"
"600M1","068132"
"600M1","388_QT1"
"600M1","388010"
"600M1","388013"
"600M1","388015"
"600M1","BHC0022"
"600M1","1890102"
"600M1","BHC0032"
"600M1","MB-O1b"
"600M1","BHC0065"
"600M1","DMN1037"
"600M1","IALP065"
"600M1","MEK07W6"
"600M1","OSH0010"
"A246_01","BAR_QT2"
"600M1","VFH0017"
"600M1","VFH0038"
"A246_03","388008"
"A246_02","F1B0505"
"A246_05","388013"
"A246_03","VEND100"
"A246_09","185334"
"A246_09","185362"
"ABC0001","ABC0007"
"ABC0002","ABC0004"
"ABC0006","DIFO044"
"ABC0004","ABC0002"
"ABC0004","ABN0007"
"ABC0004","FLEV104"
"ABC0006","ABF0015"
"ABC0010","ABF0021"
"ABC0007","ABC0001"
"ABC0007","ABF0008"
"ABC0007","ABN0007"
"ABC0008","ABF0021"
"ABC0008","ABN0082"
"ABC0010","ABN0007"
"ABC0011","TROY007"
"ABF0004","ABF0013"
"ABF0004","ABF0021"
"ABF0008","ABC0007"
"ABF0004","C5A0104"
"ABF0005","ABF0021"
"ABF0006","ELS0007"
"ABF0007","ABN0082"
"ABF0006","ABF0013"
"ABF0006","ABF0021"
"ABF0008","DAMB103"
"ABF0012","ALC0018"
"ABF0012","SARR635"
"ABF0021","185092"
"ABF0012","VDMWL45"
"ABF0013","ABF0004"
"ABF0013","ABF0006"
"ABF0013","ABF0015"
"ABF0015","ABF0013"
"ABF0015","ABC0006"
"ABF0021","ABC0008"
"ABF0021","ABC0010"
"ABF0021","ABF0004"
"ABF0021","ABF0005"
"ABF0021","ABF0006"
"ABF0021","ABN0082"
"ABF0021","HOK0007"
"ABF0021","DIFO057"
"ABN0007","ABC0007"
"ABF0021","DIFO062"
"ABF0021","TROY058"
"ALB0002","KNES30c"
"ABN0021","BRE0003"
"ABN0021","STF0019"
"ABN0082","ABC0008"
"ABN0082","ABF0007"
"ABN0082","ABF0021"
"ALB0001","VDMWL03"
"ALB0002","DMW0001"
"ALB0002","ELS0007"
"ALB0002","ELT0005"
"ALB0002","NWH0013"
"ABN0007","ABC0004"
"ABN0007","ABC0010"
"ABN0021","1TN0086"
"AKE0001","D2B0103"
"ALB0002","NWH0014"
"ALB0002","NWH0035"
"ALB0002","VEL0003"
"ALC_QT1","ALC0035"
"ALC_QT1","UDP0001"
"ALC_QT1","C5A0203"
"ALC_QT1","UDP0002"
"ALC_QT1","UDP0003"
"ALC0002","DMN1008"
"ALC_QT1","VAL0011"
"ALC_QT1","VDMM002"
"ALC_QT1","VEL0003"
"ALC_QT1","VEL0004"
"ALC0002","RAT0002"
"ALC0002","NWH0040"
"ALC0002","VDM2W01"
"ALC0002","SEME102"
"ALC0002","SILL_QT3"
"ALC0002","C5A_QT1"
"ALC0002","VOW0039"
"ALC0002","VDMWL05"
"ALC0002","BHC0086"
"ALC0002","MEK07O3"
"ALC0002","F1B0401"
"ALC0002","EL_QT1"
"ALC0002","VDMG001"
"ALC0002","068147"
"ALC0002","VFH0026"
"ALC0002","NWH0033"
"ALC0018","ABF0012"
"ALC0018","ALC0038"
"ALC0033","ELS0007"
"ALC0033","TROY143"
"ALC0033","NWH0012"
"ALC0033","NWH0036"
"ALC0033","VEL0003"
"ALC0035","ALC0049"
"ALC0035","ALC0052"
"ALC0035","C5A0104"
"ALC0033","VEND265"
"ALC0035","ALC_QT1"
"ALC0035","ELS0007"
"ALC0035","C5A0307"
"ALC0035","SPR0002"
"ALC0035","SPR0003"
"ALC0035","SPR0004"
"ALC0035","VDMM002"
"ALC0035","VDMWL03"
"ALC0035","UDP0001"
"ALC0037","RAT0002"
"ALC0038","ALC0018"
"ALC0038","ALC0055"
"ALC0047","C5A_QT1"
"ALC0049","BHC0044"
"ALC0048","METZ645"
"ALC0048","SPR0005"
"ALC0048","VOW0005"
"ALC0049","ALC0035"
"ALC0049","VDM2W23"
"ALC0049","MEH0011"
"ALC0049","SPR0004"
"ALC0049","UDP0003"
"ALC0052","FLEV_QT1"
"ALC0052","ALC0035"
"ALC0053","NWH0032"
"ALC0053","NWH0033"
"ALC0055","ALC0038"
"ALC0075","C5A0102"
"ALC0075","C5A0202"
"ALC0076","BJG0004"
"ALC0075","NWH0030"
"ALC0075","NWH0031"
"ALC0075","NWH0038"
"ALC0076","UDP0001"
"ALC0103","C4A_QT3"
"ALC0101","MMB0015"
"ALC0102","BSN0001"
"ALC0103","195017"
"ALC0103","195020"
"ALC0103","185150"
"ALC0103","587_QT1"
"ALC0103","VLD0001"
"ALC0103","SILL120"
"ALC0103","SILL151"
"ALC0103","TROY090"
"ALC0103","195031"
"ALC0103","ELT0005"
"ALC0103","ELS_QT2"
"ALC0103","MMB0003"
"ALC0103","195001"
"ALC0103","SARR616"
"ARTM105","FLEV118"
"ARTM105","SILL_QT6"
"ATT_QT1","202031"
"ATT_QT1","SILL_QT1"
"ATT_QT1","ENNE201"
"ATT_QT1","LAMA101"
"ATT_QT1","LAMA102"
"ATT_QT1","SARR601"
"ATT_QT1","PLIC101"
"ATT_QT1","TRAG102"
"ATTO103","068145"
"AUTR201","VEND184"
"AVE0001","185015"
"AZW0002","AZW0004"
"AVE0001","195006"
"AVE0001","HOK0007"
"AZW0002","HRW4_QT1"
"AZW0004","AZW0002"
"AZW0004","COS_QT1"
"BAKM001","BJV0004"
"BAR_QT1","BJV0004"
"BAR_QT2","A246_01"
"BAR_QT1","MEK07W1"
"BAR_QT2","BJG0004"
"BAR_QT2","BJG0002"
"BAR_QT2","MEK07W3"
"BAR_QT2","VEND045"
"BAR0001","BHC_QT1"
"BAR0001","BHC_QT4"
"BAR0001","5850205"
"BAR0002","BHC0038"
"BAR0002","EMP0016"
"BAR0003","BJG0004"
"BAR0003","BJV0004"
"BAR0006","SILL151"
"BAR0008","DAMB112"
"BAR0008","BHC0051"
"BAR0008","BHC0078"
"BAR0008","BJG0004"
"BAR0008","068141"
"BAR0008","BHC0034"
"BAR0008","LMH0002"
"BAR0010","BJV0004"
"BAW0002","CAO0018"
"BASH101","TROY039"
"BASH101","VFH0051"
"BAW0002","BAW0001"
"BAW0002","BAW0003"
"BASH101","TROY131"
"BASH101","VDMWL49"
"BAW0001","BAW0002"
"BAW0001","F1B0401"
"BAW0002","DEU0019"
"BAW0002","VFH0050"
"BAW0002","VDMLR13"
"BAW0003","BAW0002"
"BAW0003","CAO0018"
"BAW0003","VDMLR13"
"BGA0002","BGA0003"
"BGA0003","BGA0002"
"BGA0003","DAAH15A"
"BGA0003","IWRD578"
"BGA0003","MMB_QT1"
"BGA0003","068144"
"BGA0003","BHC0055"
"BGA0003","LIW_QT1"
"BGA0003","VEL2001"
"BHC_QT1","BHC_QT4"
"BHC_QT1","DAAH05"
"BHC_QT1","DAAH15A"
"BHC_QT1","BAR0001"
"BHC_QT4","BAR0001"
"BHC_QT3","BHC0055"
"BHC_QT3","F1B0302"
"BHC_QT3","F1B0503"
"BHC_QT3","F1B0602"
"BHC_QT4","BHC_QT1"
"BHC_QT4","BHC0042"
"BHC_QT4","DAAH01"
"BHC_QT4","DAAH15A"
"BHC0006","FLEV129"
"BHC0005","BHC0045"
"BHC0006","ELS0007"
"BHC0006","TROY087"
"BHC0011","OSN0004"
"BHC0028","BHC0064"
"BHC0022","600M1"
"BHC0022","IALP065"
"BHC0022","BHC0040"
"BHC0022","EMP0010"
"BHC0028","METZ603"
"BHC0028","CAO0025"
"BHC0028","OKF_QT1"
"BHC0028","SILL_QT1"
"BHC0030","563007"
"BHC0030","BHC0081"
"BHC0030","F2A0101"
"BHC0030","MEK07N4"
"BHC0030","IALP062"
"BHC0032","ELS0001"
"BHC0030","SPR0002"
"BHC0030","UDP0001"
"BHC0030","TROY011"
"BHC0033","195020"
"BHC0032","600M1"
"BHC0033","LIW_QT2"
"BHC0035","BHC0081"
"BHC0034","BAR0008"
"BHC0034","LMH0002"
"BHC0034","BHC0077"
"BHC0037","BHC0038"
"BHC0035","DMN1_QT1"
"BHC0037","BHC0042"
"BHC0037","BHC0077"
"BHC0037","EL_QT1"
"BHC0038","BAR0002"
"BHC0037","WEF0017"
"BHC0037","ELS0007"
"BHC0037","NWH0039"
"BHC0038","BHC0037"
"BHC0038","VL00373"
"BHC0038","EMP0015"
"BHC0038","VL05293"
"BHC0038","TROY135"
"BHC0039","BHC0081"
"BHC0039","388008"
"BHC0039","VOW0039"
"BHC0040","BHC0022"
"BHC0040","BHC0066"
"BHC0039","OSP0009"
"BHC0040","BHC0045"
"BHC0040","BHC0086"
"BHC0042","BHC0065"
"BHC0040","VRW0008"
"BHC0042","BHC_QT4"
"BHC0042","BHC0037"
"BHC0042","BHC0077"
"BHC0042","BJG0004"
"BHC0044","ALC0049"
"BHC0042","BHC0051"
"BHC0043","VOW0001"
"BHC0043","BHC0084"
"BHC0043","F1B0401"
"BHC0045","BHC0040"
"BHC0044","ZLF0036"
"BHC0044","388008"
"BHC0045","BHC0005"
"BHC0045","IWRD577"
"BHC0050","VDMWL23"
"BHC0051","DMN4016"
"BHC0051","BAR0008"
"BHC0051","BHC0042"
"BHC0053","F1B0601"
"BHC0053","VNW0001"
"BHC0053","DAAH05"
"BHC0055","BHC_QT3"
"BHC0055","BHC0081"
"BHC0055","F1B0503"
"BHC0055","BGA0003"
"BHC0055","DAAH05"
"BHC0055","DMN1_QT1"
"BHC0055","OSD_QT2"
"BHC0055","MRW0003"
"BHC0056","068032"
"BHC0056","068130"
"BHC0056","6001005"
"BHC0056","DAAH15A"
"BHC0056","BHC0058"
"BHC0056","BHC0059"
"BHC0056","BHC0067"
"BHC0056","DMN1037"
"BHC0056","ELT0003"
"BHC0056","MEH0011"
"BHC0056","LMH0004"
"BHC0056","MEK07W7"
"BHC0058","6001005"
"BHC0058","388015"
"BHC0059","388_QT1"
"BHC0059","068022"
"BHC0059","388015"
"BHC0058","BHC0056"
"BHC0059","6001004"
"BHC0059","BHC0056"
"BHC0059","388001"
"BHC0059","MEH0011"
"BHC0059","DAAH15A"
"BHC0064","068073"
"BHC0064","BHC0028"
"BHC0059","OSN0005"
"BHC0064","SEME101"
"BHC0065","VEL2001"
"BHC0065","BHC0042"
"BHC0065","600M1"
"BHC0066","IWRD577"
"BHC0066","1TN0093"
"BHC0066","BHC0040"
"BHC0066","VDMWL10"
"BHC0066","ZLF0032"
"BHC0066","ZLF0036"
"BHC0067","388_QT1"
"BHC0067","5851806"
"BHC0067","EMP0015"
"BHC0067","BHC0056"
"BHC0067","DAAH01"
"BHC0067","F1B0103"
"BHC0068","F2A0101"
"BHC0071","OSH0016"
"BHC0071","388013"
"BHC0071","DAAH15A"
"BHC0071","NEW0005"
"BHC0073","BHC0077"
"BHC0073","TROY103"
"BHC0077","BHC0042"
"BHC0077","BHC0034"
"BHC0077","BHC0037"
"BHC0077","5850205"
"BHC0077","BHC0084"
"BHC0077","BHC0073"
"BHC0077","SPR0002"
"BHC0077","F1B0601"
"BHC0077","DAAH15A"
"BHC0077","VOW0028"
"BHC0078","BAR0008"
"BHC0078","BHC0087"
"BHC0078","DEU0017"
"BHC0078","NEW0004"
"BHC0081","BHC0030"
"BHC0081","BHC0035"
"BHC0081","BHC0039"
"BHC0081","BHC0055"
"BHC0081","DAAH15A"
"BHC0084","DAAH15A"
"BHC0084","BHC0043"
"BHC0084","BHC0077"
"BHC0084","VAL_QT1"
"BHC0086","VDM2W01"
"BHC0086","ALC0002"
"BHC0086","BHC0040"
"BHC0086","VOW0039"
"BHC0087","BHC0078"
"BHO0001","VDMW202"
"BHO0001","BHO0003"
"BHO0001","VDMW201"
"BHO0001","OSD0017"
"BHO0002","C5A0307"
"BHO0002","IJS0003"
"BHO0002","VDMM002"
"BHO0002","VEL0003"
"BHO0002","068029"
"BHO0002","DMW0001"
"BHO0002","VDMM003"
"BJG0002","BAR_QT2"
"BHO0003","VDMW202"
"BHO0003","VRW0007"
"BHO0003","BHO0001"
"BHO0003","VEN0001"
"BJG0002","KNES30a"
"BJG0002","VEND045"
"BJG0002","MEK07O3"
"BJG0004","ALC0076"
"BJG0004","VEND165"
"BJG0004","195049"
"BJG0004","1TN0072"
"BJG0004","068142"
"BJG0004","195012"
"BJG0004","OFBG_QT3"
"BJG0004","DIF0025"
"BJG0004","DMN4_QT1"
"BJG0004","HORB107"
"BJG0004","IJS0003"
"BJG0004","SPR0001"
"BJG0004","BHC0042"
"BJG0004","VAL0011"
"BJG0004","5851807"
"BJG0004","BAR_QT2"
"BJG0004","BAR0003"
"BJG0004","BAR0008"
"BJG0004","VEN0006"
"BJG0004","OSD_QT1"
"BJG0004","NEW0005"
"BJG0004","VNW0001"
"BJG0004","ZLF0031"
"BJV0004","BAR_QT1"
"BJV0004","BAR0003"
"BJV0004","BSK0002"
"BJV0004","MEK07W3"
"BJV0004","KNES30d"
"BJV0004","BAKM001"
"BJV0004","BAR0010"
"BOUX101","VITT107"
"BOUX101","FLEV104"
"BRE0010","BRE0011"
"BRE0003","ABN0021"
"BRE0010","STF0007"
"BRE0010","SWW0042"
"BRE0011","BRE0010"
"BRE0010","LOK0021"
"BSK0002","F2A0101"
"BSK0002","BJV0004"
"BSK0002","HKL_QT1"
"BRE0015","388_QT1"
"BSN0001","ALC0102"
"BSK0002","MB_QT1"
"BSN0002","IWRD584"
"BSN0002","ELS0006"
"BSN0002","NWH0011"
"BSN0002","NWH0021"
"BSN0002","NWH0032"
"BSN0002","NWH0038"
"BSN0004","TROY137"
"BSN0004","DAMB101"
"BSN0004","TROY110"
"BSN0004","GMW0005"
"BSN0004","VILE101"
"BSN0004","VNW0001"
"BSN0004","VEN_QT1"
"BSN0004","IOSS001"
"BSN0004","VDM2W17"
"C4A_QT2","195007"
"BSN0005","185347"
"C4A_QT1","195006"
"C4A_QT1","195008"
"C4A_QT1","VFH0051"
"BSN0005","TROY020"
"C4A_QT1","TROY049"
"C4A_QT2","195008"
"C4A_QT2","195014"
"C4A_QT2","195031"
"C4A_QT2","195047"
"C4A_QT2","195049"
"C4A_QT2","FLEV_QT1"
"C4A_QT2","FLEV103"
"C4A_QT2","FLEV128"
"C4A_QT2","FLEV129"
"C4A_QT2","ELT0005"
"C4A_QT2","HORB105"
"C4A_QT2","FLEV137"
"C4A_QT2","FLEV150"
"C4A_QT2","OFBG209"
"C4A_QT2","MMB0007"
"C4A_QT2","TROY208"
"C4A_QT2","TROY019"
"C4A_QT2","VIGO102"
"C4A_QT2","VNW0001"
"C4A_QT3","068023"
"C4A_QT3","068134"
"C4A_QT3","068140"
"C4A_QT3","068141"
"C4A_QT3","195011"
"C4A_QT3","185108"
"C4A_QT3","1TN0099"
"C4A_QT3","1DH_QT2"
"C4A_QT3","ALC0103"
"C4A_QT3","DAMB101"
"C4A_QT3","ELT0005"
"C4A_QT3","IOSS001"
"C4A_QT3","NIZ0016"
"C4A_QT3","OSD0017"
"C4A_QT3","METZ647"
"C4A_QT3","TROY137"
"C4A_QT3","SILL115"
"C4A_QT3","TROY095"
"C4A_QT3","TROY143"
"C4A_QT3","TROY200"
"C4A_QT3","TROY172"
"C4A_QT3","TROY180"
"C4A_QT3","TROY216"
"C4A_QT3","VFH0035"
"C4A_QT3","VAL0025"
"C4A_QT3","VDMW201"
"C4A_QT3","VFH0049"
"C4A_QT3","VFH0061"
"C4A_QT3","VNW0001"
"C4A0201","1DH0032"
"C4A0201","1DH0036"
"C4A0201","FLEV117"
"C4A0201","TROY110"
"C4A_QT3","VFH0013"
"C4A0201","C4A0901"
"C4A0201","TROY208"
"C4A0201","195008"
"C4A0201","195031"
"C4A0201","195049"
"C4A0201","SILL146"
"C4A0201","SILL150"
"C4A0201","195010"
"C4A0201","VNW0001"
"C4A0201","OFBG209"
"C4A0201","FLEV128"
"C4A0504","C4A1701"
"C4A0504","202031"
"C4A0504","6001004"
"C4A0504","5870601"
"C4A0504","202048"
"C4A0601","TROY019"
"C4A0601","FLEV129"
"C4A0601","TROY201"
"C4A0601","TROY208"
"C4A0601","FLEV103"
"C4A0601","FLEV137"
"C4A0601","TROY216"
"C4A0601","587010"
"C4A0601","DMN1025"
"C4A0601","MMB0003"
"C4A0601","068025"
"C4A0601","OSP0003"
"C4A0901","1DH0039"
"C4A0901","1DH0015"
"C4A0901","ELT2003"
"C4A0901","6001004"
"C4A0901","C4A0201"
"C4A1701","C4A0504"
"C4A1701","1DH0021"
"C4A1701","6001004"
"C4A1701","195011"
"C4A1701","F1B0505"
"C4A1701","NWH0038"
"C4A1701","VFH0013"
"C4A1701","202031"
"C4A1701","TRAG102"
"C4CRH01","LRC0023"
"C4CRH17","C4CRH13"
"C4CRH01","VEL0009"
"C4CRH13","C4CRH17"
"C4CRH13","LRC0022"
"C4CRH17","LRC0027"
"C5A_QT1","ALC0047"
"C5A_QT1","ALC0002"
"C5A_QT1","C5A_QT2"
"C5A_QT1","C5A0102"
"C5A_QT1","C5A0104"
"C5A_QT1","C5A0202"
"C5A_QT1","C5A0203"
"C5A_QT1","C5A0305"
"C5A_QT1","C5A0307"
"C5A_QT1","C5A0404"
"C5A_QT1","NWH0038"
"C5A_QT1","DMW0001"
"C5A_QT1","LRB0025"
"C5A_QT1","OKF0011"
"C5A_QT1","VAL0022"
"C5A_QT1","SPR0001"
"C5A_QT1","SPR0002"
"C5A_QT1","SPR0003"
"C5A_QT1","SPR0005"
"C5A_QT1","VDM0001"
"C5A_QT1","VDMWL07"
"C5A_QT1","VDMWL08"
"C5A_QT1","VOW0001"
"C5A_QT1","VEL2001"
"C5A_QT1","VOW0006"
"C5A_QT1","VOW0039"
"C5A_QT2","C5A_QT1"
"C5A_QT2","C5A0104"
"C5A_QT2","IJS0003"
"C5A_QT2","C5A0203"
"C5A_QT2","C5A0305"
"C5A_QT2","DMW0005"
"C5A_QT2","OKF0011"
"C5A0101","FLEV114"
"C5A_QT2","SPR0003"
"C5A_QT2","UDP0001"
"C5A_QT3","C5A0104"
"C5A0101","C5A0201"
"C5A0101","C5A0306"
"C5A0101","MEK07O3"
"C5A_QT3","VDM0001"
"C5A0101","C5A0104"
"C5A0102","VAL0017"
"C5A0101","SPR0003"
"C5A0102","NWH0038"
"C5A0102","ALC0075"
"C5A0102","C5A0104"
"C5A0102","C5A0305"
"C5A0102","C5A_QT1"
"C5A0102","VOW0005"
"C5A0102","C5A0203"
"C5A0102","LRB0025"
"C5A0102","VAL0022"
"C5A0104","ALC0035"
"C5A0104","ABF0004"
"C5A0104","C5A_QT1"
"C5A0104","C5A0201"
"C5A0104","C5A0202"
"C5A0104","C5A0203"
"C5A0104","C5A0306"
"C5A0104","C5A0307"
"C5A0104","C5A0404"
"C5A0104","C5A_QT2"
"C5A0104","C5A0101"
"C5A0104","IJS0003"
"C5A0104","LRB0025"
"C5A0104","LRB0032"
"C5A0104","MEH0011"
"C5A0104","RAT0002"
"C5A0104","NWH0038"
"C5A0104","VOW0005"
"C5A0104","C5A_QT3"
"C5A0104","C5A0102"
"C5A0104","C5A0305"
"C5A0104","RAT0001"
"C5A0104","SPR0001"
"C5A0104","SPR0002"
"C5A0104","SPR0003"
"C5A0104","VDM0001"
"C5A0104","SPR0004"
"C5A0104","UDP0005"
"C5A0104","VAL0011"
"C5A0104","NWH0035"
"C5A0104","VDMWL06"
"C5A0202","C5A_QT1"
"C5A0201","SPR0003"
"C5A0202","ALC0075"
"C5A0201","C5A0101"
"C5A0201","C5A0104"
"C5A0202","C5A0104"
"C5A0202","C5A0305"
"C5A0202","C5A0404"
"C5A0202","5851806"
"C5A0202","LRB0025"
"C5A0202","LRB0032"
"C5A0202","UDP0001"
"C5A0203","ALC_QT1"
"C5A0203","VOW0005"
"C5A0203","C5A_QT1"
"C5A0203","C5A_QT2"
"C5A0203","C5A0102"
"C5A0203","C5A0104"
"C5A0203","IJS0003"
"C5A0203","RAT0002"
"C5A0203","SPR0001"
"C5A0203","SPR0003"
"C5A0203","VFH0026"
"C5A0203","VILE101"
"C5A0203","DIFO063"
"C5A0203","LRB0025"
"C5A0203","VDM0001"
"C5A0203","VZS0001"
"C5A0305","C5A_QT1"
"C5A0305","C5A0104"
"C5A0305","C5A0202"
"C5A0305","C5A0404"
"C5A0305","C5A0102"
"C5A0305","LRB0025"
"C5A0305","SPR0001"
"C5A0305","SPR0005"
"C5A0305","VDM0001"
"C5A0305","VOW0005"
"C5A0305","LRB0032"
"C5A0305","OKF0011"
"C5A0305","VAL0022"
"C5A0305","VDMWL07"
"C5A0305","UDP0005"
"C5A0305","C5A_QT2"
"C5A0306","IJS0003"
"C5A0306","C5A0101"
"C5A0306","C5A0104"
"C5A0306","VEL0004"
"C5A0307","ALC0035"
"C5A0307","BHO0002"
"C5A0307","C5A_QT1"
"C5A0307","C5A0104"
"C5A0307","DMW0005"
"C5A0307","NOVY_QT4"
"C5A0307","RAT0002"
"C5A0404","563_QT1"
"C5A0404","RAT0002"
"C5A0404","C5A_QT1"
"C5A0404","C5A0104"
"C5A0404","C5A0202"
"C5A0404","NWH0036"
"C5A0404","SPR0005"
"C5A0404","C5A0305"
"C5A0404","DAAH15A"
"C5A0404","LRB0032"
"C5A0404","VDM0001"
"C5A0404","VDMWL17"
"C5A0404","VOW0005"
"CAO_QT1","CAO0022"
"CAO_QT1","ZLF0052"
"CAO0008","ZLF0044"
"CAO0010","ZLF0050"
"CAO0018","BAW0002"
"CAO0018","BAW0003"
"CAO0024","ZLF2009"
"CAO0022","CAO_QT1"
"CAO0024","CAO0025"
"CAO0026","COS0009"
"CAO0025","BHC0028"
"CAO0025","RAT0001"
"CAO0025","CAO0024"
"CAO0025","CAO0029"
"CAO0025","ZLF0050"
"CAO0027","ZLF2001"
"CAO0027","ZLF0022"
"COS0002","COS0001"
"CAO0029","CAO0025"
"CKP0001","HRW2004"
"CKP0003","CUY0059"
"COS0001","COS0002"
"CKP0002","CUY0030"
"CKP0003","CUY0101"
"COS_QT1","AZW0004"
"COS0001","RHW0002"
"COS0009","CAO0026"
"COS0005","CUY0080"
"CUY_QT2","CUY0034"
"CUY_QT2","CUY0018"
"CUY_QT2","CUY0049"
"CUY_QT2","CUY0078"
"CUY_QT2","CUY0081"
"CUY0001","CUY0028"
"CUY0001","D2B0101"
"CUY0001","CUY0042"
"CUY0001","CUY0061"
"CUY0001","CUY0088"
"CUY0001","CUY0109"
"CUY0001","CUY0038"
"CUY0001","CUY0044"
"CUY0001","CUY0081"
"CUY0001","CUY0096"
"CUY0001","CUY0101"
"CUY0002","CUY0096"
"CUY0001","MMB0002"
"CUY0002","D2B0101"
"CUY0002","HRW2003"
"CUY0002","CUY0100"
"CUY0018","CUY0093"
"CUY0018","CUY_QT2"
"CUY0020","CUY0033"
"CUY0020","CUY0093"
"CUY0020","CUY0101"
"CUY0020","CUY0102"
"CUY0020","CUY0035"
"CUY0020","CUY0038"
"CUY0020","GEN_QT1"
"CUY0020","GEN0015"
"CUY0020","CUY0039"
"CUY0022","CUY0030"
"CUY0020","IBYK011"
"CUY0022","CUY0080"
"CUY0022","CUY0037"
"CUY0022","HRW2001"
"CUY0022","CUY0044"
"CUY0025","CUY0093"
"CUY0025","CUY0030"
"CUY0025","CUY0033"
"CUY0025","CUY0038"
"CUY0025","CUY0041"
"CUY0025","CUY0044"
"CUY0025","CUY0068"
"CUY0025","CUY0072"
"CUY0025","D2B0103"
"CUY0028","1AH_QT1"
"CUY0028","202013"
"CUY0028","CUY0001"
"CUY0028","CUY0030"
"CUY0028","CUY0086"
"CUY0028","CUY0089"
"CUY0028","CUY0095"
"CUY0028","CUY0096"
"CUY0028","CUY0097"
"CUY0028","CUY0098"
"CUY0028","CUY0103"
"CUY0028","CUY0109"
"CUY0028","D2B0101"
"CUY0028","GEN_QT1"
"CUY0028","GEN0015"
"CUY0028","CUY0037"
"CUY0028","CUY0040"
"CUY0028","CUY0056"
"CUY0029","CUY0059"
"CUY0030","CUY0044"
"CUY0029","CUY0101"
"CUY0029","CUY0102"
"CUY0030","CUY0037"
"CUY0030","CUY0056"
"CUY0030","CUY0066"
"CUY0030","CUY0072"
"CUY0030","CUY0080"
"CUY0030","CUY0092"
"CUY0030","CUY0022"
"CUY0030","CUY0028"
"CUY0030","CUY0025"
"CUY0030","CUY0038"
"CUY0030","CKP0002"
"CUY0030","CUY0042"
"CUY0030","IBYK008"
"CUY0031","HRW2001"
"CUY0030","WHN_QT1"
"CUY0031","CUY0066"
"CUY0033","CUY0020"
"CUY0033","CUY0025"
"CUY0033","CUY0093"
"CUY0033","CUY0035"
"CUY0033","CUY0038"
"CUY0033","CUY0039"
"CUY0033","CUY0049"
"CUY0033","CUY0058"
"CUY0033","CUY0059"
"CUY0033","CUY0068"
"CUY0033","CUY0072"
"CUY0033","CUY0076"
"CUY0033","CUY0088"
"CUY0033","1AH_QT2"
"CUY0033","IBYK011"
"CUY0033","CUY0096"
"CUY0033","CUY0101"
"CUY0033","D2B0103"
"CUY0033","GEN_QT1"
"CUY0033","GEP0007"
"CUY0033","GEP0028"
"CUY0034","CUY0081"
"CUY0034","GEP0028"
"CUY0034","CUY0092"
"CUY0034","CUY_QT2"
"CUY0034","WHN_QT3"
"CUY0035","CUY0020"
"CUY0035","CUY0033"
"CUY0035","CUY0038"
"CUY0035","CUY0093"
"CUY0035","CUY0039"
"CUY0035","CUY0049"
"CUY0035","CUY0058"
"CUY0037","HRW2001"
"CUY0036","CUY0084"
"CUY0037","202085"
"CUY0037","CUY0080"
"CUY0037","CUY0097"
"CUY0038","CUY0001"
"CUY0038","CUY0035"
"CUY0038","CUY0039"
"CUY0038","CUY0043"
