"Series_A","Series_B"
"068089","068034"
"068093","068094"
"068093","068063"
"068094","068093"
"068093","HORB316"
"068094","068015"
"068094","068063"
"068096","068_QT04"
"068096","068085"
"068096","068083"
"068096","VFH_QT2"
"068096","VFH0054"
"068096","068015"
"068100","068_QT07"
"068100","068_QT08"
"068100","ELT0001"
"068100","ELT0003"
"068100","ELT2002"
"068115","068_QT06"
"068115","068072"
"068115","ELT0003"
"068115","068022"
"068115","068_QT01"
"068115","068082"
"068115","068087"
"068115","068138"
"068118","DMN4016"
"068119","068124"
"068120","068_QT01"
"068120","068_QT06"
"068124","068026"
"068124","068119"
"068129","HOK0012"
"068129","FLEV109"
"068129","METZ647"
"068130","ELT2004"
"068132","068134"
"068134","VAL0014"
"068134","068_QT07"
"068134","068132"
"068134","ELT2003"
"068134","195048"
"068134","HORB306"
"068135","068082"
"068135","068087"
"068138","068072"
"068138","068_QT02"
"068138","068115"
"068138","ELT0003"
"068138","068139"
"068139","ELT0005"
"068139","068138"
"068140","C4A_QT3"
"068141","C4A_QT3"
"068141","TROY143"
"068142","1DH0032"
"068141","BAR0008"
"068142","068026"
"068143","FLEV_QT1"
"068144","068_QT02"
"068144","068034"
"068148","068147"
"068144","ELT_QT1"
"068147","068148"
"068156","VDMLR16"
"068156","068160"
"068156","VDM2W23"
"068160","VDM2W23"
"068160","HBW0003"
"068160","068156"
"068160","VDMWL53"
"185_QT1","185372"
"185_QT1","185006"
"185_QT1","185009"
"185_QT1","185014"
"185_QT1","185_QT6"
"185_QT1","185002"
"185_QT1","185003"
"185_QT2","185074"
"185_QT2","185092"
"185_QT2","185111"
"185_QT2","185143"
"185_QT2","185362"
"185_QT2","185380"
"185_QT2","185039"
"185_QT3","185350"
"185_QT3","185322"
"185_QT3","185325"
"185_QT3","185330"
"185_QT3","185332"
"185_QT3","185334"
"185_QT3","185336"
"185_QT3","185342"
"185_QT3","185343"
"185_QT3","VEND143"
"185_QT5","185108"
"185_QT5","185342"
"185_QT3","185108"
"185_QT3","185126"
"185_QT5","185074"
"185_QT5","185375"
"185_QT6","185_QT1"
"185_QT6","185009"
"185_QT6","185370"
"185_QT6","185372"
"185_QT6","185373"
"185_QT6","185374"
"185_QT6","185389"
"185_QT6","RHH0001"
"185002","185_QT1"
"185002","185003"
"185003","185_QT1"
"185003","185002"
"185006","185_QT1"
"185006","185024"
"185006","185379"
"185009","185_QT1"
"185009","185_QT6"
"185013","185150"
"185013","185014"
"185013","185015"
"185013","185022"
"185013","185024"
"185013","185031"
"185013","185370"
"185013","185374"
"185014","185013"
"185014","185_QT1"
"185014","185015"
"185014","185022"
"185014","185024"
"185014","185031"
"185014","185374"
"185015","185013"
"185015","185014"
"185015","185022"
"185020","185021"
"185019","185034"
"185019","185343"
"185018","185092"
"185021","185020"
"185021","185092"
"185022","185013"
"185021","185108"
"185021","185343"
"185021","185380"
"185022","185014"
"185022","185015"
"185022","185024"
"185022","185374"
"185022","185031"
"185024","185006"
"185023","185342"
"185023","185096"
"185024","185013"
"185024","185014"
"185024","185022"
"185024","185031"
"185024","MAP0003"
"185025","TROY032"
"185031","185013"
"185030","185111"
"185031","185143"
"185031","185014"
"185031","185022"
"185031","185380"
"185031","185024"
"185033","185034"
"185034","185019"
"185034","185143"
"185034","185033"
"185039","185_QT2"
"185039","185111"
"185039","ELS_QT2"
"185060","185143"
"185060","185111"
"185060","185321"
"185060","VEND107"
"185074","185_QT5"
"185074","185_QT2"
"185074","185143"
"185074","185362"
"185074","185345"
"185092","185111"
"185092","185_QT2"
"185092","185021"
"185092","185343"
"185092","185379"
"185092","185323"
"185092","185380"
"185092","185018"
"185096","185023"
"185096","185379"
"185096","185342"
"185111","185039"
"185108","185126"
"185108","185322"
"185108","185325"
"185108","185336"
"185111","185_QT2"
"185108","185_QT3"
"185108","185_QT5"
"185108","185350"
"185108","185021"
"185111","185143"
"185126","185_QT3"
"185111","185030"
"185111","185060"
"185111","185092"
"185126","185108"
"185126","185325"
"185143","185111"
"185150","068031"
"185143","185060"
"185143","VFH_QT1"
"185143","185_QT2"
"185143","185031"
"185143","185034"
"185143","185074"
"185150","185013"
"185150","185379"
"185321","185322"
"185321","185323"
"185321","185329"
"185321","185334"
"185321","185343"
"185321","185342"
"185321","185060"
"185322","185_QT3"
"185322","185325"
"185322","185330"
"185322","185332"
"185322","185336"
"185322","185350"
"185322","185108"
"185322","185321"
"185322","185334"
"185322","185343"
"185323","185092"
"185323","185321"
"185323","185325"
"185323","185334"
"185323","185343"
"185323","185342"
"185325","185330"
"185323","185350"
"185325","185108"
"185325","185322"
"185325","185_QT3"
"185325","185332"
"185325","185336"
"185325","185343"
"185325","185350"
"185325","185323"
"185325","185342"
"185325","185126"
"185329","185321"
"185329","185330"
"185330","185_QT3"
"185330","185322"
"185330","185325"
"185330","185329"
"185330","185336"
"185330","185350"
"185332","185342"
"185331","185332"
"185331","185342"
"185332","185_QT3"
"185330","185332"
"185330","185342"
"185332","185322"
"185332","185325"
"185332","185330"
"185332","185331"
"185332","185336"
"185334","185343"
"185334","185_QT3"
"185334","185321"
"185334","185322"
"185334","185323"
"185334","185350"
"185336","185108"
"185336","185_QT3"
"185336","185350"
"185336","185322"
"185336","185325"
"185336","185330"
"185336","185332"
"185336","185342"
"185336","185343"
"185337","185342"
"185337","185350"
"185337","185362"
"185342","185325"
"185342","185337"
"185342","185096"
"185342","185343"
"185342","185350"
"185342","185_QT5"
"185342","185023"
"185342","185330"
"185342","185332"
"185342","185336"
"185342","185323"
"185342","185_QT3"
"185342","185331"
"185342","185321"
"185343","185321"
"185343","185322"
"185343","185323"
"185343","185_QT3"
"185343","185019"
"185343","185350"
"185343","185021"
"185343","185325"
"185343","185334"
"185343","185336"
"185343","185342"
"185343","185092"
"185343","185347"
"185345","185074"
"185347","185343"
"185350","185322"
"185350","185_QT3"
"185349","DIFO039"
"185350","185108"
"185350","185325"
"185350","185330"
"185350","185336"
"185350","185342"
"185350","185343"
"185350","185323"
"185350","185334"
"185350","185337"
"185362","185337"
"185362","185074"
"185362","185_QT2"
"185362","SPR0003"
"185370","185_QT6"
"185370","185013"
"185370","185389"
"185370","HOK0001"
"185370","185373"
"185370","185374"
"185370","185378"
"185372","185_QT1"
"185372","185374"
"185372","185_QT6"
"185372","185373"
"185373","185_QT6"
"185373","185370"
"185373","185372"
"185374","185_QT6"
"185374","185013"
"185374","185014"
"185374","185022"
"185375","185_QT5"
"185377","185380"
"185374","185372"
"185374","185370"
"185375","185384"
"185378","185370"
"185379","185006"
"185379","185092"
"185379","185150"
"185379","185096"
"185380","185_QT2"
"185380","185377"
"185380","185031"
"185380","185092"
"185380","185021"
"185384","185375"
"185389","185_QT6"
"1890102","VEND061"
"185389","185370"
"1890102","195049"
"1890203","1890208"
"1890102","VFH0032"
"1890203","MEK07W3"
"1890205","1890208"
"1890204","D2A_QT2"
"1890207","1890208"
"1890208","1890203"
"1890208","1890205"
"1890208","1890207"
"1890301","1890308"
"1890301","MELINP5"
"1890304","MELINP5"
"1890308","1890301"
"1890308","MELINP5"
"195001","195007"
"195001","195008"
"195001","195010"
"195001","195012"
"195001","195014"
"195001","195006"
"195001","195016"
"195001","195018"
"195001","195019"
"195001","195031"
"195001","195020"
"195001","195033"
"195001","195036"
"195001","195043"
"195001","195022"
"195001","195047"
"195001","195023"
"195001","195050"
"195001","195025"
"195001","195026"
"195001","NHO0003"
"195001","VEND192"
"195001","195015"
"195001","195004"
"195001","195005"
"195001","195003"
"195001","195052"
"195001","1TN0100"
"195001","195028"
"195001","195029"
"195001","195017"
"195001","MAP0002"
"195003","195014"
"195003","195001"
"195003","195015"
"195003","195016"
"195003","195017"
"195003","195023"
"195003","195009"
"195003","195010"
"195003","195029"
"195003","195050"
"195003","195035"
"195003","195052"
"195003","195043"
"195004","195021"
"195003","HORB316"
"195004","195001"
"195004","195005"
"195004","195006"
"195004","195007"
"195004","195010"
"195004","195012"
"195004","195014"
"195004","195015"
"195004","195017"
"195004","195018"
"195004","195019"
"195004","195022"
"195004","195023"
"195004","195024"
"195004","195025"
"195004","195026"
"195004","195027"
"195004","195031"
"195004","195043"
"195004","195050"
"195004","195052"
"195005","195007"
"195005","195001"
"195005","195004"
"195005","195030"
"195005","195031"
"195005","195033"
"195005","195043"
"195005","195050"
"195005","195052"
"195005","195008"
"195005","195010"
"195005","195012"
"195005","195014"
"195005","195015"
"195005","195016"
"195005","195017"
"195005","MAP0003"
"195005","195018"
"195005","195019"
"195005","195020"
"195005","195021"
"195005","195022"
"195005","195023"
"195005","195024"
"195005","195025"
"195005","195026"
"195005","195027"
"195006","195014"
"195006","195007"
"195006","195008"
"195006","195010"
"195006","195012"
"195006","195050"
"195006","195015"
"195006","195018"
"195006","195019"
"195006","195022"
"195006","195023"
"195006","195024"
"195006","195025"
"195006","195026"
"195006","195027"
"195006","195028"
"195006","195036"
"195006","195031"
"195006","195047"
"195006","195009"
"195006","195001"
"195006","195004"
"195006","SPR0002"
"195007","195024"
"195007","195001"
"195007","195004"
"195007","195005"
"195007","195006"
"195007","195008"
"195007","195010"
"195007","195012"
"195007","195014"
"195007","195015"
"195007","195016"
"195007","195017"
"195007","195018"
"195007","195019"
"195007","195020"
"195007","195021"
"195007","195022"
"195007","195023"
"195007","FLEV113"
"195007","195025"
"195007","195026"
"195007","195027"
"195007","195028"
"195007","195029"
"195007","195031"
"195007","195032"
"195007","195036"
"195007","195043"
"195007","195047"
"195007","195050"
"195007","195052"
"195007","FLEV103"
"195007","FLEV109"
"195007","NHO0003"
"195007","195033"
"195007","195035"
"195007","195048"
"195007","195053"
"195007","VDMLR15"
"195008","195001"
"195008","195007"
"195008","195009"
"195008","195027"
"195008","195028"
"195008","195030"
"195008","195031"
"195008","195032"
"195008","195033"
"195008","195035"
"195008","195036"
"195008","195043"
"195008","195010"
"195008","195012"
"195008","195014"
"195008","195015"
"195008","195016"
"195008","195017"
"195008","195018"
"195008","195019"
"195008","195020"
"195008","195021"
"195008","195022"
"195008","195023"
"195008","195024"
"195008","195025"
"195008","195026"
"195008","195047"
"195008","195048"
"195008","195050"
"195008","195052"
"195008","195053"
"195008","195005"
"195008","195006"
"195008","MAP0003"
"195008","C4A_QT2"
"195008","C4A0201"
"195008","MMB0011"
"195008","FLEV117"
"195008","VNW0001"
"195008","VNW0004"
"195008","TROY208"
"195008","195029"
"195008","VFH0015"
"195009","195008"
"195009","195011"
"195009","195006"
"195009","195014"
"195009","195020"
"195009","195027"
"195009","195028"
"195009","195035"
"195009","195047"
"195009","HORB316"
"195009","068085"
"195009","195050"
"195009","SILL151"
"195009","195010"
"195009","195012"
"195009","195015"
"195009","195017"
"195009","195021"
"195009","195022"
"195009","195025"
"195009","OFBG212"
"195009","195031"
"195009","VEND117"
"195009","5851804"
"195009","195003"
"195009","VLD0001"
"195009","195049"
"195009","195023"
"195009","195036"
"195009","195043"
"195010","195001"
"195010","195003"
"195010","195004"
"195010","195005"
"195010","195006"
"195010","195050"
"195010","195017"
"195010","195018"
"195010","195019"
"195010","195020"
"195010","195021"
"195010","195022"
"195010","195023"
"195010","195025"
"195010","195026"
"195010","195029"
"195010","195031"
"195010","195033"
"195010","195035"
"195010","195036"
"195010","195047"
"195010","195007"
"195010","195008"
"195010","195012"
"195010","195014"
"195010","195015"
"195010","195016"
"195010","195028"
"195010","195009"
"195010","195043"
"195010","195049"
"195010","195052"
"195010","C4A0201"
"195010","VFH0015"
"195011","C4A1701"
"195011","VFH_QT5"
"195011","195022"
"195011","195023"
"195011","195025"
"195011","195035"
"195011","VDM2W13"
"195011","195009"
"195011","195028"
"195011","C4A_QT3"
"195012","195026"
"195012","195007"
"195012","195008"
"195012","195009"
"195012","195010"
"195012","195014"
"195012","195015"
"195012","195016"
"195012","195017"
"195012","195018"
"195012","195019"
"195012","195020"
"195012","195021"
"195012","195022"
"195012","195023"
"195012","195024"
"195012","195025"
"195011","VFH0036"
"195012","195001"
"195012","195004"
"195012","195005"
"195012","195006"
"195012","195027"
"195012","195028"
"195012","195031"
"195012","195032"
"195012","195033"
"195012","195036"
"195012","195043"
"195012","195050"
"195012","195052"
"195014","195007"
"195014","195008"
"195014","195028"
"195014","195003"
"195014","195005"
"195014","195006"
"195014","1TN0100"
"195014","563007"
"195014","195030"
"195014","195031"
"195014","195032"
"195014","195033"
"195014","195035"
"195014","195036"
"195014","195043"
"195014","195047"
"195014","195048"
"195014","195050"
"195014","195052"
"195014","195053"
"195014","C4A_QT2"
"195014","195009"
"195014","FLEV109"
"195014","FLEV113"
"195014","HORB306"
"195014","MAP0003"
"195014","195012"
"195014","195015"
"195014","195016"
"195014","195018"
"195014","195019"
"195014","195020"
"195014","195021"
"195014","195022"
"195014","195023"
"195014","195024"
"195014","195025"
"195014","195026"
"195014","195027"
"195014","VFH0015"
"195014","VFH0047"
"195014","195001"
"195014","195004"
"195014","195010"
"195014","195029"
"195014","HORB328"
"195014","HORB102"
"195014","HORB311"
"195014","VFH0023"
"195014","195049"
"195014","HORB105"
"195015","195001"
"195015","195017"
"195015","195018"
"195015","195019"
"195015","195020"
"195015","195021"
"195015","195022"
"195015","195023"
"195015","195024"
"195015","195025"
"195015","195026"
"195015","195027"
"195015","195028"
"195015","195031"
"195015","195032"
"195015","195033"
"195015","195035"
"195015","195036"
"195015","195043"
"195015","195047"
"195015","195003"
"195015","195004"
"195015","195005"
"195015","195050"
"195015","195052"
"195015","195006"
"195015","195007"
"195015","195008"
"195015","195009"
"195015","195010"
"195015","195012"
"195015","195014"
"195015","195016"
"195015","TREM101"
"195016","195026"
"195016","195001"
"195016","195003"
"195016","195005"
"195015","VAL0025"
"195016","195007"
"195016","195008"
"195016","195010"
"195016","195012"
"195016","195014"
"195016","195015"
"195016","195017"
"195016","195019"
"195016","195020"
"195016","195021"
"195016","195022"
"195016","195023"
"195016","195025"
"195016","195027"
"195016","195031"
"195016","195032"
"195016","195033"
"195016","195035"
"195016","195036"
"195016","195043"
"195016","195047"
"195016","195050"
"195016","195052"
"195016","GMW_QT1"
"195016","MAP0002"
"195016","195028"
"195016","195029"
"195016","195030"
"195017","195009"
"195017","195001"
"195017","195003"
"195017","195004"
"195017","195005"
"195017","195007"
"195017","195033"
"195017","195035"
"195017","195036"
"195017","195043"
"195017","195050"
"195017","195008"
"195017","195010"
"195017","195012"
"195017","195015"
"195017","195016"
"195017","GMW_QT1"
"195017","195020"
"195017","195021"
"195017","195022"
"195017","195023"
"195017","195024"
"195017","195025"
"195017","195026"
"195017","195030"
"195017","195031"
"195017","195032"
"195018","195004"
"195017","195027"
"195018","195031"
"195018","195036"
"195018","195052"
"195018","195053"
"195018","195007"
"195018","195010"
"195018","195012"
"195018","195019"
"195018","195020"
"195018","195022"
"195018","195001"
"195018","195005"
"195018","195006"
"195018","195050"
"195018","195021"
"195018","195023"
"195018","195024"
"195018","1TN0067"
"195018","195025"
"195018","195026"
"195018","195027"
"195018","195028"
"195018","195043"
"195018","195047"
"195018","195048"
"195018","195008"
"195018","195014"
"195018","195015"
"195019","195007"
"195019","195008"
"195019","195010"
"195019","195001"
"195019","195012"
"195019","195014"
"195019","195015"
"195019","195031"
"195019","195016"
"195019","195036"
"195019","195018"
"195019","195020"
"195019","195047"
"195019","195022"
"195019","195053"
"195019","195023"
"195019","195025"
"195019","195026"
"195019","195027"
"195019","195028"
"195019","195005"
"195019","195030"
"195019","195004"
"195019","195006"
"195019","195021"
"195020","195001"
"195020","195005"
"195020","195030"
"195020","195031"
"195020","195035"
"195020","195036"
"195020","195043"
"195020","195047"
"195020","195048"
"195020","195050"
"195020","195008"
"195020","195009"
"195020","195010"
"195020","195012"
"195020","195014"
"195020","195015"
"195020","195016"
"195020","195017"
"195020","195018"
"195020","195019"
"195020","195021"
"195020","195022"
"195020","195023"
"195020","195025"
"195020","195027"
"195020","195028"
"195020","195007"
"195020","195026"
"195021","195044"
"195021","195012"
"195021","195014"
"195021","195015"
"195021","195016"
"195021","195017"
"195021","195018"
"195021","195019"
"195021","195020"
"195021","195022"
"195021","195023"
"195021","195024"
"195021","195025"
"195021","195026"
"195021","195031"
"195021","195033"
"195021","195036"
"195021","195043"
"195021","195004"
"195021","195005"
"195021","195007"
"195021","195008"
"195021","195009"
"195021","195010"
"195021","195050"
"195021","1TN0096"
"195021","HORB321"
"195021","MRW0002"
"195021","SILL151"
"195021","VNW0004"
"195021","1TN0068"
"195021","1TN0100"
"195021","SILL146"
"195021","VIGO102"
"195021","195048"
"195022","195010"
"195022","195031"
"195022","195033"
"195022","195036"
"195022","195043"
"195022","195047"
"195022","195048"
"195022","195050"
"195022","195053"
"195022","195004"
"195022","195005"
"195022","195006"
"195022","195007"
"195022","195008"
"195022","195011"
"195022","195012"
"195022","195014"
"195022","195015"
"195022","195016"
"195022","195017"
"195022","195018"
"195022","195019"
"195022","ECW0001"
"195022","195020"
"195022","195021"
"195022","195023"
"195022","195024"
"195022","195025"
"195022","HORB320"
"195022","195026"
"195022","195027"
"195022","195028"
"195022","195030"
"195022","VFH_QT5"
"195022","1TN0067"
"195022","VDMLR01"
"195022","FLEV113"
"195022","195001"
"195022","195009"
"195023","195050"
"195022","195035"
"195023","195001"
"195023","195004"
"195023","195005"
"195023","195006"
"195023","195007"
"195023","195016"
"195023","195017"
"195023","195018"
"195023","195019"
"195023","195020"
"195023","195021"
"195023","195022"
"195023","195024"
"195023","195025"
"195023","195026"
"195023","195027"
"195023","195030"
"195023","195031"
"195023","195033"
"195023","195035"
"195023","195036"
"195023","195043"
"195023","195008"
"195023","195009"
"195023","195010"
"195023","195011"
"195023","195012"
"195023","195014"
"195023","195015"
"195023","195052"
"195023","195003"
"195023","VFH0015"
"195023","VEND213"
"195024","1TN0067"
"195024","195021"
"195024","195022"
"195024","195023"
"195024","195025"
"195024","195026"
"195024","195031"
"195024","195032"
"195024","195043"
"195024","195048"
"195024","195050"
"195024","195004"
"195024","195005"
"195024","195006"
"195024","195007"
"195024","195008"
"195024","195012"
"195024","195014"
"195024","195015"
"195024","195017"
"195024","195018"
"195026","195005"
"195024","195033"
"195025","195012"
"195025","195014"
"195025","195015"
"195025","195016"
"195025","195017"
"195025","195018"
"195025","195019"
"195025","195020"
"195025","195021"
"195025","195022"
"195025","195023"
"195025","195024"
"195025","195026"
"195025","195027"
"195025","195028"
"195025","195029"
"195025","195031"
"195025","195032"
"195025","195033"
"195025","195036"
"195025","195043"
"195025","MAP0003"
"195025","195004"
"195025","195005"
"195025","195006"
"195025","195007"
"195025","195008"
"195025","195009"
"195025","195010"
"195025","195011"
"195025","VFH0015"
"195025","195001"
"195026","195028"
"195026","195029"
"195026","195031"
"195026","195033"
"195026","195036"
"195026","195043"
"195026","195044"
"195026","195048"
"195026","195050"
"195026","MAP0003"
"195026","195012"
"195026","195015"
"195026","195016"
"195026","195017"
"195026","195019"
"195026","195020"
"195026","195021"
"195026","195022"
"195026","195023"
"195026","195024"
"195026","195025"
"195026","195027"
"195026","195032"
"195026","195001"
"195026","195004"
"195026","195006"
"195026","195007"
"195026","195008"
"195026","195010"
"195026","TROY036"
"195024","MAP0003"
"195024","SILL120"
"195024","SILL146"
"195025","195047"
"195025","195050"
"195025","195052"
"195025","VEND213"
"195025","195035"
"195026","VEND255"
"195026","195014"
"195026","195018"
"195027","195007"
"195027","195008"
"195027","195009"
"195027","195012"
"195027","195014"
"195027","195015"
"195027","195016"
"195027","195017"
"195027","195018"
"195027","195019"
"195027","195020"
"195027","195022"
"195027","195023"
"195027","195025"
"195027","195026"
"195027","195004"
"195027","195005"
"195027","195006"
"195027","195028"
"195027","195031"
"195027","195035"
"195027","195036"
"195027","195047"
"195027","195050"
"195027","195053"
"195027","MAP0003"
"195028","195050"
"195028","195019"
"195028","195020"
"195028","195022"
"195028","195025"
"195028","195026"
"195028","195027"
"195028","195031"
"195028","195035"
"195028","195036"
"195028","195047"
"195028","195001"
"195028","195006"
"195028","195007"
"195028","195008"
"195028","195009"
"195028","195010"
"195028","195011"
"195028","195012"
"195028","195014"
"195028","195015"
"195028","195016"
"195028","195053"
"195028","195018"
"195029","195026"
"195029","195007"
"195029","195014"
"195029","195001"
"195029","195031"
"195029","195043"
"195029","195025"
"195029","195003"
"195029","195010"
"195029","195016"
"195029","195033"
"195029","195036"
"195029","195008"
"195030","195005"
"195029","HORB204"
"195030","195008"
"195030","195014"
"195030","195016"
"195030","195017"
"195030","195019"
"195030","195020"
"195030","195022"
"195030","195023"
"195030","195036"
"195030","195049"
"195030","195050"
"195031","195026"
"195031","195001"
"195031","195017"
"195031","195018"
"195031","195019"
"195031","195020"
"195031","195021"
"195031","195022"
"195031","195023"
"195031","195024"
"195031","195025"
"195031","195027"
"195031","195028"
"195031","195029"
"195031","195032"
"195031","195033"
"195031","195035"
"195031","195036"
"195031","195043"
"195031","195047"
"195031","C4A_QT2"
"195031","195050"
"195031","195052"
"195031","195004"
"195031","195005"
"195031","195006"
"195031","195007"
"195031","FLEV113"
"195031","195008"
"195031","195009"
"195031","195010"
"195031","195012"
"195031","195014"
"195031","195015"
"195031","195016"
"195031","VFH0015"
"195031","VFH0041"
"195032","195012"
"195032","195048"
"195032","195050"
"195032","195007"
"195032","195008"
"195032","195014"
"195032","195015"
"195032","195016"
"195032","195017"
"195032","195024"
"195032","195025"
"195032","195026"
"195032","195031"
"195032","195033"
"195033","195001"
"195033","195007"
"195033","195010"
"195033","195012"
"195033","195014"
"195033","195015"
"195033","195016"
"195033","195017"
"195033","195024"
"195033","195025"
"195033","195026"
"195033","195031"
"195033","195032"
"195033","195043"
"195033","195050"
"195033","195005"
"195033","195021"
"195033","195022"
"195033","195023"
"195033","195029"
"195033","195052"
"195033","195008"
"195035","195020"
"195035","195022"
"195035","195023"
"195035","195025"
"195035","195027"
"195035","195028"
"195035","195031"
"195035","195036"
"195035","195048"
"195035","195049"
"195035","195050"
"195035","195003"
"195035","195007"
"195035","195008"
"195035","195009"
"195035","195010"
"195035","195011"
"195035","195014"
"195035","195015"
"195035","195016"
"195035","195017"
"195035","SARR216"
"195035","SILL151"
"195035","FLEV150"
"195036","195001"
"195035","VLD0001"
"195036","195009"
"195036","195010"
"195036","195012"
"195036","195014"
"195036","195015"
"195036","195016"
"195036","195017"
"195036","195018"
"195036","195019"
"195036","195020"
"195036","195021"
"195036","195022"
"195036","195023"
"195036","195025"
"195036","195026"
"195036","195027"
"195036","195028"
"195036","195029"
"195036","195030"
"195036","195031"
"195035","VIGO102"
"195036","195035"
"195036","195043"
"195036","195047"
"195036","195006"
"195036","195007"
"195036","195008"
"195043","195001"
"195036","195048"
"195036","195050"
"195036","195052"
"195036","195053"
"195043","195004"
"195043","195007"
"195043","195005"
"195043","195008"
"195043","195009"
"195043","195010"
"195043","195012"
"195043","195014"
"195043","195015"
"195043","195016"
"195043","195017"
"195043","195018"
"195043","195020"
"195043","195021"
"195043","195022"
"195043","195023"
"195043","195024"
"195043","195025"
"195043","195031"
"195043","195033"
"195043","195036"
"195043","195050"
"195043","FLEV113"
"195043","195026"
"195043","195029"
"195043","195003"
"195047","195007"
"195044","195021"
"195047","195009"
"195044","195026"
"195047","195028"
"195047","195008"
"195047","195014"
"195047","195050"
"195047","195053"
"195047","1TN0067"
"195047","195015"
"195047","195020"
"195047","195025"
"195047","195001"
"195047","195006"
"195047","195010"
"195047","195016"
"195047","195018"
"195047","195019"
"195047","195022"
"195047","195027"
"195047","195031"
"195047","195036"
"195047","FLEV103"
"195048","195035"
"195048","068134"
"195048","195014"
"195048","195018"
"195048","195020"
"195048","195021"
"195048","195022"
"195048","195024"
"195048","195026"
"195048","195032"
"195048","195007"
"195048","195008"
"195048","195036"
"195048","1TN0099"
"195049","195009"
"195049","1890102"
"195048","VDMW201"
"195048","195049"
"195049","1TN0102"
"195049","195030"
"195049","195035"
"195049","195048"
"195049","195010"
"195049","195014"
"195049","ELS0001"
"195049","C4A_QT2"
"195050","195008"
"195049","F2A0101"
"195050","195001"
"195050","195003"
"195050","195004"
"195050","195005"
"195050","195006"
"195050","195007"
"195050","195030"
"195050","195031"
"195050","195033"
"195050","195035"
"195050","195036"
"195050","195043"
"195050","195047"
"195050","195052"
"195050","195053"
"195050","195009"
