"Series_A","Series_B"
"195050","195010"
"195050","195012"
"195050","195014"
"195050","195015"
"195050","195016"
"195050","195017"
"195050","195018"
"195050","195020"
"195050","195021"
"195050","195022"
"195050","195023"
"195050","195024"
"195050","195025"
"195050","195026"
"195050","195027"
"195050","195028"
"195050","MAP0003"
"195050","VFH0035"
"195050","195032"
"195050","OFBG212"
"195050","VAL0025"
"195050","SARR216"
"195050","VFH0051"
"195052","195008"
"195050","MAP0002"
"195050","MMB0003"
"195052","195003"
"195052","195004"
"195052","195005"
"195052","195007"
"195052","195012"
"195052","195036"
"195052","195014"
"195052","195050"
"195052","195015"
"195052","195016"
"195052","195023"
"195052","195025"
"195052","195018"
"195052","195001"
"195052","195010"
"195052","195031"
"195053","195007"
"195052","195033"
"195053","195008"
"195053","195018"
"195053","195014"
"195053","195019"
"195053","195022"
"195053","195027"
"195053","195028"
"195053","195036"
"195053","195047"
"195053","195050"
"195053","FLEV150"
"195053","VNW0001"
"195053","HORB328"
"1AH_QT1","CUY0061"
"1AH_QT1","CUY0097"
"1AH_QT1","CUY0028"
"1AH_QT2","CUY0033"
"1AH_QT1","GEN_QT1"
"1AH_QT1","WHN_QT2"
"1DH0015","202048"
"1DH_QT1","1DH0019"
"1DH_QT1","VAL0014"
"1DH0015","VFH0027"
"1DH0015","C4A0901"
"1DH0019","1DH_QT1"
"1DH0019","VAL0014"
"1DH0034","VAL0014"
"1DH0032","068142"
"1DH0034","068083"
"1DH0032","C4A0201"
"1DH0036","C4A0201"
"1TN0067","195018"
"1DH0039","C4A0901"
"1DH0039","VFH_QT5"
"1GD0003","VDM2W17"
"1GD0003","VDM2W33"
"1TN0067","195022"
"1TN0067","195024"
"1TN0067","195047"
"1GD0003","VDMLR15"
"1TN0067","VDMLR01"
"1TN0068","195021"
"1TN0072","ELS0007"
"1TN0072","DAMB112"
"1TN0072","VEN_QT1"
"1TN0074","VDMLR01"
"1TN0074","1TN0096"
"1TN0076","1TN0090"
"1TN0085","1TN0084"
"1TN0084","1TN0085"
"1TN0084","1TN0086"
"1TN0085","STF0010"
"1TN0085","1TN0086"
"1TN0086","1TN0084"
"1TN0085","STF0004"
"1TN0086","1TN0085"
"1TN0090","1TN0076"
"1TN0093","SARR213"
"1TN0093","VDMWL10"
"1TN0094","1TN0095"
"1TN0090","1TN0099"
"1TN0090","1TN0108"
"1TN0096","1TN0074"
"1TN0095","1TN0094"
"1TN0096","195021"
"1TN0096","ELS_QT2"
"1TN0100","SILL146"
"1TN0096","VLD0001"
"1TN0097","VDMLR05"
"1TN0099","1TN0090"
"1TN0099","1TN0101"
"1TN0099","195048"
"1TN0100","195001"
"1TN0100","195014"
"1TN0100","195021"
"1TN0101","1TN0107"
"1TN0101","1TN0099"
"1TN0105","1TN0106"
"1TN0101","OSP0003"
"1TN0102","195049"
"1TN0101","VEN_QT1"
"1TN0107","1TN0101"
"1TN0106","1TN0105"
"1TN0108","1TN0090"
"1TN0108","HORB320"
"1TN0112","1TN0113"
"1TN0113","1TN0112"
"1TN0116","1TN0117"
"1TN0116","1TN0118"
"1TN0116","1TN0119"
"1TN0117","1TN0116"
"1TN0117","1TN0118"
"1TN0117","1TN0119"
"1TN0118","VDMB001"
"1TN0118","1TN0116"
"1TN0118","1TN0117"
"1TN0118","1TN0119"
"1TN0120","HOK0010"
"1TN0119","1TN0116"
"1TN0119","1TN0117"
"1TN0119","1TN0118"
"1TN0118","VEN_QT1"
"1TN0119","1TN0123"
"1TN0123","1TN0119"
"1TN0123","OSG0002"
"1TN0126","VDM2W33"
"202_QT1","202101"
"202_QT1","202105"
"202_QT1","202110"
"1VL0029","OSP_QT1"
"202_QT1","202034"
"202_QT1","202039"
"202_QT1","202080"
"202_QT1","202081"
"202011","202042"
"202011","202116"
"202011","202021"
"202018","202070"
"202018","202040"
"202015","SARR215"
"202018","202116"
"202018","202078"
"202018","CUY0108"
"202018","202041"
"202018","202067"
"202018","202110"
"202018","202042"
"202018","202080"
"202019","202046"
"202019","202029"
"202019","202108"
"202021","202011"
"202020","202028"
"202021","202036"
"202021","202026"
"202021","202108"
"202021","202042"
"202022","202052"
"202021","202116"
"202023","202070"
"202023","202034"
"202023","202038"
"202023","202040"
"202022","202026"
"202023","202081"
"202023","OUD2215"
"202023","202080"
"202023","202116"
"202023","202042"
"202023","202120"
"202023","202067"
"202024","VFH_QT5"
"202024","202046"
"202026","202022"
"202026","202048"
"202026","202037"
"202028","202020"
"202026","202021"
"202026","202045"
"202028","202036"
"202028","202032"
"202029","202108"
"202029","202019"
"202031","ATT_QT1"
"202030","202036"
"202031","202108"
"202031","202045"
"202032","202028"
"202031","C4A0504"
"202031","ZBT0001"
"202032","SARR215"
"202032","202036"
"202032","202043"
"202034","202_QT1"
"202034","202023"
"202034","202067"
"202032","202042"
"202034","202042"
"202034","202110"
"202034","202070"
"202034","202081"
"202034","202101"
"202034","202105"
"202034","202068"
"202036","202032"
"202036","202021"
"202036","202028"
"202036","202030"
"202037","202048"
"202037","202026"
"202038","202023"
"202038","202070"
"202038","202101"
"202039","202110"
"202039","202_QT1"
"202039","202117"
"202039","202080"
"202040","202023"
"202040","202018"
"202039","202105"
"202040","202042"
"202040","202067"
"202040","202070"
"202040","202116"
"202040","202081"
"202042","202052"
"202041","202018"
"202041","202116"
"202042","202011"
"202042","202021"
"202042","202101"
"202042","202070"
"202042","202080"
"202042","202081"
"202042","202018"
"202042","202067"
"202042","202023"
"202042","202034"
"202042","202040"
"202042","202032"
"202043","202032"
"202045","202076"
"202046","202019"
"202045","202046"
"202045","202048"
"202045","202026"
"202045","202031"
"202045","VFH0027"
"202045","VFH0054"
"202046","202024"
"202046","202048"
"202046","202051"
"202046","202045"
"202046","202052"
"202047","202074"
"202046","LAMA101"
"202048","202026"
"202048","1DH0015"
"202048","202037"
"202048","202045"
"202048","202046"
"202048","LAMA101"
"202052","202046"
"202048","VFH0054"
"202051","METZ618"
"202051","202046"
"202052","202022"
"202052","202042"
"202067","202070"
"202067","202117"
"202067","202018"
"202067","202023"
"202067","202034"
"202067","202040"
"202067","202042"
"202067","202081"
"202067","202101"
"202067","202105"
"202068","202034"
"202068","202072"
"202068","202105"
"202070","202101"
"202070","202023"
"202070","202034"
"202070","202038"
"202070","202040"
"202070","202042"
"202070","202067"
"202070","202018"
"202070","202110"
"202070","202116"
"202070","202081"
"202070","202080"
"202072","202068"
"202072","202091"
"202080","202018"
"202074","202047"
"202076","202045"
"202078","202018"
"202078","202081"
"202080","202042"
"202080","202070"
"202078","202116"
"202080","202023"
"202080","202039"
"202080","ZLF0006"
"202080","202_QT1"
"202081","202_QT1"
"202081","202023"
"202081","202067"
"202081","202070"
"202081","202078"
"202081","202101"
"202081","202034"
"202081","202040"
"202081","202042"
"202081","202120"
"202081","ZLF0041"
"202091","202072"
"202085","202118"
"202101","202067"
"202101","202034"
"202101","202038"
"202101","202042"
"202101","202_QT1"
"202101","202110"
"202101","202120"
"202101","202070"
"202101","202081"
"202105","202_QT1"
"202105","202034"
"202105","202039"
"202105","202068"
"202110","202034"
"202105","202067"
"202110","202_QT1"
"202110","202018"
"202108","202019"
"202108","202021"
"202108","202029"
"202108","202031"
"202110","202070"
"202110","202039"
"202110","202101"
"202116","202070"
"202116","202018"
"202116","202021"
"202116","202023"
"202116","202040"
"202116","202041"
"202116","202078"
"202118","STF0018"
"202116","202011"
"202116","OUD2215"
"202117","202039"
"202117","202067"
"202118","202085"
"202120","202023"
"202120","202101"
"202120","202081"
"388_QT1","388_QT2"
"388_QT1","388001"
"388_QT1","5850206"
"388_QT1","388008"
"388_QT1","388009"
"388_QT1","388010"
"388_QT1","388013"
"388_QT1","388015"
"388_QT1","DMN1037"
"388_QT1","BRE0015"
"388_QT1","BHC0059"
"388_QT2","388_QT1"
"388_QT2","388001"
"388_QT2","388009"
"388_QT2","388010"
"388_QT2","388012"
"388_QT2","388013"
"388_QT2","388015"
"388001","BHC0059"
"388_QT2","388019"
"388_QT2","388021"
"388001","388_QT1"
"388001","388_QT2"
"388001","388008"
"388001","388009"
"388001","388010"
"388001","388012"
"388001","388013"
"388001","388019"
"388009","DMN1037"
"388008","388019"
"388009","388_QT1"
"388009","388_QT2"
"388009","388001"
"388009","388007"
"388009","388010"
"388009","388012"
"388009","388015"
"388009","388019"
"388007","388009"
"388008","388_QT1"
"388008","388001"
"388008","388013"
"388008","388015"
"388009","DMN1_QT2"
"388010","388_QT1"
"388010","388_QT2"
"388010","388001"
"388010","388009"
"388010","388015"
"388010","DMN1001"
"388010","DMN1037"
"388013","A246_05"
"388012","388_QT2"
"388012","388001"
"388012","388009"
"388012","388015"
"388013","388015"
"388013","388019"
"388013","VDMWL31"
"388013","BHC0071"
"388013","NEW0005"
"388013","388_QT1"
"388013","388_QT2"
"388013","388001"
"388013","388008"
"388015","388_QT1"
"388015","388012"
"388015","DMN1037"
"388015","VFH0031"
"388015","388_QT2"
"388015","388008"
"388015","388009"
"388015","388010"
"388015","388013"
"388019","388_QT2"
"388019","388001"
"388019","388008"
"388019","388009"
"388019","388013"
"563_QT1","C5A0404"
"388021","388_QT2"
"563011","563014"
"563004a","563007"
"563005","587_QT1"
"563006a","DMN4016"
"563007","195014"
"563007","587_QT1"
"563007","BHC0030"
"563010a","56304004"
"563010a","563M4SEQ"
"563007","563004a"
"563007","56302002"
"563007","ALC0103"
"563011","563M4SEQ"
"563012","563M4SEQ"
"563012","563013"
"563013","563012"
"563013","563014"
"563013","563M4SEQ"
"563014","563011"
"563014","563M4SEQ"
"563014","563013"
"563014","563015"
"56302008","56304005"
"563015","563014"
"563015","563M4SEQ"
"56302004","56302005"
"56302004","56304004"
"56302004","563M4SEQ"
"56302002","563007"
"56302002","HORB204"
"56302005","56302004"
"56304001","56304003"
"56304001","56304004"
"56304003","068063"
"56304003","56304001"
"56304003","56304004"
"56304003","56304005"
"56304004","563M4SEQ"
"56304004","563010a"
"56304004","56302004"
"56304004","56304001"
"56304004","56304003"
"56304005","56304008"
"56304004","HOK0010"
"56304005","VFH0054"
"56304005","56302008"
"56304005","56304003"
"56304005","56304009"
"56304008","56304005"
"5850204","VFH0006"
"56304009","56304005"
"563M4SEQ","563010a"
"563M4SEQ","563011"
"563M4SEQ","563012"
"563M4SEQ","563013"
"563M4SEQ","563014"
"563M4SEQ","563015"
"563M4SEQ","56302004"
"563M4SEQ","56304004"
"5850206","388_QT1"
"5851804","195009"
"5851808","POM3011"
"5851806","DIFO054"
"5851806","VEN0006"
"587_QT1","563005"
"587_QT1","563007"
"587_QT1","ALC0103"
"600M1","BHC0065"
"5870601","C4A0504"
"6001005","BHC0056"
"6001005","BHC0058"
"600M1","BHC0022"
"600M1","DMN1037"
"600M1","VFH0038"
"A246_05","388013"
"ABC0006","DIFO044"
"ABC0001","ABC0002"
"ABC0001","ABF0006"
"ABC0001","ABF0007"
"ABC0001","ABF0008"
"ABC0004","ABC0002"
"ABC0004","ABF0021"
"ABC0004","ABN0007"
"ABC0002","ABC0001"
"ABC0002","ABC0004"
"ABC0006","ABF0015"
"ABC0010","ABF0021"
"ABC0007","ABF0021"
"ABC0007","ABN0007"
"ABC0008","ABF0021"
"ABC0008","ABN0082"
"ABF0004","C5A0104"
"ABF0004","ABF0006"
"ABF0004","ABF0013"
"ABF0004","ABF0021"
"ABF0005","ABF0021"
"ABF0006","DIFO017"
"ABF0006","ABC0001"
"ABF0006","ABF0004"
"ABF0006","ABF0013"
"ABF0006","ABF0021"
"ABF0015","ABF0013"
"ABF0008","ABC0001"
"ABF0008","ABF0021"
"ABF0013","ABF0004"
"ABF0013","ABF0006"
"ABF0013","ABF0015"
"ABF0007","ABC0001"
"ABF0015","ABC0006"
"ABF0021","ABF0005"
"ABF0021","ABC0004"
"ABF0021","ABC0007"
"ABF0021","ABC0008"
"ABF0021","ABC0010"
"ABF0021","ABF0004"
"ABF0021","ABF0006"
"ABF0021","ABF0008"
"ABF0021","ABN0082"
"ABF0021","TROY058"
"ABN0007","ABC0004"
"ABN0007","ABC0007"
"ABN0021","BRE0003"
"ABN0082","ABC0008"
"ABN0082","ABF0021"
"ALB0001","VDMWL03"
"ALB0002","ELS0007"
"ALB0002","NWH0013"
"ALB0002","MEH0001"
"ALB0002","NWH0035"
"ALB0002","VEL0003"
"ALC_QT1","ALC0035"
"ALC0002","C5A_QT1"
"ALC_QT1","VAL0011"
"ALC_QT1","VDMM002"
"ALC_QT1","C5A0203"
"ALC_QT1","UDP0001"
"ALC_QT1","UDP0002"
"ALC_QT1","VEL0003"
"ALC_QT1","VEL0004"
"ALC0002","VDMWL05"
"ALC0002","VOW0039"
"ALC0002","SEME102"
"ALC0002","RAT0002"
"ALC0024","DMW0008"
"ALC0026","ALC0076"
"ALC0033","NWH0012"
"ALC0033","NWH0036"
"ALC0035","ALC_QT1"
"ALC0035","ALC0049"
"ALC0035","C5A0307"
"ALC0035","C5A0104"
"ALC0035","ELS0007"
"ALC0035","SPR0002"
"ALC0035","SPR0003"
"ALC0035","SPR0004"
"ALC0035","VDMWL03"
"ALC0049","ALC0035"
"ALC0053","NWH0032"
"ALC0047","C5A_QT1"
"ALC0075","NWH0030"
"ALC0076","ALC0026"
"ALC0103","MMB0003"
"ALC0103","563007"
"ALC0103","587_QT1"
"ALC0103","SILL120"
"ALC0103","VLD0001"
"ALC0103","ELT0005"
"ATT_QT1","202031"
"ATT_QT1","LAMA102"
"ATT_QT1","PLIC101"
"ATT_QT1","SILL_QT1"
"AUTR201","VEND184"
"BAR_QT1","BJV0004"
"BAR_QT1","MEK07W1"
"BAR_QT2","BAR0002"
"BAR_QT2","BAR0003"
"BAR_QT2","BJG0002"
"BAR_QT2","MEK07W3"
"BAR_QT2","BJG0004"
"BAR0001","BHC_QT1"
"BAR0002","BAR_QT2"
"BAR0003","BAR_QT2"
"BAR0006","SILL151"
"BAR0006","BAR0008"
"BAR0008","BAR0006"
"BAR0008","068141"
"BAW0002","DEU0019"
"BAW0001","BAW0002"
"BAW0002","BAW0001"
"BAW0002","BAW0003"
"BGA0002","BGA0003"
"BAW0003","BAW0002"
"BGA0003","DAAH15A"
"BGA0003","BGA0002"
"BHC_QT1","BHC_QT4"
"BGA0003","IWRD578"
"BHC_QT1","BAR0001"
"BGA0003","LIW_QT1"
"BHC_QT3","F1B0602"
"BHC_QT4","BHC_QT1"
"BHC0005","BHC0045"
"BHC_QT4","DAAH01"
"BHC0022","600M1"
"BHC0006","ELS0007"
"BHC0028","SILL_QT1"
"BHC0028","BHC0064"
"BHC0042","BHC0077"
"BHC0030","563007"
"BHC0040","BHC0066"
"BHC0040","BHC0086"
"BHC0039","OSP0009"
"BHC0042","BJG0004"
"BHC0045","BHC0005"
"BHC0056","068032"
"BHC0059","068022"
"BHC0056","6001005"
"BHC0056","BHC0059"
"BHC0056","LMH0004"
"BHC0056","ELT0003"
"BHC0056","MEK07W7"
"BHC0058","6001005"
"BHC0067","DAAH01"
"BHC0059","388_QT1"
"BHC0059","388001"
"BHC0064","BHC0028"
"BHC0066","IWRD577"
"BHC0059","BHC0056"
"BHC0065","600M1"
"BHC0066","BHC0040"
"BHC0067","EMP0015"
"BHC0071","388013"
"BHC0073","BHC0077"
"BHC0077","BHC0042"
"BHC0077","BHC0073"
"BHC0077","VOW0028"
"BHC0086","BHC0040"
"BHO0002","VDMM002"
"BHO0001","VDMW201"
"BHO0001","VDMW202"
"BHO0002","VEL0003"
"BHO0002","068029"
"BJG0004","IJS0003"
"BJG0002","BAR_QT2"
"BJG0002","KNES30a"
"BJG0002","VEND045"
"BJV0004","BAR_QT1"
"BJG0004","BHC0042"
"BJG0004","BAR_QT2"
"BJV0004","KNES30d"
"BOUX101","FLEV104"
"BSK0002","F2A0101"
"BRE0003","ABN0021"
"BRE0010","BRE0011"
"BRE0015","388_QT1"
"BSK0002","HKL_QT1"
"BRE0011","BRE0010"
"BSN0002","NWH0032"
"BSN0004","IOSS001"
"C4A_QT2","HORB105"
"C4A_QT2","195031"
"C4A_QT2","195049"
"C4A_QT2","FLEV103"
"C4A_QT2","FLEV128"
"C4A_QT2","FLEV137"
"C4A_QT2","195008"
"C4A_QT2","195014"
"C4A_QT2","OFBG209"
"C4A_QT2","TROY208"
"C4A_QT2","VIGO102"
"C4A_QT2","VNW0001"
"C4A_QT3","068140"
"C4A_QT3","068141"
"C4A_QT3","195011"
"C4A_QT3","ELT0005"
"C4A_QT3","METZ647"
"C4A_QT3","IOSS001"
"C4A_QT3","TROY216"
"C4A_QT3","NIZ0016"
"C4A_QT3","TROY180"
"C4A_QT3","TROY095"
"C4A_QT3","VAL0025"
"C4A_QT3","VFH0035"
"C4A_QT3","VFH0013"
"C4A_QT3","VFH0049"
"C4A_QT3","VFH0061"
"C4A_QT3","VNW0001"
"C4A0201","C4A0901"
"C4A0201","195008"
"C4A0201","1DH0036"
"C4A0201","SILL146"
"C4A0201","195010"
"C4A0201","C4A1701"
"C4A0201","TROY208"
"C4A0201","1DH0032"
"C4A0201","VFH0036"
"C4A0504","202031"
"C4A0504","C4A0901"
"C4A0504","C4A1701"
"C4A0504","5870601"
"C4A0601","TROY208"
"C4A0601","FLEV137"
"C4A0601","VFH0047"
"C4A0901","1DH0015"
"C4A0901","C4A0504"
"C4A0901","C4A1701"
"C4A0901","1DH0039"
"C4A0901","C4A0201"
"C4A1701","C4A0201"
"C4A1701","C4A0504"
"C4A1701","C4A0901"
"C4A1701","VFH0013"
"C4A1701","VFH0027"
"C4A1701","195011"
"C4CRH01","LRC0023"
"C4A1701","VFH_QT1"
"C4A1701","068023"
"C4CRH13","LRC0022"
"C4CRH06","C4CRH09"
"C4CRH09","LRC0022"
"C4CRH09","C4CRH06"
"C4CRH13","C4CRH17"
"C4CRH17","C4CRH13"
"C5A_QT1","C5A_QT2"
"C5A_QT1","ALC0002"
"C5A_QT1","ALC0047"
"C5A_QT1","C5A_QT3"
"C5A_QT1","C5A0104"
"C5A_QT1","C5A0202"
"C5A_QT1","C5A0203"
"C5A_QT1","C5A0305"
"C5A_QT1","C5A0307"
"C5A_QT2","SPR0001"
"C5A_QT1","OKF0011"
"C5A_QT1","VDMWL07"
"C5A_QT1","VOW0001"
"C5A_QT1","VOW0006"
"C5A_QT1","VOW0039"
"C5A_QT2","C5A_QT1"
"C5A_QT2","C5A0104"
"C5A_QT2","C5A0202"
"C5A_QT2","C5A0203"
"C5A_QT2","C5A0305"
"C5A_QT2","OKF0011"
"C5A_QT2","VAL0017"
"C5A_QT1","LRB0025"
"C5A_QT1","VAL0022"
"C5A_QT1","VDM0001"
"C5A_QT2","SPR0002"
"C5A_QT2","SPR0003"
"C5A_QT3","C5A_QT1"
"C5A_QT3","C5A0104"
"C5A_QT3","C5A0305"
"C5A0101","C5A0306"
"C5A0101","C5A0201"
"C5A0101","SPR0003"
"C5A0104","C5A_QT1"
"C5A0104","ABF0004"
"C5A0104","ALC0035"
"C5A0104","C5A_QT2"
"C5A0104","IJS0003"
"C5A0104","C5A0201"
"C5A0104","C5A0202"
"C5A0104","C5A0203"
"C5A0104","C5A0305"
"C5A0104","C5A0307"
"C5A0104","C5A0404"
"C5A0104","NWH0038"
"C5A0104","RAT0002"
"C5A0104","SPR0001"
"C5A0104","SPR0002"
"C5A0104","SPR0003"
"C5A0104","SPR0004"
"C5A0104","UDP0005"
"C5A0104","VAL0011"
"C5A0104","C5A_QT3"
"C5A0104","LRB0032"
"C5A0104","RAT0001"
"C5A0104","VDM0001"
"C5A0201","C5A0101"
"C5A0201","C5A0104"
"C5A0201","C5A0202"
"C5A0202","C5A_QT1"
"C5A0201","SPR0003"
"C5A0202","C5A_QT2"
"C5A0202","C5A0104"
"C5A0202","C5A0201"
"C5A0202","C5A0305"
"C5A0202","SPR0003"
"C5A0202","LRB0032"
"C5A0202","UDP0001"
"C5A0203","ALC_QT1"
"C5A0203","C5A_QT1"
"C5A0203","C5A_QT2"
"C5A0203","C5A0104"
"C5A0203","VDM0001"
"C5A0203","SPR0001"
"C5A0203","SPR0002"
"C5A0203","SPR0003"
"C5A0203","VZS0001"
"C5A0305","VAL0022"
"C5A0305","C5A0104"
"C5A0305","C5A0202"
"C5A0305","VDM0001"
"C5A0305","C5A_QT1"
"C5A0305","C5A_QT2"
"C5A0305","LRB0025"
"C5A0305","LRB0032"
"C5A0305","SPR0001"
"C5A0305","SPR0005"
"C5A0305","VOW0005"
"C5A0305","C5A_QT3"
"C5A0307","ALC0035"
"C5A0307","C5A_QT1"
"C5A0307","C5A0104"
"C5A0306","C5A0101"
"C5A0307","NOVY_QT4"
"C5A0307","DMW0005"
"C5A0404","563_QT1"
"C5A0404","C5A0104"
"C5A0404","NWH0036"
"CAO_QT1","CAO0022"
"CAO0022","CAO_QT1"
"COS0001","RHW0002"
"CUY0020","IBYK011"
"CUY0001","CUY0088"
"CUY0001","CUY0096"
"CUY0001","CUY0101"
"CUY0020","CUY0033"
"CUY0020","CUY0039"
"CUY0001","CUY0038"
"CUY0001","CUY0044"
"CUY0022","CUY0030"
"CUY0022","CUY0044"
"CUY0020","CUY0093"
"CUY0033","CUY0035"
"CUY0028","1AH_QT1"
"CUY0030","CUY0044"
"CUY0030","CUY0022"
"CUY0030","CUY0038"
"CUY0030","IBYK008"
"CUY0031","CUY0066"
"CUY0033","1AH_QT2"
"CUY0033","CUY0020"
"CUY0022","CUY0080"
"CUY0028","CUY0089"
"CUY0028","CUY0095"
"CUY0028","CUY0098"
"CUY0030","CUY0080"
"CUY0033","CUY0093"
"CUY0033","D2B0103"
"CUY0033","GEN_QT1"
"CUY0033","GEP0007"
"CUY0034","CUY0092"
"CUY0033","CUY0038"
"CUY0033","CUY0039"
"CUY0033","CUY0049"
"CUY0033","CUY0059"
"CUY0033","CUY0068"
"CUY0033","CUY0076"
"CUY0037","CUY0044"
"CUY0034","CUY0081"
"CUY0034","WHN_QT3"
"CUY0035","CUY0033"
"CUY0035","CUY0039"
"CUY0035","CUY0058"
"CUY0035","CUY0093"
"CUY0037","CUY0097"
"CUY0038","CUY0093"
"CUY0038","CUY0001"
"CUY0038","CUY0030"
"CUY0038","CUY0033"
"CUY0038","CUY0039"
"CUY0038","IBYK008"
"CUY0039","CUY0020"
"CUY0039","CUY0033"
"CUY0039","CUY0035"
"CUY0039","CUY0038"
"CUY0042","OUD2245"
"CUY0043","CUY0093"
"CUY0043","CUY0051"
"CUY0044","D2B0103"
"CUY0044","CUY0001"
"CUY0044","CUY0022"
"CUY0044","CUY0030"
"CUY0044","CUY0037"
"CUY0038","CUY0068"
"CUY0038","CUY0076"
"CUY0038","CUY0088"
"CUY0049","D2B0103"
"CUY0049","STF0022"
"CUY0051","CUY0043"
"CUY0051","CUY0093"
"CUY0049","CUY0033"
"CUY0066","CUY0031"
"CUY0058","CUY0088"
"CUY0058","CUY0095"
"CUY0058","CUY0035"
"CUY0058","CUY0061"
"CUY0058","D2B0103"
"CUY0059","CUY0033"
"CUY0061","1AH_QT1"
"CUY0061","CUY0058"
"CUY0061","CUY0088"
"CUY0061","CUY0089"
"CUY0061","CUY0103"
"CUY0061","GEN_QT1"
"CUY0078","CUY0081"
"CUY0068","CUY0033"
"CUY0068","CUY0038"
"CUY0072","CUY0102"
"CUY0076","CUY0033"
"CUY0076","CUY0038"
"CUY0080","CUY0022"
"CUY0080","HRW2001"
"CUY0080","CUY0084"
"CUY0080","CUY0086"
"CUY0080","CUY0030"
"CUY0081","CUY0034"
"CUY0081","CUY0078"
"CUY0088","CUY0001"
"CUY0084","CUY0080"
"CUY0084","GEN_QT1"
"CUY0086","CUY0100"
"CUY0088","CUY0093"
"CUY0086","CUY0080"
"CUY0086","CUY0097"
"CUY0088","CUY0038"
"CUY0088","CUY0058"
"CUY0088","CUY0061"
"CUY0089","CUY0061"
"CUY0089","CUY0028"
"CUY0089","CUY0098"
"CUY0089","D2B0101"
"CUY0093","CUY0033"
"CUY0092","CUY0034"
"CUY0093","CUY0020"
"CUY0093","CUY0088"
"CUY0093","CUY0035"
"CUY0093","CUY0038"
"CUY0093","CUY0043"
"CUY0093","CUY0051"
"CUY0095","CUY0028"
"CUY0095","CUY0058"
"CUY0095","CUY0108"
"CUY0096","CUY0001"
"CUY0096","CUY0100"
"CUY0097","1AH_QT1"
"CUY0097","CUY0037"
"CUY0097","GEN_QT1"
"CUY0097","CUY0086"
"CUY0100","CUY0086"
"CUY0098","CUY0028"
"CUY0098","CUY0089"
"CUY0100","CUY0096"
"CUY0102","CUY0072"
"CUY0101","CUY0001"
"CUY0103","CUY0061"
"CUY0108","CUY0095"
"CUY0108","202018"
"D2A_QT1","IJS0002"
"D2A_QT2","1890204"
"D2B0103","CUY0044"
"D2B0101","CUY0089"
"D2B0103","CUY0033"
"D2B0103","GEN0011"
"D2B0103","GEN0012"
"D2B0103","CUY0049"
"D2B0103","CUY0058"
"DAAH01","BHC0067"
"DAAH01","BHC_QT4"
"DAAH15A","BGA0003"
"DAAH15A","OSD_QT1"
"DAMB110","SILL120"
"DAMB110","VLD0001"
"DAMB112","1TN0072"
"DAMP_QT2","DAMP102"
"DAMP108","SILL_QT6"
"DAMP102","DAMP_QT2"
"DAMP103","VEND175"
"DAMP105","VEND196"
"DIF0025","DIFO015"
"DEU0019","BAW0002"
"DEU0019","NEW0011"
"DIF0025","DIFO063"
"DIF0025","DMN1036"
"DEU0019","OSD_QT2"
"DIF0015","DIFO039"
"DIF0015","DIFO043"
"DIF0015","DIFO062"
"DIF0015","WEF0013"
"DIF0025","DIFO017"
"DIFO003","DIFO009"
"DIF0025","VILE101"
"DIFO003","DIFO062"
"DIFO017","DIFO015"
"DIFO009","DIFO003"
"DIFO013","DIFO049"
"DIFO015","DIF0025"
"DIFO015","DIFO017"
"DIFO015","DIFO022"
"DIFO017","ABF0006"
"DIFO017","DIF0025"
"DIFO017","DIFO018"
"DIFO017","DIFO022"
"DIFO017","DIFO026"
"DIFO017","DIFO035"
"DIFO017","DIFO044"
"DIFO017","DIFO063"
"DIFO017","WOE0002"
"DIFO018","DIFO017"
"DIFO020","DIFO047"
"DIFO018","DIFO043"
"DIFO026","DIFO044"
"DIFO022","DIFO015"
"DIFO022","DIFO017"
"DIFO022","DIFO039"
"DIFO026","DIFO017"
"DIFO026","DIFO036"
"DIFO026","DIFO054"
"DIFO035","DIFO017"
"DIFO035","DIFO044"
"DIFO035","F1B0101"
"DIFO035","TROY083"
"DIFO036","DIFO026"
"DIFO036","DIFO044"
"DIFO036","DIFO054"
"DIFO043","DIF0015"
"DIFO039","DIFO022"
"DIFO039","DIFO057"
"DIFO039","DIFO063"
"DIFO039","185349"
"DIFO039","DIF0015"
"DIFO043","DIFO057"
"DIFO044","NEW0005"
"DIFO044","DIFO017"
"DIFO044","DIFO035"
"DIFO044","DIFO036"
"DIFO043","DIFO018"
"DIFO043","DIFO046"
"DIFO044","ABC0006"
"DIFO044","VOW0028"
"DIFO044","VRW0001"
"DIFO044","DIFO026"
"DIFO049","DIFO013"
"DIFO047","DIFO020"
"DIFO047","DIFO051"
"DIFO046","DIFO043"
"DIFO054","DIFO026"
"DIFO051","DIFO047"
"DIFO054","5851806"
"DIFO054","DIFO036"
"DIFO054","SILL_QT1"
"DIFO063","DIFO017"
"DIFO057","DIFO039"
"DIFO057","DIFO043"
"DIFO057","DIFO063"
"DIFO062","DIF0015"
"DIFO062","DIFO003"
"DIFO063","DIF0025"
"DIFO063","DIFO057"
"DIFO063","KNES30a"
"DIFO063","DIFO039"
"DMN1_QT1","F1B0603"
"DMN1_QT2","388009"
"DMN1_QT1","VDMW002"
"DMN1_QT2","EL_QT1"
"DMN1001","POM4_QT1"
"DMN1001","388010"
"DMN1_QT2","IWRD543"
"DMN1008","DMN4009"
"DMN1036","VFH0037"
"DMN1025","VFH0041"
"DMN1030","068089"
"DMN1030","OFBG212"
