Series_A,Radius_A,Series_B,Radius_B,overlap,r,r_wuchs,t,t_wuchs,SGC,SSGC,p
VEND154,T,VEND168,T,57,0.55470802,0.54726254,4.98897809,4.84921956,0.80357143,0.00000000,0.0000055343
ELT2003,1,068089,A,86,0.54237019,0.51073352,5.95187512,5.44461701,0.74117647,0.02352941,0.0000087048
ELT2003,1,068089,Q,86,0.54237019,0.51073352,5.95187512,5.44461701,0.74117647,0.02352941,0.0000087048
065169,A,068089,Q,93,0.19173636,0.51330247,1.87383689,5.70560371,0.70652174,0.04347826,0.0000743950
DMN1030,1,068089,A,92,0.33966582,0.51811022,3.44502531,5.74669180,0.72527473,0.09890110,0.0000172371
DMN1030,1,068089,Q,92,0.33966582,0.51811022,3.44502531,5.74669180,0.72527473,0.09890110,0.0000172371
TROY221,T,TROY168,T,62,0.75203323,0.72355278,8.91115592,8.11946527,0.78688525,0.00000000,0.0000074193
TROY195,T,TROY168,T,52,0.66997926,0.66768254,6.44496098,6.34193452,0.78431373,0.00000000,0.0000489023
SAUL103,T,TROY168,T,64,0.43431661,0.50651927,3.82707956,4.62561377,0.74603175,0.01587302,0.0000939791
TROY196,T,TROY168,T,72,0.73836177,0.56088243,9.22524036,5.66820247,0.76056338,0.00000000,0.0000112783
TROY172,T,TROY168,T,72,0.64749745,0.55562353,7.15935227,5.59115936,0.78873239,0.00000000,0.0000011399
1TN0076,A,1TN0090,A,97,0.48265893,0.51919392,5.39966541,5.92106482,0.75000000,0.01041667,0.0000009634
1TN0108,A,1TN0090,A,68,0.45863247,0.68173815,4.22457628,7.57038710,0.74626866,0.00000000,0.0000554004
1TN0099,A,1TN0090,A,80,0.67212695,0.51702599,8.06821339,5.33459287,0.73417722,0.02531646,0.0000314334
DIFO017,0,DIFO018,X,75,0.53928673,0.59044234,5.50884393,6.25061036,0.74324324,0.01351351,0.0000285273
DIFO017,1,DIFO018,X,75,0.45979528,0.57663114,4.45405120,6.03024576,0.72972973,0.02702703,0.0000773649
DIFO017,4,DIFO018,1,75,0.75198383,0.66080940,9.81339587,7.52238988,0.72972973,0.04054054,0.0000773649
DIFO017,4,DIFO018,X,75,0.75198383,0.66080940,9.81339587,7.52238988,0.72972973,0.04054054,0.0000773649
DIFO043,2,DIFO018,X,75,-0.33740068,0.54626758,-3.08322732,5.57217343,0.74324324,0.02702703,0.0000285273
HBW0001,1,VDMWL12,1,51,0.28463027,0.65130626,2.09947992,6.00824185,0.78000000,0.00000000,0.0000750132
SAUL105,T,SAUL110,T,90,0.36667702,0.63221035,3.71820326,7.65446988,0.74157303,0.05617978,0.0000051645
VEND021,T,VEND198,T,66,0.21182357,0.53431737,1.74742903,5.05692675,0.75384615,0.00000000,0.0000425559
VEND210,T,VEND198,T,55,0.65201952,0.68078189,6.31935060,6.76622575,0.81481481,0.00000000,0.0000037133
ALC0103,0,SILL120,T,64,0.19268995,0.53213416,1.55863842,4.94889131,0.74603175,0.03174603,0.0000939791
ALC0103,1,SILL120,T,64,0.20706186,0.53580003,1.67990978,4.99664721,0.77777778,0.04761905,0.0000103569
HORB324,T,SILL120,T,64,0.45357076,0.52982057,4.03952466,4.91895220,0.80952381,0.01587302,0.0000008945
DAMB110,T,SILL120,T,56,0.34791250,0.53249951,2.75212145,4.62301056,0.76363636,0.01818182,0.0000921590
SILL151,T,SILL120,T,54,0.66794701,0.77447448,6.53409010,8.82827908,0.81132075,0.01886792,0.0000058180
TROY170,Q,SILL120,T,64,0.31154417,0.57108856,2.60231825,5.47791334,0.74603175,0.01587302,0.0000939791
TROY170,T,SILL120,T,64,0.31154417,0.57108856,2.60231825,5.47791334,0.74603175,0.01587302,0.0000939791
195024,A,SILL120,T,64,0.42524946,0.55268307,3.72931361,5.22183247,0.76190476,0.04761905,0.0000321596
SILL146,T,SILL120,T,64,0.75271082,0.80995112,9.07487688,10.87398114,0.76190476,0.01587302,0.0000321596
185343,A,185019,F,63,0.81207997,0.63179963,10.95770067,6.36603118,0.77419355,0.04838710,0.0000157446
185034,E,185019,E,61,0.25855719,0.50427307,2.07327511,4.48546206,0.76666667,0.01666667,0.0000360902
185034,Q,185019,E,61,0.25855719,0.50427307,2.07327511,4.48546206,0.76666667,0.01666667,0.0000360902
F1B0101,C,F1B0601,A,66,0.70243908,0.69518799,7.95685806,7.73690513,0.76923077,0.00000000,0.0000141697
F1B0101,C,F1B0601,Z,66,0.70297598,0.70346827,7.96887680,7.91829878,0.75384615,0.00000000,0.0000425559
F1B0102,A,F1B0601,A,70,0.95383999,0.78992212,26.38290705,10.62261654,0.73913043,0.01449275,0.0000710526
F1B0102,B,F1B0601,A,70,0.95304599,0.78683377,26.14242256,10.51323021,0.75362319,0.02898551,0.0000251438
F1B0102,B,F1B0601,Z,70,0.95330301,0.78342345,26.21961292,10.39484616,0.73913043,0.02898551,0.0000710526
F1B0102,C,F1B0601,A,70,0.94983747,0.80664827,25.22812264,11.25454188,0.79710145,0.00000000,0.0000007981
F1B0102,C,F1B0601,B,70,0.95041535,0.80582665,25.38638108,11.22181863,0.75362319,0.01449275,0.0000251438
F1B0102,C,F1B0601,C,70,0.94944500,0.80163602,25.12214954,11.05774934,0.75362319,0.01449275,0.0000251438
F1B0102,C,F1B0601,Z,70,0.95022973,0.80707284,25.33525363,11.27152473,0.78260870,0.00000000,0.0000026654
F1B0102,Z,F1B0601,A,70,0.95246703,0.79809278,25.97078898,10.92259571,0.73913043,0.04347826,0.0000710526
F1B0503,B,F1B0601,A,59,0.89743475,0.62533797,15.49292181,6.05007201,0.75862069,0.00000000,0.0000817561
F1B0402,B,F1B0601,A,70,0.81902268,0.65520083,11.85739648,7.15188363,0.81159420,0.01449275,0.0000002260
F1B0402,B,F1B0601,B,70,0.81978017,0.67914011,11.89080363,7.62979130,0.81159420,0.02898551,0.0000002260
F1B0402,B,F1B0601,C,70,0.82131491,0.67550950,11.95907478,7.55460005,0.78260870,0.02898551,0.0000026654
F1B0402,B,F1B0601,Z,70,0.82064348,0.67557009,11.92910967,7.55584650,0.82608696,0.01449275,0.0000000605
F1B0402,C,F1B0601,A,70,0.82023985,0.66308751,11.91116910,7.30481462,0.73913043,0.01449275,0.0000710526
F1B0402,C,F1B0601,B,70,0.82070633,0.67664622,11.93190817,7.57803194,0.73913043,0.02898551,0.0000710526
F1B0402,C,F1B0601,C,70,0.82225789,0.67847234,12.00141657,7.61588433,0.73913043,0.02898551,0.0000710526
F1B0402,C,F1B0601,Z,70,0.82161392,0.67704318,11.97246786,7.58623815,0.75362319,0.01449275,0.0000251438
F1B0402,Z,F1B0601,A,70,0.81858985,0.66060802,11.83839227,7.25627856,0.75362319,0.00000000,0.0000251438
F1B0402,Z,F1B0601,B,70,0.81931278,0.67792283,11.87016812,7.60446663,0.75362319,0.01449275,0.0000251438
F1B0402,Z,F1B0601,C,70,0.82070389,0.67546801,11.93179936,7.55374670,0.75362319,0.01449275,0.0000251438
F1B0402,Z,F1B0601,Z,70,0.82010918,0.67620825,11.90537296,7.56899195,0.76811594,0.00000000,0.0000084177
F1B0103,A,F1B0601,A,64,0.96457852,0.88527838,29.02283426,14.98874692,0.87301587,0.00000000,0.0000000032
F1B0103,A,F1B0601,B,64,0.96486964,0.88932690,29.14947736,15.31379015,0.87301587,0.01587302,0.0000000032
F1B0103,A,F1B0601,C,64,0.96404862,0.89637260,28.79620885,15.92154790,0.85714286,0.01587302,0.0000000143
F1B0103,A,F1B0601,Z,64,0.96480995,0.89463384,29.12338316,15.76623347,0.88888889,0.00000000,0.0000000007
F1B0103,B,F1B0601,A,64,0.96381321,0.88546796,28.69710015,15.00360513,0.88888889,0.00000000,0.0000000007
F1B0103,B,F1B0601,B,64,0.96473489,0.89285188,29.09066716,15.61078222,0.90476190,0.01587302,0.0000000001
F1B0103,B,F1B0601,C,64,0.96446121,0.90093176,28.97223651,16.34696996,0.85714286,0.01587302,0.0000000143
F1B0103,B,F1B0601,Z,64,0.96464714,0.89777734,29.05254586,16.04975014,0.90476190,0.00000000,0.0000000001
F1B0103,Z,F1B0601,A,64,0.96439734,0.88472264,28.94478939,14.94538994,0.87301587,0.01587302,0.0000000032
F1B0103,Z,F1B0601,B,64,0.96487798,0.88905530,29.15312539,15.29146174,0.87301587,0.03174603,0.0000000032
F1B0103,Z,F1B0601,C,64,0.96444851,0.89852592,28.96677137,16.11909446,0.85714286,0.03174603,0.0000000143
F1B0103,Z,F1B0601,Z,64,0.96487948,0.89522773,29.15378142,15.81887151,0.88888889,0.01587302,0.0000000007
F1B0103,C,F1B0601,A,64,0.96228438,0.87026935,28.07579698,13.91157054,0.88888889,0.00000000,0.0000000007
F1B0103,C,F1B0601,B,64,0.96252932,0.87140098,28.17282572,13.98658349,0.88888889,0.01587302,0.0000000007
F1B0103,C,F1B0601,C,64,0.96227907,0.88388245,28.07370479,14.88039749,0.87301587,0.01587302,0.0000000032
F1B0103,C,F1B0601,Z,64,0.96265098,0.87948919,28.22136371,14.55101951,0.90476190,0.00000000,0.0000000001
F1B0504,C,F1B0601,A,70,0.89245876,0.62864252,16.43281524,6.66575332,0.73913043,0.01449275,0.0000710526
F1B0504,Z,F1B0601,A,70,0.89364850,0.62710094,16.54130576,6.63879135,0.73913043,0.01449275,0.0000710526
F1B0302,Z,F1B0601,Z,70,0.85412368,0.53667404,13.64217304,5.24482315,0.73913043,0.01449275,0.0000710526
185380,A,185_QT2,R,66,0.80443891,0.50666526,10.91785784,4.70145064,0.80000000,0.01538462,0.0000013158
185143,Q,185_QT2,R,71,0.56435925,0.63503061,5.71968578,6.82854280,0.77142857,0.02857143,0.0000055758
185092,0,185_QT2,R,73,0.68680111,0.62174354,8.01779945,6.68892292,0.73611111,0.02777778,0.0000615109
185092,B,185_QT2,R,73,0.69974017,0.59392285,8.31118915,6.22044261,0.73611111,0.01388889,0.0000615109
185111,A,185_QT2,R,85,0.67788391,0.54216939,8.45099421,5.87835197,0.71428571,0.02380952,0.0000856830
185039,E,185_QT2,R,78,0.53612398,0.57692049,5.57309574,6.15753461,0.75324675,0.01298701,0.0000088112
185362,A,185_QT2,R,58,0.65430550,0.54977469,6.53226675,4.92526411,0.78947368,0.01754386,0.0000123703
185074,0,185_QT2,R,95,0.75513349,0.61661187,11.16780653,7.55320279,0.72340426,0.02127660,0.0000147782
BHC0056,1,MEK07W7,H,64,0.24364921,0.57013077,1.99399792,5.46429616,0.79365079,0.00000000,0.0000031382
METZ624,T,METZ623,T,55,0.71280436,0.61762032,7.46834593,5.71707404,0.77777778,0.01851852,0.0000445571
VDM2W03,1,VDMWL50,1,53,0.49508629,0.63430416,4.10904466,5.85944106,0.78846154,0.00000000,0.0000317897
SPR0003,0,SPR0004,1,91,0.65384331,0.64454259,8.19806577,7.95298701,0.76666667,0.04444444,0.0000004200
SPR0003,1,SPR0004,1,91,0.67226532,0.56326049,8.61485903,6.43098316,0.71111111,0.03333333,0.0000618729
SPR0003,2,SPR0004,1,85,0.58911133,0.62200008,6.68186614,7.23699369,0.75000000,0.02380952,0.0000045928
ALC0035,1,SPR0004,1,91,0.49213906,0.54621475,5.36329928,6.15174511,0.73333333,0.04444444,0.0000095469
C5A0104,A,SPR0004,1,91,0.83082780,0.68477727,14.16263390,8.86470593,0.76666667,0.03333333,0.0000004200
SPR0005,0,VOW0013,1,63,0.50299435,0.59033760,4.58246983,5.71225578,0.77419355,0.06451613,0.0000157446
SPR0005,Q,VOW0013,1,63,0.50299435,0.59033760,4.58246983,5.71225578,0.77419355,0.06451613,0.0000157446
NOVY141,T,NOVY118,T,103,0.85482810,0.76301776,16.63741188,11.86339766,0.75490196,0.05882353,0.0000002622
NOVY_QT3,R,NOVY118,T,99,-0.01687973,0.58063474,-0.16712465,7.02387695,0.70408163,0.06122449,0.0000533123
NOVY_QT5,R,NOVY118,T,103,0.49649876,0.58167649,5.77669986,7.18666229,0.76470588,0.03921569,0.0000000895
NOVY108,T,NOVY118,T,103,0.76155742,0.64383495,11.86758702,8.45630194,0.70588235,0.05882353,0.0000320176
ILLA203,Q,FLEV118,T,68,0.29033047,0.65440842,2.48342740,7.03101301,0.77611940,0.02985075,0.0000061761
ILLA203,T,FLEV118,T,69,0.28244729,0.65096806,2.42798054,7.01932185,0.76470588,0.02941176,0.0000126750
FLEV119,T,FLEV118,T,106,0.38060403,0.65604213,4.21744350,8.86461911,0.76190476,0.02857143,0.0000000799
FLEV104,T,FLEV118,T,58,0.43975809,0.73746978,3.69673827,8.17127752,0.77192982,0.03508772,0.0000402482
NOVY108,T,FLEV118,T,83,-0.15801178,0.55090828,-1.44906177,5.94102285,0.76829268,0.06097561,0.0000011799
VILE101,T,TROY147,T,52,0.65293182,0.63282397,6.15627560,5.77911155,0.86274510,0.00000000,0.0000002207
BJG0002,1,VEND045,T,95,0.49533614,0.52726867,5.52832327,5.98423336,0.70212766,0.01063830,0.0000887694
195004,A,195017,A,162,0.70813365,0.57580545,12.72551123,8.90844527,0.70807453,0.02484472,0.0000001289
195035,A,195017,0,87,0.68981158,0.65815002,8.83583861,8.05943635,0.76744186,0.01162791,0.0000007038
195035,A,195017,A,81,0.55128780,0.57982186,5.91007852,6.32539056,0.76250000,0.02500000,0.0000026564
195025,0,195017,0,168,0.57317432,0.59153770,9.03922651,9.45261602,0.76047904,0.01796407,0.0000000000
195025,0,195017,A,162,0.60769375,0.51190314,9.70919978,7.53759496,0.73291925,0.03105590,0.0000000034
195025,A,195017,0,168,0.57460837,0.56431600,9.07296924,8.80700738,0.73652695,0.03592814,0.0000000010
195003,0,195017,0,97,0.70447708,0.65529480,9.72548616,8.45545393,0.76041667,0.01041667,0.0000003341
195003,C,195017,0,75,0.65572335,0.65927215,7.47117379,7.49140944,0.72972973,0.01351351,0.0000773649
195031,Q,195017,A,162,0.71899202,0.54373860,13.12625254,8.19514069,0.70186335,0.01863354,0.0000003012
195031,Q,195017,0,168,0.75196750,0.55649146,14.74144267,8.62955064,0.70059880,0.00598802,0.0000002165
195005,A,195017,0,159,0.75037799,0.59019342,14.26925401,9.16072289,0.70886076,0.02531646,0.0000001515
195010,0,195017,A,162,0.28076909,0.52687715,3.71186894,7.84116057,0.72670807,0.03726708,0.0000000088
195010,0,195017,0,168,0.27531113,0.57348847,3.70082153,9.01948135,0.74850299,0.02395210,0.0000000001
195010,A,195017,0,168,0.15894480,0.58460269,2.08046743,9.28373679,0.74251497,0.02395210,0.0000000004
195010,A,195017,A,162,0.14521462,0.53756732,1.86230703,8.06401862,0.72049689,0.03105590,0.0000000220
195010,Q,195017,0,168,0.27531113,0.57348847,3.70082153,9.01948135,0.74850299,0.02395210,0.0000000001
195010,Q,195017,A,162,0.28076909,0.52687715,3.71186894,7.84116057,0.72670807,0.03726708,0.0000000088
195036,A,195017,0,141,0.39338952,0.50135139,5.06285604,6.83142251,0.70714286,0.01428571,0.0000009492
195008,0,195017,0,168,0.37070847,0.55220613,5.15812962,8.53378116,0.71257485,0.02994012,0.0000000393
195008,D,195017,0,168,0.35388430,0.51496632,4.88960305,7.74007966,0.73053892,0.00598802,0.0000000025
195015,0,195017,A,162,0.53120467,0.59898959,7.95548320,9.46190581,0.79503106,0.01242236,0.0000000000
195015,0,195017,0,168,0.49041564,0.67878999,7.27211609,11.90958840,0.81437126,0.00000000,0.0000000000
195015,A,195017,0,168,0.30760049,0.59879469,4.17762392,9.63279452,0.74850299,0.00598802,0.0000000001
195015,A,195017,A,162,0.32428078,0.50552095,4.34971672,7.41108501,0.73913043,0.01863354,0.0000000013
195015,B,195017,0,168,0.55086990,0.60283429,8.52969529,9.73468273,0.70658683,0.02994012,0.0000000933
195015,B,195017,A,162,0.60135498,0.55880665,9.55007695,8.52336233,0.71428571,0.04347826,0.0000000539
195050,0,195017,0,168,0.57768356,0.66429679,9.14574950,11.45046345,0.74251497,0.02395210,0.0000000004
195050,0,195017,A,162,0.52587625,0.59762193,7.84496461,9.42827752,0.75155280,0.03726708,0.0000000002
195050,A,195017,0,168,0.42844086,0.61322043,6.12755747,10.00211957,0.73652695,0.00000000,0.0000000010
195050,A,195017,A,162,0.36479304,0.55215914,4.97128273,8.37711116,0.76397516,0.01242236,0.0000000000
195050,B,195017,0,168,0.65674865,0.62616504,11.25441651,10.34714635,0.72455090,0.02395210,0.0000000065
195022,0,195017,0,168,0.00549844,0.52537315,0.07105660,7.95532107,0.71257485,0.02395210,0.0000000393
195023,0,195017,0,168,0.74952566,0.65444528,14.63197539,11.15174342,0.73652695,0.02395210,0.0000000010
195023,0,195017,A,162,0.68472727,0.60253113,11.92127094,9.54958896,0.74534161,0.03726708,0.0000000005
195023,A,195017,0,168,0.75031048,0.59969091,14.66700833,9.65529951,0.70658683,0.01796407,0.0000000933
195023,A,195017,A,162,0.69346385,0.57201152,12.21259481,8.82106186,0.71428571,0.03105590,0.0000000539
195023,B,195017,0,168,0.71608586,0.60619061,13.25745958,9.82023023,0.71856287,0.01796407,0.0000000161
195023,B,195017,A,162,0.64709960,0.54074121,10.76956266,8.13122305,0.72670807,0.03105590,0.0000000088
195043,B,195017,0,143,0.32803977,0.54084883,4.13802725,7.63532606,0.71830986,0.01408451,0.0000001962
195007,0,195017,A,146,0.12756682,0.50921551,1.54876140,7.10005688,0.71034483,0.03448276,0.0000004067
195007,1,195017,0,151,0.14415892,0.58159311,1.78421597,8.72701247,0.70666667,0.01333333,0.0000004143
195007,1,195017,A,151,0.14700739,0.52423847,1.82024174,7.51451399,0.72666667,0.02666667,0.0000000282
195007,B,195017,0,135,0.11452239,0.52969929,1.33447245,7.20218643,0.70149254,0.00000000,0.0000030878
195021,0,195017,0,168,0.50467494,0.63041143,7.55446091,10.46333783,0.71856287,0.01796407,0.0000000161
195021,0,195017,A,162,0.45180257,0.56669799,6.42597990,8.70008846,0.72049689,0.03105590,0.0000000220
195021,B,195017,0,168,0.43803940,0.58009660,6.29699126,9.17567144,0.70658683,0.01197605,0.0000000933
195024,0,195017,0,168,0.48355836,0.61170309,7.13911186,9.96254343,0.73053892,0.04790419,0.0000000025
195024,0,195017,A,162,0.50741995,0.56610035,7.47179487,8.68658305,0.73913043,0.06211180,0.0000000013
195024,A,195017,0,168,0.41505191,0.57269627,5.89543427,9.00093517,0.71856287,0.02395210,0.0000000161
195024,A,195017,A,162,0.44254974,0.51431812,6.26190635,7.58590329,0.72049689,0.03726708,0.0000000220
195016,0,195017,0,168,0.58188340,0.63775036,9.24609316,10.66785043,0.73053892,0.02994012,0.0000000025
195016,0,195017,A,162,0.59095049,0.56965557,9.29496523,8.76722322,0.74534161,0.03726708,0.0000000005
195016,A,195017,0,167,0.58591770,0.63813922,9.31551785,10.64660772,0.72289157,0.03012048,0.0000000093
195016,B,195017,A,122,0.31976422,0.51662323,3.71231347,6.60971618,0.71900826,0.03305785,0.0000014487
195026,0,195017,0,81,0.41739304,0.54983966,4.10825327,5.85089914,0.73750000,0.01250000,0.0000215179
195026,A,195017,0,77,0.41001640,0.58514366,3.91900641,6.24899184,0.77631579,0.00000000,0.0000014520
195033,B,195017,0,168,0.68665618,0.58529496,12.20601015,9.30045362,0.74251497,0.02395210,0.0000000004
195033,A,195017,0,168,0.68738113,0.56997894,12.23042797,8.93760342,0.70658683,0.02994012,0.0000000933
195001,G,195017,0,168,0.41910009,0.57707630,5.96511500,9.10395122,0.70059880,0.01796407,0.0000002165
195009,A,195017,0,65,0.30235867,0.62652867,2.53764582,6.38045621,0.81250000,0.00000000,0.0000005733
195009,A,195017,A,59,0.26814765,0.62134447,2.11978269,5.98701119,0.77586207,0.01724138,0.0000264794
195009,Q,195017,0,54,0.53502240,0.60568430,4.61037789,5.48903341,0.81132075,0.01886792,0.0000058180
VEND032,T,VEND028,Q,105,0.73955363,0.59416305,11.20490764,7.49690638,0.70192308,0.01923077,0.0000381448
CUY0001,2,CUY0101,1,65,0.73668398,0.54727830,8.71509588,5.19013471,0.79687500,0.03125000,0.0000020342
NWH0028,1,NWH0006,1,129,0.65947993,0.67671797,9.92542708,10.35830703,0.71093750,0.04687500,0.0000018153
VFH0027,0,VFH0009,0,133,0.42920874,0.57246397,5.45970325,7.99110966,0.71969697,0.05303030,0.0000004459
068083,Q,VFH0009,0,89,0.32566595,0.54385554,3.23116466,6.04489349,0.71590909,0.05681818,0.0000510399
068_QT04,R,VFH0009,0,92,0.10931144,0.62473849,1.04905111,7.59033210,0.75824176,0.03296703,0.0000008353
NWH0013,1,NWH0035,1,114,0.67091595,0.61217100,9.61781935,8.19324754,0.72566372,0.04424779,0.0000016052
NWH0042,1,NWH0035,1,111,0.74269936,0.77750779,11.63262493,12.90787768,0.74545455,0.05454545,0.0000002623
ALB0002,1,NWH0035,1,100,0.17941519,0.59283753,1.81460342,7.28750923,0.72727273,0.05050505,0.0000061064
NWH0039,1,NWH0035,1,101,0.74215435,0.73956165,11.07314594,10.93250274,0.77000000,0.03000000,0.0000000666
NWH0004,1,NWH0035,1,85,0.79854335,0.64136907,12.15869283,7.61587952,0.72619048,0.05952381,0.0000338127
ELT0005,1,VAL0025,1,64,0.46448547,0.56518627,4.16307513,5.39452001,0.74603175,0.01587302,0.0000939791
195015,B,VAL0025,1,67,0.40447818,0.53253519,3.59302907,5.07253794,0.74242424,0.03030303,0.0000818466
195050,A,VAL0025,1,81,0.35581334,0.54628097,3.40534721,5.79684805,0.72500000,0.02500000,0.0000569941
VFH0013,0,VAL0025,1,114,0.64048518,0.55260283,8.86551068,7.01690034,0.73451327,0.02654867,0.0000006170
C4A_QT3,R,VAL0025,1,81,0.45596375,0.52434738,4.58232735,5.47325558,0.78750000,0.01250000,0.0000002704
METZ618,T,METZ626,T,59,0.76209603,0.63909259,8.96412828,6.27337966,0.79310345,0.00000000,0.0000080286
HORB105,T,HORB328,Q,56,0.07459779,0.64844666,0.55477783,6.25947732,0.76363636,0.00000000,0.0000921590
HORB105,T,HORB328,T,56,0.07459779,0.64844666,0.55477783,6.25947732,0.76363636,0.00000000,0.0000921590
195053,A,HORB328,Q,75,0.29086115,0.53379843,2.61514739,5.39346309,0.75675676,0.02702703,0.0000099891
195053,A,HORB328,T,75,0.29086115,0.53379843,2.61514739,5.39346309,0.75675676,0.02702703,0.0000099891
195014,A,HORB328,Q,63,0.25857164,0.63498755,2.10767271,6.41976399,0.75806452,0.03225806,0.0000482380
195014,A,HORB328,T,63,0.25857164,0.63498755,2.10767271,6.41976399,0.75806452,0.03225806,0.0000482380
068148,E,068147,0,56,0.74895130,0.52886137,8.38237489,4.57910198,0.76363636,0.00000000,0.0000921590
068148,E,068147,C,56,0.63954885,0.52183557,6.16978005,4.49529353,0.80000000,0.00000000,0.0000085983
1TN0090,A,1TN0108,A,68,0.45863247,0.68173815,4.22457628,7.57038710,0.74626866,0.00000000,0.0000554004
HORB320,T,1TN0108,A,80,0.60524085,0.51647758,6.75780381,5.32687451,0.72151899,0.00000000,0.0000822295
195009,A,VEND117,T,53,-0.13254423,0.51043043,-0.96429792,4.23900642,0.84615385,0.00000000,0.0000005966
VDMWL03,Q,VRW0007,0,88,0.11146054,0.53335178,1.04615345,5.84719080,0.73563218,0.03448276,0.0000110436
DIFO044,1,VRW0001,2,53,-0.23657146,0.58491163,-1.75578047,5.14994428,0.78846154,0.01923077,0.0000317897
DIFO044,1,VRW0001,Q,51,-0.30180400,0.58087034,-2.23845575,4.99522349,0.78000000,0.02000000,0.0000750132
DIFO044,Q,VRW0001,2,53,-0.23657146,0.58491163,-1.75578047,5.14994428,0.78846154,0.01923077,0.0000317897
DIFO044,Q,VRW0001,Q,51,-0.30180400,0.58087034,-2.23845575,4.99522349,0.78000000,0.02000000,0.0000750132
VFH0037,0,VDM0001,1,56,0.59897268,0.50688095,5.54728989,4.32103209,0.76363636,0.00000000,0.0000921590
VFH0037,Q,VDM0001,1,56,0.59897268,0.50688095,5.54728989,4.32103209,0.76363636,0.00000000,0.0000921590
NWH0038,1,VDM0001,0,76,0.01271836,0.52543463,0.11015310,5.31238736,0.73333333,0.01333333,0.0000531213
C5A0305,A,VDM0001,0,105,0.31181214,0.56590376,3.34672754,6.96603490,0.70192308,0.02884615,0.0000381448
C5A0305,A,VDM0001,2,81,0.43902416,0.57414580,4.37046148,6.23279429,0.72500000,0.05000000,0.0000569941
C5A0305,B,VDM0001,0,105,0.30428795,0.57510751,3.25761619,7.13465569,0.73076923,0.01923077,0.0000025165
C5A0305,B,VDM0001,2,81,0.43077515,0.57403657,4.26941151,6.23102565,0.76250000,0.02500000,0.0000026564
C5A0305,Z,VDM0001,0,105,0.30849821,0.57863233,3.30739522,7.20029360,0.73076923,0.04807692,0.0000025165
C5A0305,Z,VDM0001,1,93,0.29168440,0.63252949,2.92493021,7.79039907,0.70652174,0.03260870,0.0000743950
C5A0305,Z,VDM0001,2,81,0.43557456,0.58311333,4.32804073,6.37971842,0.73750000,0.06250000,0.0000215179
UDP0005,1,VDM0001,2,62,0.92595890,0.59159255,19.15123017,5.68375760,0.77049180,0.01639344,0.0000238711
C5A0104,B,VDM0001,0,85,0.01650997,0.51182279,0.15133704,5.42774551,0.71428571,0.01190476,0.0000856830
C5A_QT1,R,VDM0001,0,105,0.46888808,0.58379630,5.41375354,7.29755408,0.73076923,0.02884615,0.0000025165
C5A_QT1,R,VDM0001,2,81,0.41175774,0.61331956,4.04136960,6.90182684,0.75000000,0.03750000,0.0000077442
C5A0203,B,VDM0001,1,73,-0.33445857,0.55558022,-3.01140023,5.63031961,0.73611111,0.00000000,0.0000615109
LRB0025,0,VDM0001,0,78,0.53273330,0.56720490,5.52381963,6.00402811,0.74025974,0.01298701,0.0000248078
LRB0025,1,VDM0001,0,78,0.49176023,0.53017414,4.95581322,5.45112889,0.72727273,0.02597403,0.0000664587
FLEV103,T,MRW0002,0,54,0.40568892,0.59868412,3.23131698,5.38982796,0.81132075,0.01886792,0.0000058180
MMB0003,1,MRW0002,0,147,0.66331554,0.59299526,10.71020396,8.86805242,0.71232877,0.01369863,0.0000002880
MMB0003,Q,MRW0002,0,99,0.70576754,0.62731865,9.86210232,7.93357515,0.71428571,0.01020408,0.0000220905
FLEV127,T,MRW0002,0,57,0.24271126,0.72435031,1.87226826,7.79181246,0.83928571,0.01785714,0.0000003815
FLEV127,T,MRW0002,1,57,0.17495755,0.72018674,1.32977285,7.69847189,0.78571429,0.01785714,0.0000190128
FLEV127,T,MRW0002,3,57,0.26477883,0.69565902,2.05475940,7.18171704,0.80357143,0.05357143,0.0000055343
FLEV_QT1,R,MRW0002,0,56,0.21909037,0.68586124,1.66527630,6.92566477,0.80000000,0.03636364,0.0000085983
FLEV_QT1,R,MRW0002,3,56,0.25472799,0.67172804,1.95355574,6.66331961,0.76363636,0.07272727,0.0000921590
TREM101,T,MRW0002,0,87,0.05912222,0.54782186,0.54923768,6.03717204,0.72093023,0.02325581,0.0000417374
TREM101,T,MRW0002,3,87,0.09911408,0.54020467,0.92369437,5.91829079,0.72093023,0.01162791,0.0000417374
VLD0001,2,MRW0002,0,63,0.31425039,0.60667712,2.60645260,5.96051277,0.75806452,0.03225806,0.0000482380
VLD0001,2,MRW0002,2,63,0.36434618,0.65999279,3.08061513,6.86130849,0.75806452,0.06451613,0.0000482380
VLD0001,2,MRW0002,3,63,0.33332304,0.64669752,2.78378548,6.62194929,0.75806452,0.03225806,0.0000482380
SILL151,T,MRW0002,2,54,0.33350010,0.60254701,2.57535640,5.44432859,0.77358491,0.05660377,0.0000679202
SILL139,T,MRW0002,0,111,0.40885688,0.54371778,4.69881014,6.76372680,0.70909091,0.02727273,0.0000115492
SILL139,T,MRW0002,3,111,0.41205883,0.54731824,4.74309952,6.82758078,0.70000000,0.03636364,0.0000272588
FLEV109,T,MRW0002,0,56,0.13148800,0.63391477,0.98368166,6.02312592,0.81818182,0.07272727,0.0000023654
