"series_a","series_b","r","sgc","ssgc","overlap","p"
"ak098","ak101","0.667954508417326","0.757238307349666","0","449","0"
"ak099","ak020","0.598093828890702","0.724795640326976","0","367","0"
"ak099","ak107","0.556232741275405","0.705722070844687","0","367","3.10862446895044e-15"
"ak100","ak098","0.578659713545911","0.710467706013363","0","449","0"
"ak100","ak101","0.701840042008438","0.752783964365256","0","449","0"
"ak101","ak098","0.667954508417326","0.757238307349666","0","449","0"
"ak101","ak100","0.701840042008438","0.752783964365256","0","449","0"
"ak103","ak006","0.600181886089061","0.807962529274005","0.00234192037470726","427","0"
"ak104","ak049","0.63630874901735","0.768421052631579","0","285","0"
"ak104","ak051","0.530540348860386","0.755813953488372","0","172","1.94708693612711e-11"
"ak104","ak085","0.63127221293704","0.809278350515464","0","194","0"
"ak104","ak106","0.509881953045592","0.776627218934911","0","676","0"
"ak106","ak049","0.524837178710069","0.731060606060606","0","264","5.97299987248334e-14"
"ak106","ak051","0.584667746499088","0.754966887417219","0","151","3.70033559349281e-10"
"ak106","ak085","0.547309349137947","0.710982658959538","0","173","2.85527101961947e-08"
"ak106","ak104","0.509881953045592","0.776627218934911","0","676","0"
"ak107","ak099","0.556232741275405","0.705722070844687","0","367","3.10862446895044e-15"
"ak108","ak12","0.865424531032886","0.826771653543307","0","254","0"
"ak108","ak14","0.695906080162387","0.791878172588833","0","197","2.22044604925031e-16"
"ak108","ak17","0.904448084189892","0.859848484848485","0","264","0"
"ak12","ak108","0.865424531032886","0.826771653543307","0","254","0"
"ak12","ak17","0.66104388605836","0.728346456692913","0","254","3.37507799486048e-13"
"ak13","ak24","0.601771333319945","0.797029702970297","0","202","0"
"ak14","ak108","0.695906080162387","0.791878172588833","0","197","2.22044604925031e-16"
"ak14","ak17","0.543751510756587","0.73469387755102","0","196","4.98348029509543e-11"
"ak17","ak108","0.904448084189892","0.859848484848485","0","264","0"
"ak17","ak12","0.66104388605836","0.728346456692913","0","254","3.37507799486048e-13"
"ak17","ak14","0.543751510756587","0.73469387755102","0","196","4.98348029509543e-11"
"ak2","ak019","0.516707061614391","0.768292682926829","0","164","6.34647889796724e-12"
"ak24","ak13","0.601771333319945","0.797029702970297","0","202","0"
"ak4","ak5","0.512106406917066","0.747252747252747","0","91","2.39016564473893e-06"
"ak5","ak4","0.512106406917066","0.747252747252747","0","91","2.39016564473893e-06"
"ak7","ak8","0.572023809523809","0.761904761904762","0","63","3.2159555632072e-05"
"ak7","ak9","0.601630751310425","0.81","0","100","5.64631674748739e-10"
"ak8","ak7","0.572023809523809","0.761904761904762","0","63","3.2159555632072e-05"
"ak9","ak019","0.526008025846614","0.71","0","100","2.66914980318056e-05"
"ak9","ak7","0.601630751310425","0.81","0","100","5.64631674748739e-10"
"ar","ar003","0.579597683494712","0.753968253968254","0.00793650793650794","126","1.1870676663861e-08"
"ar002","ok016","0.532942282996078","0.701030927835051","0","97","7.49968412327995e-05"
"ar003","ar","0.579597683494712","0.753968253968254","0.00793650793650794","126","1.1870676663861e-08"
"ar004","ar006","0.637041114081529","0.7","0","100","6.334248366624e-05"
"ar005","ar057","0.500287190125664","0.725609756097561","0","164","7.54012652315339e-09"
"ar005","ar059","0.653352897832033","0.774390243902439","0","164","2.0978774273317e-12"
"ar006","ar004","0.637041114081529","0.7","0","100","6.334248366624e-05"
"ar006","ar074","0.570445005169495","0.725190839694656","0","131","2.53828706053838e-07"
"ar006","mo038","0.601811400906892","0.740458015267176","0","131","3.70563157936488e-08"
"ar009","ar013","0.576761587864062","0.719101123595506","0.0112359550561798","89","3.56516305253241e-05"
"ar013","ar009","0.576761587864062","0.719101123595506","0.0112359550561798","89","3.56516305253241e-05"
"ar024","ar072","0.635621525030853","0.747081712062257","0.00778210116731518","257","2.44249065417534e-15"
"ar024","ok001","0.596000227101021","0.708171206225681","0.00778210116731518","257","2.48117082435328e-11"
"ar030","ok031","0.553498633865638","0.703252032520325","0","246","1.8204926455212e-10"
"ar048","ar050","0.577924818478474","0.72291296625222","0","563","0"
"ar049","ar050","0.663129226651213","0.779220779220779","0.00118063754427391","847","0"
"ar050","ar048","0.577924818478474","0.72291296625222","0","563","0"
"ar050","ar049","0.663129226651213","0.779220779220779","0.00118063754427391","847","0"
"ar055","ar066","0.570233812070752","0.708933717579251","0","347","7.105427357601e-15"
"ar057","ar005","0.500287190125664","0.725609756097561","0","164","7.54012652315339e-09"
"ar059","ar005","0.653352897832033","0.774390243902439","0","164","2.0978774273317e-12"
"ar064","ar065","0.57826324528957","0.7117903930131","0","229","1.45576439791739e-10"
"ar065","ar064","0.57826324528957","0.7117903930131","0","229","1.45576439791739e-10"
"ar065","ar073","0.526791541889319","0.720524017467249","0","229","2.48470133357159e-11"
"ar066","ar055","0.570233812070752","0.708933717579251","0","347","7.105427357601e-15"
"ar072","ar024","0.635621525030853","0.747081712062257","0.00778210116731518","257","2.44249065417534e-15"
"ar072","ok016","0.532902240379671","0.727659574468085","0.00425531914893617","235","2.95363733471277e-12"
"ar073","ar065","0.526791541889319","0.720524017467249","0","229","2.48470133357159e-11"
"ar074","ar006","0.570445005169495","0.725190839694656","0","131","2.53828706053838e-07"
"arge001","arge004","0.517084961104519","0.735234215885947","0.00610997963340122","491","0"
"arge001","arge006","0.501350738935386","0.739622641509434","0.00566037735849057","530","0"
"arge003","arge006","0.540084216599325","0.725409836065574","0.00204918032786885","488","0"
"arge004","arge001","0.517084961104519","0.735234215885947","0.00610997963340122","491","0"
"arge004","arge006","0.50131314489127","0.729124236252546","0.00407331975560081","491","0"
"arge004","arge015","0.616386979140915","0.737270875763748","0.00203665987780041","491","0"
"arge006","arge001","0.501350738935386","0.739622641509434","0.00566037735849057","530","0"
"arge006","arge003","0.540084216599325","0.725409836065574","0.00204918032786885","488","0"
"arge006","arge004","0.50131314489127","0.729124236252546","0.00407331975560081","491","0"
"arge007","arge008","0.504792494310411","0.719257540603248","0.00232018561484919","431","0"
"arge007","arge075","0.628557388409317","0.813793103448276","0","435","0"
"arge008","arge007","0.504792494310411","0.719257540603248","0.00232018561484919","431","0"
"arge008","arge076","0.507236439314989","0.716883116883117","0.0025974025974026","385","0"
"arge008","arge077","0.529289951512893","0.702064896755162","0.00294985250737463","339","1.00142116821189e-13"
"arge015","arge004","0.616386979140915","0.737270875763748","0.00203665987780041","491","0"
"arge016","arge085","0.969058722329521","0.930656934306569","0.00364963503649635","274","0"
"arge018","arge054","0.522961656367702","0.772609819121447","0","387","0"
"arge030","arge093","0.578465287740444","0.726679712981083","0.00195694716242661","1533","0"
"arge033","arge046","0.659348535133898","0.772549019607843","0","255","0"
"arge034","arge066","0.535359105817411","0.744274809160305","0","262","2.66453525910038e-15"
"arge036","arge038","0.559623701166773","0.71875","0","320","5.10702591327572e-15"
"arge036","arge043","0.617844444766936","0.753125","0","320","0"
"arge038","arge036","0.559623701166773","0.71875","0","320","5.10702591327572e-15"
"arge038","arge043","0.818109496531895","0.822981366459627","0","322","0"
"arge039","arge100","0.558796211167043","0.764084507042254","0","284","0"
"arge043","arge036","0.617844444766936","0.753125","0","320","0"
"arge043","arge038","0.818109496531895","0.822981366459627","0","322","0"
"arge046","arge033","0.659348535133898","0.772549019607843","0","255","0"
"arge054","arge018","0.522961656367702","0.772609819121447","0","387","0"
"arge066","arge034","0.535359105817411","0.744274809160305","0","262","2.66453525910038e-15"
"arge068","arge073","0.540877569907292","0.706766917293233","0.0037593984962406","266","1.53519419399117e-11"
"arge073","arge068","0.540877569907292","0.706766917293233","0.0037593984962406","266","1.53519419399117e-11"
"arge073","arge075","0.530894828924512","0.723451327433628","0.00221238938053097","452","0"
"arge073","arge084","0.552211040868947","0.706744868035191","0.00293255131964809","341","2.24265050974282e-14"
"arge075","arge007","0.628557388409317","0.813793103448276","0","435","0"
"arge075","arge073","0.530894828924512","0.723451327433628","0.00221238938053097","452","0"
"arge075","arge077","0.584944534265834","0.705056179775281","0","356","9.99200722162641e-15"
"arge075","arge084","0.639660404073037","0.75366568914956","0","341","0"
"arge075","arge086","0.566158408328186","0.730769230769231","0","312","4.44089209850063e-16"
"arge076","arge008","0.507236439314989","0.716883116883117","0.0025974025974026","385","0"
"arge077","arge008","0.529289951512893","0.702064896755162","0.00294985250737463","339","1.00142116821189e-13"
"arge077","arge075","0.584944534265834","0.705056179775281","0","356","9.99200722162641e-15"
"arge077","arge086","0.543067088563269","0.71474358974359","0","312","3.28626015289046e-14"
"arge084","arge073","0.552211040868947","0.706744868035191","0.00293255131964809","341","2.24265050974282e-14"
"arge084","arge075","0.639660404073037","0.75366568914956","0","341","0"
"arge085","arge016","0.969058722329521","0.930656934306569","0.00364963503649635","274","0"
"arge086","arge075","0.566158408328186","0.730769230769231","0","312","4.44089209850063e-16"
"arge086","arge077","0.543067088563269","0.71474358974359","0","312","3.28626015289046e-14"
"arge093","arge030","0.578465287740444","0.726679712981083","0.00195694716242661","1533","0"
"arge093","arge094","0.588721393375818","0.707162921348315","0.00351123595505618","1424","0"
"arge094","arge093","0.588721393375818","0.707162921348315","0.00351123595505618","1424","0"
"arge097","arge098","0.680909295728029","0.702127659574468","0","141","1.58455063270502e-06"
"arge098","arge097","0.680909295728029","0.702127659574468","0","141","1.58455063270502e-06"
"arge100","arge039","0.558796211167043","0.764084507042254","0","284","0"
"ausl003","ausl009","0.535768859708717","0.776162790697674","0.00145348837209302","688","0"
"ausl009","ausl003","0.535768859708717","0.776162790697674","0.00145348837209302","688","0"
"ausl010","ausl012","0.507765489442126","0.760456273764259","0","263","0"
"ausl011","ausl012","0.79669836027695","0.875","0","264","0"
"ausl011","ausl014","0.90845104964435","0.919191919191919","0.00505050505050505","396","0"
"ausl011","ausl020","0.894864476824431","0.914549653579677","0","433","0"
"ausl012","ausl010","0.507765489442126","0.760456273764259","0","263","0"
"ausl012","ausl011","0.79669836027695","0.875","0","264","0"
"ausl012","ausl014","0.595437248259503","0.814393939393939","0.00378787878787879","264","0"
"ausl012","ausl020","0.604219604370573","0.806818181818182","0","264","0"
"ausl013","ausl015","0.865506568364091","0.884105960264901","0.0033112582781457","302","0"
"ausl013","ausl018","0.515405580648021","0.73841059602649","0.0033112582781457","302","2.22044604925031e-16"
"ausl014","ausl011","0.90845104964435","0.919191919191919","0.00505050505050505","396","0"
"ausl014","ausl012","0.595437248259503","0.814393939393939","0.00378787878787879","264","0"
"ausl014","ausl020","0.68934139914428","0.856060606060606","0.00505050505050505","396","0"
"ausl015","ausl013","0.865506568364091","0.884105960264901","0.0033112582781457","302","0"
"ausl015","ausl016","0.800585816765884","0.845070422535211","0.00234741784037559","426","0"
"ausl016","ausl015","0.800585816765884","0.845070422535211","0.00234741784037559","426","0"
"ausl018","ausl013","0.515405580648021","0.73841059602649","0.0033112582781457","302","2.22044604925031e-16"
"ausl020","ausl011","0.894864476824431","0.914549653579677","0","433","0"
"ausl020","ausl012","0.604219604370573","0.806818181818182","0","264","0"
"ausl020","ausl014","0.68934139914428","0.856060606060606","0.00505050505050505","396","0"
"aust003","swit130","0.576191712828054","0.724324324324324","0","185","1.04565089920072e-09"
"aust004","germ019","0.526150411841169","0.728862973760933","0","343","0"
"aust004","ital024","0.519400505849699","0.769021739130435","0.0217391304347826","368","0"
"aust004","swit183","0.679531989650463","0.787878787878788","0","165","1.40554234917545e-13"
"aust004","swit185","0.627978665157572","0.802325581395349","0","172","2.22044604925031e-15"
"aust007","swit104","0.576338795569262","0.829411764705882","0.00588235294117647","170","0"
"aust007","swit108","0.513945108266039","0.736842105263158","0","190","6.60838050947632e-11"
"aust008","swit182","0.523345461245502","0.705882352941177","0","153","3.51980560031606e-07"
"aust109","aust110","0.864364400752319","0.896774193548387","0","155","0"
"aust109","aust111","0.781492310853313","0.832258064516129","0","155","2.22044604925031e-16"
"aust109","aust112","0.543158793127973","0.709677419354839","0","155","1.78031022812775e-07"
"aust110","aust109","0.864364400752319","0.896774193548387","0","155","0"
"aust110","aust111","0.755645905108103","0.837696335078534","0","191","0"
"aust111","aust109","0.781492310853313","0.832258064516129","0","155","2.22044604925031e-16"
"aust111","aust110","0.755645905108103","0.837696335078534","0","191","0"
"aust112","aust109","0.543158793127973","0.709677419354839","0","155","1.78031022812775e-07"
"az023","az030","0.590570097177561","0.725190839694656","0","262","3.09752223870419e-13"
"az023","az050","0.53384962453057","0.734177215189873","0.00316455696202532","316","0"
"az023","az063","0.623969095797394","0.747826086956522","0","345","0"
"az023","az066","0.576411107931474","0.72680412371134","0.00171821305841924","582","0"
"az023","az079","0.572929465525811","0.701754385964912","0","285","9.62430135587056e-12"
"az023","az080","0.687930691120032","0.736263736263736","0.00274725274725275","364","0"
"az023","az081","0.592090611143904","0.734072022160665","0","361","0"
"az023","az082","0.542836373750565","0.708191126279863","0.00511945392491468","586","0"
"az023","az083","0.57852833909366","0.75974025974026","0","462","0"
"az023","az085","0.971502652618489","0.965045592705167","0.00151975683890578","658","0"
"az023","az088","0.565650437809365","0.713780918727915","0","283","6.35269614690515e-13"
"az023","az091","0.57522455455529","0.732600732600733","0.00366300366300366","273","1.50990331349021e-14"
"az023","az098","0.555030707952211","0.707006369426752","0","314","2.19602114270856e-13"
"az023","az100","0.592457739848555","0.722772277227723","0","303","8.88178419700125e-15"
"az023","az548","0.610289283432122","0.716312056737589","0","282","3.73034936274053e-13"
"az023","az563","0.556034900202594","0.728337236533958","0","427","0"
"az023","co021","0.624617435635128","0.736654804270463","0.00177935943060498","562","0"
"az023","co066","0.634788896394934","0.712871287128713","0.00396039603960396","505","0"
"az023","co076","0.702123159662828","0.739510489510489","0.00174825174825175","572","0"
"az023","co509","0.601303241670084","0.719864176570458","0.00169779286926995","589","0"
"az023","co647","0.726221608104543","0.764437689969605","0.00151975683890578","658","0"
"az023","nm022","0.575027487030304","0.725165562913907","0","302","5.10702591327572e-15"
"az023","nm024","0.591445793269682","0.730407523510972","0.00313479623824451","319","2.22044604925031e-16"
"az023","nm025","0.619151630549378","0.716006884681583","0.00688468158347676","581","0"
"az023","nm031","0.560198625676208","0.704545454545455","0.00206611570247934","484","0"
"az023","nm503","0.641791616469233","0.734736842105263","0.00210526315789474","475","0"
"az023","ut020","0.647257686236402","0.702127659574468","0.00773694390715667","517","0"
"az023","ut021","0.745710120737761","0.755667506297229","0","397","0"
"az023","ut022","0.668045680355202","0.746450304259635","0.00202839756592292","493","0"
"az023","ut023","0.658587968826945","0.746341463414634","0.0048780487804878","615","0"
"az023","ut024","0.615573233767454","0.724924012158055","0.00151975683890578","658","0"
"az023","ut509","0.547655200006904","0.700607902735562","0.00303951367781155","658","0"
"az023","ut513","0.503154218990529","0.733226837060703","0.00159744408945687","626","0"
"az023","ut520","0.585777380391304","0.71571072319202","0","401","0"
"az023","ut529","0.636812851568515","0.723404255319149","0.00151975683890578","658","0"
"az027","az509","0.504219902719254","0.713080168776371","0","237","5.35720356964475e-11"
"az029","az030","0.736111066335913","0.784090909090909","0","264","0"
"az029","az032","0.923648649933093","0.892441860465116","0.00290697674418605","344","0"
"az029","az047","0.512401335537596","0.706395348837209","0","344","1.90958360235527e-14"
"az029","az050","0.59155544481864","0.70125786163522","0.00314465408805031","318","7.07878200501e-13"
"az029","az104","0.714251491635077","0.755813953488372","0","344","0"
"az029","az106","0.543882588172436","0.706395348837209","0","344","1.90958360235527e-14"
"az029","az109","0.608266132405903","0.741279069767442","0","344","0"
"az029","az129","0.640925524741838","0.718023255813954","0.00290697674418605","344","6.66133814775094e-16"
"az029","az135","0.609944694872045","0.720930232558139","0","344","2.22044604925031e-16"
"az029","az143","0.646147488313428","0.719626168224299","0","321","3.5527136788005e-15"
"az029","az502","0.700816233974143","0.773504273504274","0","234","0"
"az029","az523","0.552217918453888","0.708333333333333","0","264","1.28754784611829e-11"
"az029","az535","0.600040541734132","0.701030927835051","0","194","2.14260769126895e-08"
"az029","ca051","0.550442194309689","0.700581395348837","0","344","1.00364161426114e-13"
"az029","co067","0.526427784172821","0.723837209302326","0","344","0"
"az029","co610","0.565632185530617","0.709302325581395","0.00290697674418605","344","8.21565038222616e-15"
"az029","ut021","0.569075810184813","0.712209302325581","0","344","3.5527136788005e-15"
"az029","ut022","0.556710128570998","0.732558139534884","0","344","0"
"az029","ut516","0.636087748949738","0.718023255813954","0","344","6.66133814775094e-16"
"az029","ut517","0.683732168612972","0.770348837209302","0","344","0"
"az029","ut518","0.619121606058668","0.75","0","344","0"
"az029","ut520","0.66463141334531","0.718023255813954","0","344","6.66133814775094e-16"
"az029","ut524","0.702887425243935","0.755813953488372","0","344","0"
"az030","az023","0.590570097177561","0.725190839694656","0","262","3.09752223870419e-13"
"az030","az029","0.736111066335913","0.784090909090909","0","264","0"
"az030","az032","0.918149241876266","0.901515151515151","0.00378787878787879","264","0"
"az030","az047","0.624086216832062","0.753787878787879","0","264","2.22044604925031e-16"
"az030","az049","0.618389249564","0.757575757575758","0","264","0"
"az030","az050","0.627726821704164","0.761363636363636","0","264","0"
"az030","az063","0.666131768943931","0.715909090909091","0","264","2.27950991416037e-12"
"az030","az066","0.598121637045635","0.746212121212121","0","264","1.33226762955019e-15"
"az030","az072","0.608044002828131","0.715909090909091","0.00378787878787879","264","2.27950991416037e-12"
"az030","az077","0.579131344012912","0.734848484848485","0","264","2.30926389122033e-14"
"az030","az079","0.542340199254067","0.71969696969697","0","264","9.38138455808257e-13"
"az030","az080","0.588355310959449","0.712121212121212","0.00378787878787879","264","5.45807843366219e-12"
"az030","az081","0.575114608741297","0.731060606060606","0","264","5.97299987248334e-14"
"az030","az084","0.648588743545555","0.742424242424242","0.00378787878787879","264","3.33066907387547e-15"
"az030","az085","0.624089198643931","0.738636363636364","0","264","8.88178419700125e-15"
"az030","az087","0.511844641789273","0.71969696969697","0","264","9.38138455808257e-13"
"az030","az088","0.567631921140692","0.715909090909091","0","264","2.27950991416037e-12"
"az030","az089","0.537131130235394","0.712121212121212","0","264","5.45807843366219e-12"
"az030","az098","0.623860947637129","0.727272727272727","0","264","1.51878509768721e-13"
"az030","az100","0.551932455352092","0.704545454545455","0","264","2.99247293611415e-11"
"az030","az104","0.674437616275502","0.761363636363636","0","264","0"
"az030","az106","0.590786065140059","0.742424242424242","0","264","3.33066907387547e-15"
"az030","az109","0.656548905281366","0.757575757575758","0","264","0"
"az030","az127","0.556818769872355","0.727272727272727","0","264","1.51878509768721e-13"
"az030","az129","0.577317510171454","0.731060606060606","0.00378787878787879","264","5.97299987248334e-14"
"az030","az135","0.660349630276145","0.768939393939394","0","264","0"
"az030","az139","0.636947630601373","0.731060606060606","0.00378787878787879","264","5.97299987248334e-14"
"az030","az143","0.74086960167149","0.738636363636364","0","264","8.88178419700125e-15"
"az030","az144","0.724486002522025","0.742424242424242","0","264","3.33066907387547e-15"
"az030","az502","0.777184441332102","0.807692307692308","0","234","0"
"az030","az514","0.505266840291587","0.704545454545455","0","264","2.99247293611415e-11"
"az030","az517","0.603596350582687","0.742424242424242","0","264","3.33066907387547e-15"
"az030","az518","0.516119968041967","0.700757575757576","0","264","6.85256296151238e-11"
"az030","az521","0.561697711153047","0.742424242424242","0","264","3.33066907387547e-15"
"az030","az523","0.552863285214165","0.727272727272727","0","264","1.51878509768721e-13"
"az030","az535","0.574379217299701","0.731958762886598","0","194","1.03585584554367e-10"
"az030","az538","0.533175894858378","0.753787878787879","0","264","2.22044604925031e-16"
"az030","az541","0.515063777405525","0.704545454545455","0","264","2.99247293611415e-11"
"az030","az543","0.621519845434812","0.708333333333333","0","264","1.28754784611829e-11"
"az030","az547","0.631920256107549","0.75","0","264","4.44089209850063e-16"
"az030","az548","0.58006887898649","0.742424242424242","0","264","3.33066907387547e-15"
"az030","az563","0.66791314383362","0.708333333333333","0","264","1.28754784611829e-11"
"az030","ca051","0.551888062377042","0.708333333333333","0","264","1.28754784611829e-11"
"az030","ca513","0.545128870310194","0.704545454545455","0","264","2.99247293611415e-11"
"az030","co049","0.517448657565885","0.715909090909091","0","264","2.27950991416037e-12"
"az030","co066","0.612633639732158","0.723484848484849","0","264","3.80362408236579e-13"
"az030","co067","0.500184747885337","0.776515151515151","0","264","0"
"az030","co509","0.639888345069647","0.734848484848485","0","264","2.30926389122033e-14"
"az030","co610","0.593811144287156","0.776515151515151","0.00378787878787879","264","0"
"az030","co626","0.626869663416835","0.715909090909091","0","264","2.27950991416037e-12"
"az030","co629","0.533493490951265","0.727272727272727","0","264","1.51878509768721e-13"
"az030","co638","0.517006150200546","0.71969696969697","0","264","9.38138455808257e-13"
"az030","mexi019","0.572082371485484","0.702247191011236","0","178","6.79049123597508e-08"
"az030","nm023","0.544631796904874","0.71969696969697","0","264","9.38138455808257e-13"
"az030","nm029","0.606372148443624","0.746212121212121","0","264","1.33226762955019e-15"
"az030","nm030","0.555770360487528","0.723484848484849","0.00378787878787879","264","3.80362408236579e-13"
"az030","nm031","0.593493044960231","0.731060606060606","0","264","5.97299987248334e-14"
"az030","nm055","0.591650345420015","0.734848484848485","0","264","2.30926389122033e-14"
"az030","nv057","0.646011048100825","0.731060606060606","0.00378787878787879","264","5.97299987248334e-14"
"az030","ut020","0.587133730998764","0.742424242424242","0.00378787878787879","264","3.33066907387547e-15"
"az030","ut021","0.686357640793841","0.75","0","264","4.44089209850063e-16"
"az030","ut022","0.579504834952807","0.738636363636364","0","264","8.88178419700125e-15"
"az030","ut023","0.59329826672468","0.708333333333333","0.00378787878787879","264","1.28754784611829e-11"
"az030","ut024","0.595359383401534","0.723484848484849","0","264","3.80362408236579e-13"
"az030","ut507","0.646863843168763","0.727272727272727","0","264","1.51878509768721e-13"
"az030","ut514","0.573304367097957","0.708333333333333","0","264","1.28754784611829e-11"
"az030","ut515","0.687173569538494","0.71969696969697","0","264","9.38138455808257e-13"
"az030","ut516","0.620179775162119","0.75","0","264","4.44089209850063e-16"
"az030","ut517","0.662681873313481","0.772727272727273","0","264","0"
"az030","ut518","0.650511793988168","0.784090909090909","0","264","0"
"az030","ut520","0.680193490925828","0.75","0","264","4.44089209850063e-16"
"az030","ut524","0.738244956311383","0.776515151515151","0","264","0"
"az030","ut530","0.532123870047492","0.700757575757576","0","264","6.85256296151238e-11"
"az032","az029","0.923648649933093","0.892441860465116","0.00290697674418605","344","0"
"az032","az030","0.918149241876266","0.901515151515151","0.00378787878787879","264","0"
"az032","az047","0.538609414509828","0.720930232558139","0.00290697674418605","344","2.22044604925031e-16"
"az032","az049","0.605668607465203","0.729651162790698","0.00290697674418605","344","0"
"az032","az050","0.603680214809109","0.754716981132076","0.00628930817610063","318","0"
"az032","az066","0.567901185862632","0.706395348837209","0.00290697674418605","344","1.90958360235527e-14"
"az032","az072","0.563110558983704","0.712209302325581","0.00581395348837209","344","3.5527136788005e-15"
"az032","az077","0.507393549877023","0.745341614906832","0.0031055900621118","322","0"
"az032","az079","0.519415532752771","0.728222996515679","0.00348432055749129","287","1.04360964314765e-14"
"az032","az084","0.539463804976652","0.712209302325581","0.00581395348837209","344","3.5527136788005e-15"
"az032","az088","0.584292714856082","0.719298245614035","0.00350877192982456","285","1.31894495325469e-13"
"az032","az089","0.506921729896998","0.709302325581395","0.00290697674418605","344","8.21565038222616e-15"
