"series_a","series_b","r","sgc","ssgc","overlap","p","distance_m"
"AK023","AK108","0.530584184135751","0.671698113207547","0","265","2.26957750371071e-08","213229.65489644"
"AK023","AK12","0.584308849619889","0.677165354330709","0","254","1.63174793677001e-08","212036.87681525"
"AK024","AK015","0.722131838592721","0.700892857142857","0.00446428571428571","448","0","7845.20163687"
"AK024","AK016","0.532052535896562","0.657004830917874","0.00241545893719807","414","1.66808789003881e-10","43971.52715404"
"AK024","AK025","0.503743576801125","0.647798742138365","0.00419287211740042","477","1.0754463986018e-10","78438.21856356"
"AK024","AK027","0.562784026837758","0.683274021352313","0","281","8.02335531346898e-10","85455.55374004"
"AK024","AK030","0.619123570654285","0.69811320754717","0","477","0","33581.78193205"
"AK025","AK001","0.545495259835448","0.691570881226054","0.00574712643678161","522","0","52220.53145903"
"AK025","AK024","0.503743576801125","0.647798742138365","0.00419287211740042","477","1.0754463986018e-10","78438.21856356"
"AK027","AK015","0.549666832061248","0.679715302491103","0","281","1.68947789092044e-09","83012.00664182"
"AK027","AK020","0.516185603103833","0.690391459074733","0","281","1.73555614324528e-10","191941.51277488"
"AK027","AK024","0.562784026837758","0.683274021352313","0","281","8.02335531346898e-10","85455.55374004"
"AK027","AK030","0.597116253273282","0.683274021352313","0","281","8.02335531346898e-10","52163.69533709"
"AK029","AK015","0.563829694249036","0.721374045801527","0","262","7.69384556065233e-13","28069.25591262"
"AK029","AK022","0.515365588313031","0.682819383259912","0","227","3.61075798149812e-08","304329.69406233"
"AK029","AK030","0.542137119915774","0.67175572519084","0","262","2.69437003819206e-08","41978.61443547"
"AK030","AK001","0.529931533376532","0.678181818181818","0.00181818181818182","550","0","63513.04517405"
"AK030","AK015","0.63084356212769","0.712053571428571","0.00446428571428571","448","0","32477.40602985"
"AK030","AK020","0.516450055420661","0.645367412140575","0.00319488817891374","626","3.48610029732299e-13","178760.68180007"
"AK030","AK024","0.619123570654285","0.69811320754717","0","477","0","33581.78193205"
"AK030","AK027","0.597116253273282","0.683274021352313","0","281","8.02335531346898e-10","52163.69533709"
"AK030","AK029","0.542137119915774","0.67175572519084","0","262","2.69437003819206e-08","41978.61443547"
"AK032","AK040","0.508242275859338","0.658536585365854","0.0146341463414634","205","5.63084345661657e-06","403086.39644784"
"AK032","AK041","0.569778255948573","0.641860465116279","0.00930232558139535","215","3.18017106240021e-05","403086.39644784"
"AK032","AK044","0.521798954978296","0.66504854368932","0.00970873786407767","206","2.160674028584e-06","464975.11347138"
"AK032","AK049","0.623375240943364","0.727272727272727","0.00727272727272727","275","4.77395900588817e-14","173559.51020517"
"AK032","AK077","0.567585633343501","0.602469135802469","0.0148148148148148","405","3.71858850185536e-05","741683.50968135"
"AK032","AK085","0.609760234947867","0.809782608695652","0.0108695652173913","184","0","194993.51049354"
"AK034","AK038","0.64548309910018","0.757425742574257","0","202","2.52686760404686e-13","11209.38634052"
"AK035","AK039","0.701269580110692","0.816666666666667","0","300","0","7348.96440602"
"AK035","AK044","0.508517792640052","0.665094339622642","0","212","1.52737938563519e-06","84636.13014584"
"AK035","AK071","0.520474709512647","0.692063492063492","0.00317460317460317","315","9.25881593616396e-12","286044.04850254"
"AK035","CANA009","0.506141177709105","0.694736842105263","0.00350877192982456","285","4.86295448354213e-11","412447.71337538"
"AK036","AK040","0.508884772248867","0.665094339622642","0.0141509433962264","212","1.52737938563519e-06","61358.15953311"
"AK036","AK042","0.536588616846069","0.630350194552529","0.0194552529182879","257","2.92349673900461e-05","31276.67303934"
"AK036","CANA157","0.593415593530276","0.717054263565892","0.00775193798449612","258","3.10662606750611e-12","330398.93269697"
"AK038","AK034","0.64548309910018","0.757425742574257","0","202","2.52686760404686e-13","11209.38634052"
"AK039","AK035","0.701269580110692","0.816666666666667","0","300","0","7348.96440602"
"AK040","AK032","0.508242275859338","0.658536585365854","0.0146341463414634","205","5.63084345661657e-06","403086.39644784"
"AK040","AK036","0.508884772248867","0.665094339622642","0.0141509433962264","212","1.52737938563519e-06","61358.15953311"
"AK040","AK041","0.630812269448503","0.783018867924528","0.00471698113207547","212","2.22044604925031e-16","0"
"AK040","AK079","0.592131547344059","0.677685950413223","0.00826446280991736","121","9.26440982171872e-05","262478.27817401"
"AK041","AK032","0.569778255948573","0.641860465116279","0.00930232558139535","215","3.18017106240021e-05","403086.39644784"
"AK041","AK040","0.630812269448503","0.783018867924528","0.00471698113207547","212","2.22044604925031e-16","0"
"AK041","AK079","0.610191562766244","0.680672268907563","0","119","8.08712071764806e-05","262478.27817401"
"AK042","AK036","0.536588616846069","0.630350194552529","0.0194552529182879","257","2.92349673900461e-05","31276.67303934"
"AK042","AK075","0.587693612246736","0.67704280155642","0.0155642023346304","257","1.37539586386737e-08","507016.61158923"
"AK044","AK032","0.521798954978296","0.66504854368932","0.00970873786407767","206","2.160674028584e-06","464975.11347138"
"AK044","AK035","0.508517792640052","0.665094339622642","0","212","1.52737938563519e-06","84636.13014584"
"AK049","AK032","0.623375240943364","0.727272727272727","0.00727272727272727","275","4.77395900588817e-14","173559.51020517"
"AK049","AK051","0.605451180272787","0.734104046242775","0","173","7.35225658132777e-10","41019.90180913"
"AK049","AK085","0.719088230123772","0.81025641025641","0","195","0","99309.43436885"
"AK049","AK104","0.63630874901735","0.768421052631579","0","285","0","91781.31664737"
"AK049","AK106","0.524837178710069","0.731060606060606","0","264","5.97299987248334e-14","34497.01524434"
"AK051","AK049","0.605451180272787","0.734104046242775","0","173","7.35225658132777e-10","41019.90180913"
"AK051","AK104","0.530540348860386","0.755813953488372","0","172","1.94708693612711e-11","94748.10576015"
"AK051","AK106","0.584667746499088","0.754966887417219","0","151","3.70033559349281e-10","26536.54698063"
"AK071","AK035","0.520474709512647","0.692063492063492","0.00317460317460317","315","9.25881593616396e-12","286044.04850254"
"AK071","CANA009","0.645251360954109","0.764044943820225","0.00374531835205993","267","0","145605.00987707"
"AK074","AK077","0.610545497190612","0.723112128146453","0.022883295194508","437","0","23247.23128885"
"AK075","AK042","0.587693612246736","0.67704280155642","0.0155642023346304","257","1.37539586386737e-08","507016.61158923"
"AK075","CANA009","0.543469891619912","0.789473684210526","0.0105263157894737","285","0","82339.56820451"
"AK076","CANA211","0.525207485438966","0.66984126984127","0","315","1.65215263692176e-09","70773.77176222"
"AK077","AK032","0.567585633343501","0.602469135802469","0.0148148148148148","405","3.71858850185536e-05","741683.50968135"
"AK077","AK074","0.610545497190612","0.723112128146453","0.022883295194508","437","0","23247.23128885"
"AK078","AK010","0.543811821388549","0.714285714285714","0.00911854103343465","329","7.54951656745106e-15","250163.54038459"
"AK078","CANA009","0.572565447311532","0.684210526315789","0.0140350877192982","285","4.9822301839697e-10","108066.76388464"
"AK079","AK040","0.592131547344059","0.677685950413223","0.00826446280991736","121","9.26440982171872e-05","262478.27817401"
"AK079","AK041","0.610191562766244","0.680672268907563","0","119","8.08712071764806e-05","262478.27817401"
"AK079","AK081","0.788638737098253","0.753968253968254","0","126","1.1870676663861e-08","19228.65972376"
"AK079","AK084","0.538686642113508","0.707865168539326","0","89","8.78198518219353e-05","43411.17610498"
"AK080","AK081","0.742102277302353","0.714285714285714","0","147","2.03455461367241e-07","3963.12016837"
"AK080","AK083","0.643176121603249","0.741573033707865","0","89","5.16452784760091e-06","24136.70170719"
"AK081","AK079","0.788638737098253","0.753968253968254","0","126","1.1870676663861e-08","19228.65972376"
"AK081","AK080","0.742102277302353","0.714285714285714","0","147","2.03455461367241e-07","3963.12016837"
"AK081","AK083","0.63701505562607","0.752808988764045","0","89","1.84234644273751e-06","22129.58213544"
"AK082","AK083","0.570552500740838","0.831460674157303","0","89","4.00103061792834e-10","2380.66902142"
"AK082","AK084","0.556600512024652","0.808988764044944","0","89","5.54312484801756e-09","4626.63334902"
"AK083","AK080","0.643176121603249","0.741573033707865","0","89","5.16452784760091e-06","24136.70170719"
"AK083","AK081","0.63701505562607","0.752808988764045","0","89","1.84234644273751e-06","22129.58213544"
"AK083","AK082","0.570552500740838","0.831460674157303","0","89","4.00103061792834e-10","2380.66902142"
"AK083","AK084","0.941135796810035","0.752808988764045","0","89","1.84234644273751e-06","2264.0440198"
"AK084","AK079","0.538686642113508","0.707865168539326","0","89","8.78198518219353e-05","43411.17610498"
"AK084","AK082","0.556600512024652","0.808988764044944","0","89","5.54312484801756e-09","4626.63334902"
"AK084","AK083","0.941135796810035","0.752808988764045","0","89","1.84234644273751e-06","2264.0440198"
"AK085","AK032","0.609760234947867","0.809782608695652","0.0108695652173913","184","0","194993.51049354"
"AK085","AK049","0.719088230123772","0.81025641025641","0","195","0","99309.43436885"
"AK085","AK104","0.63127221293704","0.809278350515464","0","194","0","7911.18730495"
"AK085","AK106","0.547309349137947","0.710982658959538","0","173","2.85527101961947e-08","76146.71872596"
"AK098","AK100","0.578659713545911","0.710467706013363","0","449","0","115657.11792389"
"AK098","AK101","0.667954508417326","0.757238307349666","0","449","0","130224.1761109"
"AK099","AK015","0.562645197928388","0.667574931880109","0.00272479564032698","367","1.3578493884836e-10","180324.35680528"
"AK099","AK020","0.598093828890702","0.724795640326976","0","367","0","63646.60586798"
"AK099","AK107","0.556232741275405","0.705722070844687","0","367","3.10862446895044e-15","34109.4131926"
"AK100","AK098","0.578659713545911","0.710467706013363","0","449","0","115657.11792389"
"AK100","AK101","0.701840042008438","0.752783964365256","0","449","0","14964.36228076"
"AK101","AK098","0.667954508417326","0.757238307349666","0","449","0","130224.1761109"
"AK101","AK100","0.701840042008438","0.752783964365256","0","449","0","14964.36228076"
"AK103","AK006","0.600181886089061","0.807962529274005","0.00234192037470726","427","0","119781.49307714"
"AK104","AK049","0.63630874901735","0.768421052631579","0","285","0","91781.31664737"
"AK104","AK051","0.530540348860386","0.755813953488372","0","172","1.94708693612711e-11","94748.10576015"
"AK104","AK085","0.63127221293704","0.809278350515464","0","194","0","7911.18730495"
"AK104","AK106","0.509881953045592","0.776627218934911","0","676","0","69736.36532231"
"AK106","AK049","0.524837178710069","0.731060606060606","0","264","5.97299987248334e-14","34497.01524434"
"AK106","AK051","0.584667746499088","0.754966887417219","0","151","3.70033559349281e-10","26536.54698063"
"AK106","AK085","0.547309349137947","0.710982658959538","0","173","2.85527101961947e-08","76146.71872596"
"AK106","AK104","0.509881953045592","0.776627218934911","0","676","0","69736.36532231"
"AK107","AK099","0.556232741275405","0.705722070844687","0","367","3.10862446895044e-15","34109.4131926"
"AK108","AK014","0.5076284426177","0.683018867924528","0","265","2.5431048378266e-09","53256.36547839"
"AK108","AK023","0.530584184135751","0.671698113207547","0","265","2.26957750371071e-08","213229.65489644"
"AK108","AK12","0.865424531032886","0.826771653543307","0","254","0","2216.12045593"
"AK108","AK14","0.695906080162387","0.791878172588833","0","197","2.22044604925031e-16","1677.57866188"
"AK108","AK17","0.904448084189892","0.859848484848485","0","264","0","1867.33322894"
"AK12","AK014","0.503637421603826","0.681102362204724","0","254","7.80606446149079e-09","53891.27924036"
"AK12","AK023","0.584308849619889","0.677165354330709","0","254","1.63174793677001e-08","212036.87681525"
"AK12","AK108","0.865424531032886","0.826771653543307","0","254","0","2216.12045593"
"AK12","AK17","0.66104388605836","0.728346456692913","0","254","3.37507799486048e-13","3259.21837962"
"AK13","AK24","0.601771333319945","0.797029702970297","0","202","0","0"
"AK14","AK108","0.695906080162387","0.791878172588833","0","197","2.22044604925031e-16","1677.57866188"
"AK14","AK17","0.543751510756587","0.73469387755102","0","196","4.98348029509543e-11","3388.60021644"
"AK17","AK108","0.904448084189892","0.859848484848485","0","264","0","1867.33322894"
"AK17","AK12","0.66104388605836","0.728346456692913","0","254","3.37507799486048e-13","3259.21837962"
"AK17","AK14","0.543751510756587","0.73469387755102","0","196","4.98348029509543e-11","3388.60021644"
"AK2","AK019","0.516707061614391","0.768292682926829","0","164","6.34647889796724e-12","44211.48166099"
"AK24","AK13","0.601771333319945","0.797029702970297","0","202","0","0"
"AK4","AK5","0.512106406917066","0.747252747252747","0","91","2.39016564473893e-06","2328.6022736"
"AK5","AK4","0.512106406917066","0.747252747252747","0","91","2.39016564473893e-06","2328.6022736"
"AK7","AK8","0.572023809523809","0.761904761904762","0","63","3.2159555632072e-05","0"
"AK7","AK9","0.601630751310425","0.81","0","100","5.64631674748739e-10","0"
"AK8","AK7","0.572023809523809","0.761904761904762","0","63","3.2159555632072e-05","0"
"AK8","AK9","0.517953149001536","0.725806451612903","0","62","0.00037653898208645","0"
"AK9","AK019","0.526008025846614","0.71","0","100","2.66914980318056e-05","47867.50526766"
"AK9","AK7","0.601630751310425","0.81","0","100","5.64631674748739e-10","0"
"AK9","AK8","0.517953149001536","0.725806451612903","0","62","0.00037653898208645","0"
"AR","AR003","0.579597683494712","0.753968253968254","0.00793650793650794","126","1.1870676663861e-08","10013.69366029"
"AR","AR055","0.511565677672243","0.699248120300752","0","133","4.31334372397174e-06","115450.61195294"
"AR001","AR007","0.63698195936752","0.682051282051282","0.0102564102564103","195","3.68759686342202e-07","24319.60635834"
"AR001","AR057","0.530726998235494","0.661538461538462","0","195","6.43635880748228e-06","52974.06794688"
"AR002","OK001","0.546254670404611","0.676646706586826","0.00598802395209581","167","4.98169635787526e-06","92397.70105399"
"AR002","OK016","0.532942282996078","0.701030927835051","0","97","7.49968412327995e-05","133410.16902603"
"AR003","AR","0.579597683494712","0.753968253968254","0.00793650793650794","126","1.1870676663861e-08","10013.69366029"
"AR004","AR006","0.637041114081529","0.7","0","100","6.334248366624e-05","21461.13887504"
"AR004","AR074","0.576377383006521","0.686567164179104","0","201","1.22254769641117e-07","39762.28323678"
"AR005","AR057","0.500287190125664","0.725609756097561","0","164","7.54012652315339e-09","89018.71290585"
"AR005","AR059","0.653352897832033","0.774390243902439","0","164","2.0978774273317e-12","28947.9607283"
"AR005","AR062","0.507296613185594","0.652439024390244","0","164","9.44812939149831e-05","94885.4942325"
"AR006","AR004","0.637041114081529","0.7","0","100","6.334248366624e-05","21461.13887504"
"AR006","AR063","0.572644332587882","0.687022900763359","0","131","1.85930076019858e-05","43298.74705613"
"AR006","AR074","0.570445005169495","0.725190839694656","0","131","2.53828706053838e-07","61027.80851176"
"AR006","MO038","0.601811400906892","0.740458015267176","0","131","3.70563157936488e-08","144243.66235943"
"AR007","AR001","0.63698195936752","0.682051282051282","0.0102564102564103","195","3.68759686342202e-07","24319.60635834"
"AR009","AR013","0.576761587864062","0.719101123595506","0.0112359550561798","89","3.56516305253241e-05","69765.67289763"
"AR013","AR009","0.576761587864062","0.719101123595506","0.0112359550561798","89","3.56516305253241e-05","69765.67289763"
"AR024","AR072","0.635621525030853","0.747081712062257","0.00778210116731518","257","2.44249065417534e-15","45486.84332353"
"AR024","KS010","0.54649776619731","0.673151750972763","0.0116731517509728","257","2.82957461905653e-08","180098.37108352"
"AR024","MO036","0.524641148704383","0.692607003891051","0.00778210116731518","257","6.59751364651129e-10","77730.84252861"
"AR024","OK001","0.596000227101021","0.708171206225681","0.00778210116731518","257","2.48117082435328e-11","72965.14448604"
"AR024","OK016","0.539315753759491","0.693617021276596","0.00425531914893617","235","2.91729773671534e-09","155704.99550717"
"AR030","AR033","0.58784168774669","0.699186991869919","0","246","4.15072198833855e-10","46213.45038574"
"AR030","OK031","0.553498633865638","0.703252032520325","0","246","1.8204926455212e-10","108296.62789789"
"AR033","AR030","0.58784168774669","0.699186991869919","0","246","4.15072198833855e-10","46213.45038574"
"AR033","OK031","0.553235180537345","0.693430656934307","0","274","1.51661794234315e-10","62920.61679725"
"AR042","AR049","0.514772256635764","0.670305676855895","0","458","3.11306536104894e-13","60071.20549312"
"AR042","AR050","0.50190074894211","0.685589519650655","0","458","1.99840144432528e-15","70907.42759257"
"AR048","AR049","0.559107498796072","0.671403197158082","0","563","4.44089209850063e-16","103024.18587271"
"AR048","AR050","0.577924818478474","0.72291296625222","0","563","0","84037.91424102"
"AR049","AR042","0.514772256635764","0.670305676855895","0","458","3.11306536104894e-13","60071.20549312"
"AR049","AR048","0.559107498796072","0.671403197158082","0","563","4.44089209850063e-16","103024.18587271"
"AR049","AR050","0.663129226651213","0.779220779220779","0.00118063754427391","847","0","23401.00480644"
"AR050","AR042","0.50190074894211","0.685589519650655","0","458","1.99840144432528e-15","70907.42759257"
"AR050","AR048","0.577924818478474","0.72291296625222","0","563","0","84037.91424102"
"AR050","AR049","0.663129226651213","0.779220779220779","0.00118063754427391","847","0","23401.00480644"
"AR055","AR","0.511565677672243","0.699248120300752","0","133","4.31334372397174e-06","115450.61195294"
"AR055","AR066","0.570233812070752","0.708933717579251","0","347","7.105427357601e-15","4629.18558836"
"AR057","AR001","0.530726998235494","0.661538461538462","0","195","6.43635880748228e-06","52974.06794688"
"AR057","AR005","0.500287190125664","0.725609756097561","0","164","7.54012652315339e-09","89018.71290585"
"AR057","AR059","0.506118582404293","0.670542635658915","0","258","4.28605704261287e-08","117335.88899866"
"AR057","MO018","0.525337401182853","0.655038759689923","0.0116279069767442","258","6.33931861893089e-07","82216.62279363"
"AR057","MO036","0.518603585352585","0.679180887372014","0.00341296928327645","293","8.5607365640783e-10","82216.62279363"
"AR059","AR005","0.653352897832033","0.774390243902439","0","164","2.0978774273317e-12","28947.9607283"
"AR059","AR057","0.506118582404293","0.670542635658915","0","258","4.28605704261287e-08","117335.88899866"
"AR062","AR005","0.507296613185594","0.652439024390244","0","164","9.44812939149831e-05","94885.4942325"
"AR063","AR006","0.572644332587882","0.687022900763359","0","131","1.85930076019858e-05","43298.74705613"
"AR063","AR067","0.601348915992922","0.688679245283019","0.00471698113207547","212","3.91990890857841e-08","18030.28047134"
"AR063","MO038","0.568224616042386","0.691983122362869","0","237","3.39861161435806e-09","124332.71002715"
"AR064","AR065","0.57826324528957","0.7117903930131","0","229","1.45576439791739e-10","65097.36344648"
"AR065","AR064","0.57826324528957","0.7117903930131","0","229","1.45576439791739e-10","65097.36344648"
"AR065","AR073","0.526791541889319","0.720524017467249","0","229","2.48470133357159e-11","8309.83552102"
"AR066","AR055","0.570233812070752","0.708933717579251","0","347","7.105427357601e-15","4629.18558836"
"AR067","AR063","0.601348915992922","0.688679245283019","0.00471698113207547","212","3.91990890857841e-08","18030.28047134"
