"series_a","series_b","r","sgc","ssgc","overlap","p","distance_m"
"CA091","CA064","0.543080704647421","0.681603773584906","0.00235849056603774","424","7.50510764646606e-14","103992.09249548"
"CA092","CA079","0.564912615314434","0.683215130023641","0","423","4.84057238736568e-14","187761.63296872"
"CA092","CA562","0.802961375456647","0.861386138613861","0","101","3.76365605347928e-13","13211.83356393"
"CA092","CA572","0.629964940219966","0.821782178217822","0","101","9.94784254970682e-11","135924.583145"
"CA092","CA573","0.625313134487546","0.762376237623762","0","101","1.33702507509881e-07","140845.77613231"
"CA092","CA581","0.563081212241832","0.732673267326733","0","101","2.9156408394293e-06","22178.44639003"
"CA092","CA584","0.752045623012407","0.792079207920792","0","101","4.33908065033961e-09","20315.43259267"
"CA092","CA592","0.564001866087552","0.811881188118812","0.0099009900990099","101","3.63994612229135e-10","138094.23301749"
"CA094","CA064","0.5556256048508","0.670353982300885","0.00221238938053097","452","4.36983782492462e-13","476989.38077932"
"CA094","CA089","0.711680659515106","0.790286975717439","0.0022075055187638","453","0","17553.35210486"
"CA094","CA505","0.585173490691992","0.706422018348624","0","436","0","276631.58606005"
"CA094","CA514","0.700101957780699","0.783422459893048","0","374","0","59997.34949392"
"CA094","CA539","0.515941835171716","0.624703087885986","0","421","3.09797751896213e-07","230776.1009373"
"CA094","CA587","0.544763375226936","0.702970297029703","0","101","4.51030772268268e-05","119167.29743457"
"CA094","CA612","0.547467196428524","0.710816777041943","0.0022075055187638","453","0","129958.75974661"
"CA094","NV049","0.508247113255488","0.620309050772627","0.0022075055187638","453","3.03489981146043e-07","582949.74919407"
"CA094","NV052","0.522158474199033","0.637969094922737","0","453","4.27946655889855e-09","460028.58395101"
"CA094","NV055","0.544291064940357","0.69757174392936","0","453","0","366062.94804532"
"CA095","CA073","0.562836172502218","0.708333333333333","0.00694444444444444","432","0","87289.27904511"
"CA501","CA064","0.543897298762639","0.692468619246862","0.0104602510460251","478","0","104361.89816662"
"CA501","CA065","0.511875334516381","0.682008368200837","0.00836820083682008","478","1.77635683940025e-15","127384.86521593"
"CA501","CA067","0.531131616398525","0.667364016736402","0.0125523012552301","478","2.51354492775135e-13","36938.44632489"
"CA501","CA520","0.583829974228206","0.758064516129032","0.0032258064516129","310","0","74519.71241419"
"CA501","CA572","0.52975750521624","0.734939759036145","0.0120481927710843","83","1.86217524202892e-05","308085.92442646"
"CA501","CA578","0.56249082429955","0.72289156626506","0.0120481927710843","83","4.88048932418828e-05","303715.48630032"
"CA501","CA595","0.514220336778511","0.710843373493976","0.0120481927710843","83","0.000122160674667526","460431.88254436"
"CA501","CA627","0.514686540916363","0.687747035573123","0.00395256916996047","253","2.33503594238016e-09","391132.04562746"
"CA501","CA628","0.573453047147273","0.734309623430962","0.00836820083682008","478","0","36938.44632489"
"CA502","CA503","0.536534486137648","0.663082437275986","0.010752688172043","279","5.09314865837496e-08","0"
"CA502","CA505","0.622863712176894","0.706093189964158","0.010752688172043","279","5.78403991369214e-12","0"
"CA503","CA502","0.536534486137648","0.663082437275986","0.010752688172043","279","5.09314865837496e-08","0"
"CA503","CA505","0.507366563940688","0.672413793103448","0","464","1.10356168647741e-13","0"
"CA503","CA572","0.51044359010888","0.714285714285714","0","84","8.56829801090253e-05","37963.78554701"
"CA505","CA064","0.525747262450412","0.668488160291439","0.00182149362477231","549","2.88657986402541e-15","203823.55708244"
"CA505","CA094","0.585173490691992","0.706422018348624","0","436","0","276631.58606005"
"CA505","CA502","0.622863712176894","0.706093189964158","0.010752688172043","279","5.78403991369214e-12","0"
"CA505","CA503","0.507366563940688","0.672413793103448","0","464","1.10356168647741e-13","0"
"CA505","CA514","0.561540482951102","0.672268907563025","0","357","7.52258255687366e-11","230217.4414157"
"CA505","CA563","0.544197478306518","0.702380952380952","0","84","0.00020750159406191","151095.93167982"
"CA505","CA572","0.657073895315442","0.797619047619048","0","84","4.88497307049585e-08","37963.78554701"
"CA505","CA578","0.519920455213064","0.702380952380952","0","84","0.00020750159406191","65359.70853966"
"CA505","CA583","0.59994527832758","0.75","0","84","4.59283371179176e-06","58804.39544204"
"CA505","CA586","0.514948672777351","0.714285714285714","0","84","8.56829801090253e-05","157479.032193"
"CA505","CA588","0.600073288708653","0.702380952380952","0.0119047619047619","84","0.00020750159406191","158389.25013063"
"CA505","CA592","0.530168517697806","0.797619047619048","0","84","4.88497307049585e-08","40023.99343352"
"CA505","CA593","0.603574552088858","0.738095238095238","0","84","1.27496749211531e-05","40023.99343352"
"CA505","CA595","0.615928823115614","0.785714285714286","0","84","1.63005068776201e-07","155303.59468527"
"CA505","CA628","0.510410275460167","0.66147859922179","0","514","2.44471110022459e-13","274801.08412507"
"CA506","CA535","0.65961541233316","0.794649313087491","0.00168715353097132","4149","0","3335.85239204"
"CA508","CA531","0.514142555925308","0.669871794871795","0.00427350427350427","936","0","74018.93683316"
"CA508","NV506","0.524788358221522","0.706703910614525","0","358","5.10702591327572e-15","278994.95948511"
"CA508","NV517","0.575090697562501","0.692175408426483","0.00257953568357696","1163","0","251458.90208355"
"CA512","CA536","0.568739505335667","0.720125786163522","0.00314465408805031","318","4.21884749357559e-15","64999.54055853"
"CA512","CA537","0.619816171705261","0.728744939271255","0","247","6.47926157171241e-13","63377.77020179"
"CA512","CA538","0.507903969427892","0.702127659574468","0","188","2.97554325623395e-08","59161.74907669"
"CA512","CA539","0.626618557756327","0.709944751381215","0.00276243093922652","362","1.33226762955019e-15","78930.52734412"
"CA512","CA540","0.655670069333429","0.744186046511628","0","215","8.01358979174438e-13","68123.39925563"
"CA512","CA541","0.523656777758616","0.702702702702703","0","185","3.50549975713932e-08","64282.40774837"
"CA512","CA542","0.62489319982912","0.752941176470588","0","170","4.22686330381339e-11","63910.34591352"
"CA512","CA543","0.722589981208914","0.720670391061452","0","179","3.53209261838572e-09","68165.06408033"
"CA512","CA544","0.688781421807735","0.713207547169811","0","265","3.87867515883045e-12","62982.9850392"
"CA512","CA545","0.615518297481873","0.715","0","200","1.19347176585904e-09","64160.70448288"
"CA512","CA546","0.670518182806495","0.744588744588745","0.00432900432900433","231","1.0458300891969e-13","65984.59823694"
"CA512","CA547","0.618014157406023","0.711805555555556","0.00347222222222222","288","6.53033183084517e-13","67236.31860904"
"CA512","CA548","0.786485056695878","0.75","0","172","5.47397682737483e-11","67612.97693318"
"CA512","CA552","0.684630751647515","0.75","0.00581395348837209","344","0","67506.38161695"
"CA512","CA553","0.601113109239768","0.69060773480663","0.00552486187845304","362","4.07229805432507e-13","90080.28421595"
"CA512","CA554","0.528798925061573","0.686346863468635","0","271","8.49916581557864e-10","78549.87832602"
"CA512","CA599","0.598379477886432","0.662068965517241","0","145","9.49537017447266e-05","94282.22620845"
"CA512","CA601","0.701106735093314","0.707317073170732","0","164","1.09680644122534e-07","110557.45081213"
"CA513","AZ029","0.590607353208243","0.677325581395349","0","344","4.77462513970295e-11","238372.00614356"
"CA513","AZ030","0.545128870310194","0.704545454545455","0","264","2.99247293611415e-11","263767.40363671"
"CA513","AZ032","0.590431706910466","0.694767441860465","0.00290697674418605","344","5.01820807130571e-13","238569.42075745"
"CA513","AZ049","0.507964812228972","0.689189189189189","0","370","3.38173933300823e-13","370220.40187798"
"CA513","AZ063","0.508347816627756","0.68","0","350","1.63948854492446e-11","335642.90468219"
"CA513","AZ066","0.531461542289987","0.654986522911051","0","371","2.36523933772048e-09","483307.13545739"
"CA513","AZ104","0.643870869279041","0.688172043010753","0","372","3.9102054927298e-13","214471.3241335"
"CA513","AZ109","0.511891843272574","0.737837837837838","0","370","0","241529.02516772"
"CA513","AZ129","0.500127904006367","0.666666666666667","0.00268817204301075","372","1.28361321571901e-10","335779.63111669"
"CA513","AZ143","0.578928956359159","0.707692307692308","0","325","6.97220059464598e-14","230411.16283109"
"CA513","AZ144","0.54962102531285","0.688172043010753","0","372","3.9102054927298e-13","348214.52118089"
"CA513","AZ502","0.535802592426666","0.700854700854701","0","234","7.99775135007508e-10","243916.81167093"
"CA513","AZ517","0.605792753359868","0.674556213017751","0","338","1.37755806761675e-10","349159.61928824"
"CA513","AZ535","0.54189372027056","0.641414141414141","0","198","6.89887341502882e-05","350510.89367666"
"CA513","CA089","0.56895007805495","0.71505376344086","0","372","0","244725.11748202"
"CA513","CA514","0.581178431967892","0.684210526315789","0","361","2.55973020557576e-12","241034.39373313"
"CA513","CA539","0.535974881459793","0.653225806451613","0","372","3.40812822408054e-09","202801.94310131"
"CA513","CA541","0.508128388075575","0.707182320441989","0","181","2.47948108711427e-08","207827.91370305"
"CA513","CA543","0.562266773738554","0.657142857142857","0","175","3.2159555632072e-05","202262.41438732"
"CA513","CA548","0.510061148818323","0.672619047619048","0","168","7.64838907696408e-06","202028.10666037"
"CA513","CA552","0.529822343907438","0.682352941176471","0.00294117647058824","340","1.75779391042852e-11","203430.09546873"
"CA513","CA612","0.530878852648477","0.696236559139785","0.00268817204301075","372","3.73034936274053e-14","358421.14217627"
"CA513","MEXI019","0.535371905449476","0.659340659340659","0","182","1.71380134863508e-05","404933.21761793"
"CA513","NV052","0.528714614733944","0.655913978494624","0","372","1.80643544567261e-09","397442.4979184"
"CA513","NV055","0.59569166694815","0.693548387096774","0","372","8.26005930321116e-14","379579.9094444"
"CA513","NV057","0.570351990323159","0.68010752688172","0.00268817204301075","372","3.71613850802532e-12","278626.63361356"
"CA513","NV503","0.507359143140807","0.625714285714286","0.00285714285714286","350","2.55366090606834e-06","406166.82920195"
"CA513","NV506","0.584156731388375","0.691460055096419","0","363","2.97317725994617e-13","132005.66082779"
"CA513","UT020","0.536369765244073","0.663978494623656","0.00268817204301075","372","2.52568632674866e-10","553966.96186981"
"CA513","UT021","0.525237246564567","0.672043010752688","0","372","3.21238591283191e-11","455167.42723881"
"CA513","UT024","0.507064831857465","0.672043010752688","0","372","3.21238591283191e-11","571612.32428031"
"CA513","UT509","0.538682073650964","0.655913978494624","0.00268817204301075","372","1.80643544567261e-09","350777.21203719"
"CA513","UT516","0.558667107100723","0.661290322580645","0","372","4.91764851062726e-10","395179.87906544"
"CA513","UT517","0.629323616098481","0.685483870967742","0","372","8.36886115962443e-13","362312.74046473"
"CA513","UT518","0.538112360171551","0.666666666666667","0","372","1.28361321571901e-10","399257.56667117"
"CA513","UT520","0.57486070511456","0.698924731182796","0","372","1.66533453693773e-14","391887.96061049"
"CA513","UT524","0.600474246042715","0.67741935483871","0","372","7.70761232615769e-12","368763.71590758"
"CA514","AZ104","0.551040913539068","0.700549450549451","0","364","1.97619698383278e-14","406252.03408518"
"CA514","AZ143","0.515431691412476","0.641337386018237","0","329","2.9399567647026e-07","458881.38641714"
"CA514","CA051","0.507389789820481","0.650137741046832","0","363","1.05888735557613e-08","245804.52445769"
"CA514","CA089","0.857211449926933","0.86096256684492","0","374","0","67324.89540095"
"CA514","CA094","0.700101957780699","0.783422459893048","0","374","0","59997.34949392"
"CA514","CA505","0.561540482951102","0.672268907563025","0","357","7.52258255687366e-11","230217.4414157"
"CA514","CA513","0.581178431967892","0.684210526315789","0","361","2.55973020557576e-12","241034.39373313"
"CA514","CA539","0.57694254851674","0.647058823529412","0","374","1.28562471779503e-08","262526.27572266"
"CA514","CA543","0.640501406028265","0.712765957446808","0","188","5.39198730109547e-09","238806.78696855"
"CA514","CA552","0.576968053926147","0.691218130311615","0.0028328611898017","353","6.70574706873595e-13","241206.77338888"
"CA514","CA553","0.617055935771945","0.649732620320856","0.00267379679144385","374","6.98095448115055e-09","245300.89852059"
"CA514","CA556","0.580290770095382","0.655080213903743","0.0053475935828877","374","1.99495575614606e-09","129378.66480543"
"CA514","CA599","0.52965426785829","0.662337662337662","0","154","5.59872693672858e-05","356163.34024798"
"CA514","CA612","0.732579252243651","0.719251336898396","0.00267379679144385","374","0","187606.18086118"
"CA514","CA614","0.5345017038756","0.705882352941177","0","374","1.77635683940025e-15","205512.2599661"
"CA514","CA621","0.571576265170359","0.695187165775401","0","374","4.37427871702312e-14","71902.90883876"
"CA514","CA625","0.504364290450887","0.724598930481283","0","374","0","276272.0396258"
"CA514","CA627","0.512082089063249","0.623616236162362","0","271","4.70211794814102e-05","173455.78726687"
"CA514","NV052","0.602105826666485","0.668449197860963","0","374","7.25421944736127e-11","400632.10780676"
"CA514","NV055","0.670431644130202","0.727272727272727","0","374","0","306391.63209284"
"CA514","NV503","0.596539005924272","0.708571428571429","0.00285714285714286","350","5.99520433297585e-15","247360.58544907"
"CA514","UT516","0.532329695783389","0.641711229946524","0","374","4.22618950945974e-08","577649.81501423"
"CA514","UT517","0.535513234046122","0.668449197860963","0","374","7.25421944736127e-11","553370.48698033"
"CA514","UT524","0.532095993582114","0.676470588235294","0","374","8.75854944126786e-12","558659.74143074"
"CA517","CA073","0.618266821189525","0.754601226993865","0.00306748466257669","326","0","5559.75398673"
"CA517","CA585","0.503366454307451","0.7","0","100","6.334248366624e-05","598446.07670137"
"CA517","CA629","0.640806384952053","0.776073619631902","0.00613496932515337","326","0","32511.54972986"
"CA520","CA064","0.542580162048623","0.712538226299694","0.00305810397553517","327","1.50990331349021e-14","177767.67102116"
"CA520","CA065","0.65288264093592","0.718654434250764","0.00305810397553517","327","2.66453525910038e-15","53375.1759636"
"CA520","CA066","0.62534081490122","0.672782874617737","0.0122324159021407","327","4.13315603964293e-10","111223.87692832"
"CA520","CA067","0.549913583780396","0.654434250764526","0.00611620795107034","327","2.33279999761749e-08","111223.87692832"
"CA520","CA501","0.583829974228206","0.758064516129032","0.0032258064516129","310","0","74519.71241419"
"CA520","CA628","0.676862917137081","0.715596330275229","0.00305810397553517","327","6.21724893790088e-15","111223.87692832"
"CA520","NV060","0.535706209059934","0.712538226299694","0.00611620795107034","327","1.50990331349021e-14","179745.19371204"
"CA520","NV518","0.538082471709967","0.709480122324159","0.00611620795107034","327","3.5527136788005e-14","179745.19371204"
"CA520","OR060","0.528235785017771","0.703363914373089","0.00305810397553517","327","1.90958360235527e-13","270383.75380767"
"CA524","CA079","0.510500965128764","0.702194357366771","0.00940438871473354","319","5.10036457512797e-13","378128.35653215"
"CA524","CA084","0.548568022187491","0.752351097178683","0.0125391849529781","319","0","184799.17368466"
"CA524","CA527","0.621399930760314","0.754716981132076","0.0125786163522013","318","0","141122.10473902"
"CA526","CA563","0.647544550254229","0.707070707070707","0","99","3.77796727852875e-05","519737.29385277"
"CA526","CA572","0.560965071821769","0.737373737373737","0","99","2.31617353163571e-06","376800.04141768"
"CA526","CA592","0.503532991142424","0.737373737373737","0.0101010101010101","99","2.31617353163571e-06","375371.00748102"
"CA527","CA079","0.507132275712984","0.702247191011236","0.00280898876404494","356","2.30926389122033e-14","244194.54770118"
"CA527","CA524","0.621399930760314","0.754716981132076","0.0125786163522013","318","0","141122.10473902"
"CA527","CA575","0.517804528280303","0.717171717171717","0","99","1.54857864149704e-05","289982.0312033"
"CA527","CA592","0.562681900870442","0.737373737373737","0.0101010101010101","99","2.31617353163571e-06","289861.28631043"
"CA528","CA529","0.558751855946132","0.747474747474748","0.000918273645546373","1089","0","41079.89319657"
"CA528","CA638","0.576838800524859","0.75941230486685","0.00367309458218549","1089","0","31450.6709498"
"CA529","CA528","0.558751855946132","0.747474747474748","0.000918273645546373","1089","0","41079.89319657"
"CA529","CA532","0.616063714280671","0.804695837780149","0.00106723585912487","937","0","1788.8522548"
"CA530","CA534","0.626709378735341","0.702803738317757","0.00467289719626168","1070","0","102299.47335586"
"CA530","NV510","0.533517008467403","0.695407685098407","0.0028116213683224","1067","0","226535.90412819"
"CA530","NV512","0.527864410868964","0.664794007490637","0.00468164794007491","1068","0","481296.82736427"
"CA530","NV513","0.580397235127368","0.651969981238274","0.00656660412757974","1066","0","438135.21155089"
"CA531","CA508","0.514142555925308","0.669871794871795","0.00427350427350427","936","0","74018.93683316"
"CA532","CA529","0.616063714280671","0.804695837780149","0.00106723585912487","937","0","1788.8522548"
"CA532","CA638","0.554720338539125","0.743863393810032","0.00533617929562433","937","0","57821.44146201"
"CA533","CA534","0.71247018266899","0.789240972733972","0.0051584377302874","1357","0","14455.3603655"
"CA533","NV513","0.511085265330506","0.690846286701209","0.00604490500863558","1158","0","374622.3596274"
"CA533","NV519","0.519122289836914","0.678751258811682","0.0040281973816717","993","0","42265.54242707"
"CA534","CA530","0.626709378735341","0.702803738317757","0.00467289719626168","1070","0","102299.47335586"
"CA534","CA533","0.71247018266899","0.789240972733972","0.0051584377302874","1357","0","14455.3603655"
"CA534","NV510","0.51200139791476","0.683277027027027","0.00337837837837838","1184","0","255482.47503925"
"CA534","NV511","0.502182604080891","0.675","0.00147058823529412","680","0","192191.93163341"
"CA534","NV513","0.557172087602971","0.681347150259067","0.00690846286701209","1158","0","381124.17358584"
"CA535","CA506","0.65961541233316","0.794649313087491","0.00168715353097132","4149","0","3335.85239204"
"CA536","CA512","0.568739505335667","0.720125786163522","0.00314465408805031","318","4.21884749357559e-15","64999.54055853"
"CA536","CA537","0.697586815410428","0.749049429657795","0","263","6.66133814775094e-16","4594.54307999"
"CA536","CA538","0.551917241926918","0.725490196078431","0","204","1.18463461262763e-10","5855.80431283"
"CA536","CA539","0.525458733277112","0.667664670658683","0","334","8.87854234576935e-10","58479.8787709"
"CA536","CA540","0.660092526479572","0.744588744588745","0","231","1.0458300891969e-13","44673.15933517"
"CA536","CA542","0.589938622952146","0.682795698924731","0.00537634408602151","186","6.16415348986266e-07","30484.2800769"
"CA536","CA543","0.64414023324644","0.723076923076923","0","195","4.65841809571543e-10","32241.35396224"
"CA536","CA544","0.606728165195396","0.697508896797153","0","281","3.55080409519815e-11","18440.84840503"
"CA536","CA545","0.580464341173377","0.708333333333333","0","216","9.14129882900738e-10","19938.70151002"
"CA536","CA546","0.556510062678973","0.720647773279352","0.00404858299595142","247","4.0476511031784e-12","22281.4527181"
"CA536","CA547","0.539454694507137","0.726973684210526","0","304","2.44249065417534e-15","23892.63401022"
"CA536","CA548","0.616311147808003","0.728723404255319","0","188","3.55994123069081e-10","27380.09756079"
"CA536","CA551","0.510785399522673","0.739130434782609","0","207","5.94435611844801e-12","5635.2248699"
"CA536","CA552","0.598909425569661","0.718562874251497","0.0029940119760479","334","1.33226762955019e-15","34211.5311216"
"CA536","CA553","0.601951025893835","0.676646706586826","0.0029940119760479","334","1.07029940465964e-10","51778.00052252"
"CA536","CA601","0.601197282443707","0.727777777777778","0","180","9.84400561065968e-10","141511.77393792"
"CA536","CA612","0.515360488009484","0.697604790419162","0.0029940119760479","334","5.09592368302947e-13","196216.25118683"
"CA537","CA512","0.619816171705261","0.728744939271255","0","247","6.47926157171241e-13","63377.77020179"
"CA537","CA536","0.697586815410428","0.749049429657795","0","263","6.66133814775094e-16","4594.54307999"
"CA537","CA538","0.521571764322443","0.700980392156863","0","204","9.4036667341868e-09","6206.03889901"
"CA537","CA540","0.542311506792695","0.705627705627706","0","231","4.09033029669104e-10","48359.9423421"
"CA537","CA542","0.517157167483764","0.693548387096774","0.00537634408602151","186","1.29681068550269e-07","34211.5311216"
"CA537","CA543","0.656510211842518","0.707692307692308","0","195","6.61054566641894e-09","36254.94583339"
"CA537","CA544","0.534340121142941","0.64638783269962","0","263","2.05414271992055e-06","22281.4527181"
"CA537","CA545","0.558563883041444","0.680555555555556","0","216","1.11305055616739e-07","23892.63401022"
"CA537","CA546","0.540165206290802","0.684210526315789","0.00404858299595142","247","7.03062852380754e-09","26365.33917112"
"CA537","CA548","0.587032018013904","0.654255319148936","0","188","2.33603282913109e-05","31474.82373889"
"CA537","CA549","0.657773865727775","0.70873786407767","0","103","2.26610970048835e-05","34918.13345427"
"CA537","CA552","0.614308475999078","0.699619771863118","0","263","9.5077723472059e-11","38129.66142694"
"CA537","CA553","0.543990775307511","0.634980988593156","0.00380228136882129","263","1.19747226441369e-05","56276.65305488"
"CA537","CA601","0.590703053978408","0.683333333333333","0","180","8.68322808544875e-07","143627.52762866"
"CA537","CA612","0.564987278880493","0.673003802281369","0.00380228136882129","263","2.00811836048587e-08","191742.46098383"
"CA538","CA512","0.507903969427892","0.702127659574468","0","188","2.97554325623395e-08","59161.74907669"
"CA538","CA536","0.551917241926918","0.725490196078431","0","204","1.18463461262763e-10","5855.80431283"
"CA538","CA537","0.521571764322443","0.700980392156863","0","204","9.4036667341868e-09","6206.03889901"
"CA538","CA542","0.523812844583213","0.693548387096774","0.00537634408602151","186","1.29681068550269e-07","29013.45308151"
"CA538","CA543","0.576744556699933","0.682051282051282","0","195","3.68759686342202e-07","31469.92028703"
"CA538","CA545","0.540927197704169","0.696078431372549","0","204","2.12970818758151e-08","19216.40268943"
"CA538","CA547","0.543120400863803","0.715686274509804","0","204","7.21809723103206e-10","23655.80531615"
"CA538","CA551","0.531607391166603","0.696078431372549","0","204","2.12970818758151e-08","2758.3640261"
"CA538","CA554","0.557560352865909","0.676470588235294","0","204","4.63085373159089e-07","57772.51764106"
"CA538","CA612","0.556874331166555","0.691176470588235","0.00490196078431373","204","4.7321385032717e-08","195764.52816653"
"CA539","AZ104","0.515030548011242","0.673740053050398","0","377","1.51096912759385e-11","412091.7328311"
"CA539","CA089","0.561776716831902","0.636579572446556","0","421","2.08547270563741e-08","213434.7602422"
"CA539","CA094","0.515941835171716","0.624703087885986","0","421","3.09797751896213e-07","230776.1009373"
"CA539","CA512","0.626618557756327","0.709944751381215","0.00276243093922652","362","1.33226762955019e-15","78930.52734412"
"CA539","CA513","0.535974881459793","0.653225806451613","0","372","3.40812822408054e-09","202801.94310131"
"CA539","CA514","0.57694254851674","0.647058823529412","0","374","1.28562471779503e-08","262526.27572266"
"CA539","CA536","0.525458733277112","0.667664670658683","0","334","8.87854234576935e-10","58479.8787709"
"CA539","CA540","0.705232536910729","0.80952380952381","0","231","0","14525.46562796"
"CA539","CA541","0.53676743844948","0.761194029850746","0","201","1.30118138486068e-13","21719.70600983"
"CA539","CA542","0.681421057100541","0.763440860215054","0.00537634408602151","186","6.68576305429269e-13","28230.66285627"
"CA539","CA543","0.792124749382318","0.758974358974359","0","195","4.73177053095242e-13","26293.69104267"
"CA539","CA544","0.603967978980855","0.740213523131673","0","281","8.88178419700125e-16","40095.85322119"
"CA539","CA545","0.639328123876307","0.763888888888889","0","216","8.65973959207622e-15","38542.47227076"
"CA539","CA546","0.586026377120093","0.748987854251012","0.00404858299595142","247","5.10702591327572e-15","36263.11782895"
"CA539","CA547","0.659583431052703","0.75","0","304","0","34782.52998833"
"CA539","CA548","0.783875602189802","0.797872340425532","0","188","2.22044604925031e-16","31239.2041217"
"CA539","CA549","0.596802974574755","0.766990291262136","0","103","5.98291516329397e-08","29273.38433255"
"CA539","CA552","0.679593389172495","0.744444444444444","0.00277777777777778","360","0","24268.59044901"
"CA539","CA553","0.658982810677845","0.738317757009346","0.00233644859813084","428","0","21207.21789794"
"CA539","CA554","0.674079785132018","0.773519163763066","0","287","0","1111.95079735"
"CA539","CA599","0.537176902458564","0.683229813664596","0","161","3.32174278927511e-06","126666.29461342"
"CA539","CA601","0.660189822608717","0.716666666666667","0","180","6.10788641886018e-09","95532.37561291"
"CA539","CA612","0.570742836863079","0.69392523364486","0.00233644859813084","428","1.11022302462516e-15","251884.94561269"
"CA540","CA512","0.655670069333429","0.744186046511628","0","215","8.01358979174438e-13","68123.39925563"
"CA540","CA536","0.660092526479572","0.744588744588745","0","231","1.0458300891969e-13","44673.15933517"
"CA540","CA537","0.542311506792695","0.705627705627706","0","231","4.09033029669104e-10","48359.9423421"
"CA540","CA539","0.705232536910729","0.80952380952381","0","231","0","14525.46562796"
"CA540","CA542","0.658391171418781","0.752688172043011","0.00537634408602151","186","5.48538992006797e-12","14189.10871125"
"CA540","CA543","0.708134192449431","0.794871794871795","0","195","2.22044604925031e-16","13339.46384784"
"CA540","CA544","0.630467242972672","0.735930735930736","0","231","7.40962846634829e-13","26240.8527005"
"CA540","CA545","0.507457296595108","0.712962962962963","0","216","3.8545389102751e-10","24846.7020884"
"CA540","CA546","0.573614504031922","0.766233766233766","0.00432900432900433","231","6.66133814775094e-16","22874.47261451"
"CA540","CA547","0.605843933533498","0.748917748917749","0","231","3.84137166520304e-14","21655.84840881"
"CA540","CA548","0.672614529767429","0.776595744680851","0","188","3.33066907387547e-14","18195.72079311"
"CA540","CA549","0.568208733884129","0.728155339805825","0","103","3.63820198878706e-06","17881.41471607"
"CA540","CA550","0.567791776587109","0.727272727272727","0","231","4.89830398464619e-12","36909.50016772"
"CA540","CA552","0.755644940607451","0.813852813852814","0","231","0","10986.96581569"
"CA540","CA553","0.718499273354485","0.779220779220779","0.00432900432900433","231","0","22874.47261451"
"CA540","CA554","0.624424924699191","0.779220779220779","0","231","0","14904.34706144"
"CA540","CA601","0.586172893239023","0.688888888888889","0","180","4.01129933047528e-07","102792.10430906"
"CA541","CA512","0.523656777758616","0.702702702702703","0","185","3.50549975713932e-08","64282.40774837"
"CA541","CA513","0.508128388075575","0.707182320441989","0","181","2.47948108711427e-08","207827.91370305"
"CA541","CA539","0.53676743844948","0.761194029850746","0","201","1.30118138486068e-13","21719.70600983"
"CA541","CA542","0.685093673512856","0.811827956989247","0.00537634408602151","186","0","7219.31188251"
"CA541","CA543","0.549392227158959","0.733333333333333","0","195","7.18971548963054e-11","7837.94601796"
"CA541","CA548","0.57979166601867","0.776595744680851","0","188","3.33066907387547e-14","12034.88790844"
"CA542","CA512","0.62489319982912","0.752941176470588","0","170","4.22686330381339e-11","63910.34591352"
"CA542","CA536","0.589938622952146","0.682795698924731","0.00537634408602151","186","6.16415348986266e-07","30484.2800769"
"CA542","CA537","0.517157167483764","0.693548387096774","0.00537634408602151","186","1.29681068550269e-07","34211.5311216"
"CA542","CA538","0.523812844583213","0.693548387096774","0.00537634408602151","186","1.29681068550269e-07","29013.45308151"
"CA542","CA539","0.681421057100541","0.763440860215054","0.00537634408602151","186","6.68576305429269e-13","28230.66285627"
"CA542","CA540","0.658391171418781","0.752688172043011","0.00537634408602151","186","5.48538992006797e-12","14189.10871125"
"CA542","CA541","0.685093673512856","0.811827956989247","0.00537634408602151","186","0","7219.31188251"
"CA542","CA543","0.739642068367183","0.795698924731183","0.00537634408602151","186","6.66133814775094e-16","4302.02098876"
"CA542","CA544","0.655298280777512","0.768817204301075","0.00537634408602151","186","2.26041407813682e-13","12053.85612953"
"CA542","CA545","0.67827391917283","0.763440860215054","0.00537634408602151","186","6.68576305429269e-13","10714.46657255"
"CA542","CA546","0.627209134710157","0.768817204301075","0.010752688172043","186","2.26041407813682e-13","9042.28034431"
"CA542","CA547","0.70767009520416","0.790322580645161","0.00537634408602151","186","2.44249065417534e-15","8258.88664222"
"CA542","CA548","0.699750326430332","0.801075268817204","0.00537634408602151","186","2.22044604925031e-16","5559.75398673"
"CA542","CA549","0.672394248237306","0.737864077669903","0.00970873786407767","103","1.37832558655404e-06","9042.28034431"
"CA542","CA550","0.555968161734125","0.736559139784946","0.00537634408602151","186","1.10039533041117e-10","22730.73729748"
"CA542","CA551","0.542557354799314","0.709677419354839","0.00537634408602151","186","1.07003153004825e-08","26592.6913332"
"CA542","CA552","0.718746014258558","0.817204301075269","0.00537634408602151","186","0","4603.81170076"
"CA542","CA553","0.637074300919872","0.720430107526882","0.010752688172043","186","1.82648074442682e-09","27802.82831266"
"CA542","CA554","0.604419688246673","0.731182795698925","0.00537634408602151","186","2.8666113927045e-10","28774.19097427"
"CA542","CA601","0.527853529672511","0.683333333333333","0.00555555555555556","180","8.68322808544875e-07","114656.59639092"
"CA542","CA612","0.547452408578605","0.666666666666667","0.010752688172043","186","5.46593137196183e-06","224170.34111737"
"CA542","MEXI019","0.516978760217506","0.682795698924731","0.00537634408602151","186","6.16415348986266e-07","264901.87148198"
"CA543","AZ104","0.506197664060893","0.657303370786517","0","178","2.70023678958786e-05","414940.17463679"
